COURSE,NAME,DANISH_NAME,LANGUAGE,ECTS_POINTS,COURSE_TYPE,EXAM_TYPE,TIME_OF_WEEK,COURSE_DURATION,EXAM_AID,EXAMINER,ASSIGNMENTS,GRADE_TYPE,CAMPUS,SEMESTER_PERIOD,MAIN_RESPONSIBLE_NAME,CO_RESPONSIBLE_1_NAME,CO_RESPONSIBLE_2_NAME,CO_RESPONSIBLE_3_NAME,CO_RESPONSIBLE_4_NAME,STUDY_LINES,AVERAGE_GRADE,PERCENT_PASSED,TOTAL_STUDENTS,WORKLOAD_AVERAGE_SCORE,LEARNING_AVERAGE_SCORE,MOTIVATION_AVERAGE_SCORE,FEEDBACK_AVERAGE_SCORE
28157,Process Design,Procesdesign,English,5.0,BEng,Report hand-in,"['F4A (Spring, Tues 13-17)', 'E4A (Autumn, Tues 13-17)']",DURATION_13_WEEKS,No computers,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring + Autumn,Xiaodong Liang,Seyed Soheil Mansouri,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering']",9.02,94.9,470,3.37,3.69,3.56,3.42
28160,Mathematical models in chemical engineering,Matematiske modeller for kemiske systemer,English,5.0,BSc,Written exam,"['F2B (Spring, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Anker Degn Jensen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BSc, Chemistry and Technology']",6.49,80.3,173,4.34,4.44,3.62,4.57
28165,Mathematical models in chemical engineering,Matematiske modeller for kemiske systemer,Danish,5.0,BSc,Written exam,"['F4A (Spring, Tues 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,No data available,Spring,Peter Szabo,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
28212,Polymer Chemistry,Polymerkemi,English,5.0,MSc,Written exam,"['F3A (Spring, Tues 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Anders Egede Daugaard,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Biomaterial Engineering for Medicine']",6.57,78.4,241,3.45,4.28,3.9,3.4
28213,Polymer Technology,Polymerteknologi,English,5.0,MSc,Written exam,"['E3A (Autumn, Tues 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Anne Ladegaard Skov,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering', 'MSc, Design and Innovation']",7.58,92.1,203,3.13,3.85,3.56,3.07
28214,Polymer synthesis and characterization,Polymer syntese og karakterisering,English,5.0,MSc,Oral exam,['3-week June'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,June,Anders Egede Daugaard,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering']",9.84,98.3,58,3.5,4.92,4.92,4.17
28216,Organic Coatings Science and Technology,Organiske coatings: Science og teknologi,English,5.0,MSc,Written exam,"['F4A (Spring, Tues 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Huichao Bi,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",6.96,96.2,53,2.97,4.21,4.1,4.03
28217,Organic Coatings Science and Technology – Practical Exercises,Organiske coatings: Science og teknologi - Eksperimentelle øvelser,English,2.5,MSc,Report hand-in,['3-week June'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory experiments,PASS_OR_FAIL,CAMPUS_LYNGBY,June,Huichao Bi,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
28221,Chemical Engineering Thermodynamics,Teknisk Termodynamik,English,5.0,BSc,Oral exam,"['F4A (Spring, Tues 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Nicolas Smit von Solms,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],11.59,98.9,93,2.5,3.9,4.07,3.69
28233,Recovery and purification of biological products,Bioteknologiske oprensningsprocesser,English,5.0,MSc,Report hand-in,"['E2A (Autumn, Mon 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Manuel Pinelo,Timothy John Hobley,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'BEng, Fisheries Technology', 'MSc, Biotechnology', 'MSc, Chemical and Biochemical Engineering', 'MSc, Food Technology', 'MSc, Pharmaceutical Design and Engineering']",8.43,93.8,812,3.31,4.08,3.89,3.66
28242,Chemical Kinetics and Catalysis,Reaktionskinetik og katalyse,English,5.0,MSc,Written exam,"['E1A (Autumn, Mon 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Peter Glarborg,Anker Degn Jensen,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies']",4.84,79.1,350,3.31,4.4,3.96,2.83
28244,Combustion and High Temperature Processes,Forbrænding og højtemperaturprocesser,English,5.0,MSc,Report hand-in,"['E4B (Autumn, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Peter Glarborg,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering', 'MSc, Mechanical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies']",9.93,95.5,310,3.25,4.18,4.36,4.33
28271,"Thermal gasification, pyrolysis and sustainability","Termisk forgasning, pyrolyse og bæredygtighed",English,5.0,MSc,Report hand-in,['3-week August'],DURATION_3_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory experiments,PASS_OR_FAIL,CAMPUS_LYNGBY,August,Giulia Ravenni,Wolfgang Norbert Stelte,Claus Dalsgaard Jensen,Paulina Godlewska,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies']",No data,No data,0,3.23,4.62,4.31,3.85
28311,Chemical and Biochemical Product Design,Kemisk og biokemisk produktdesign,English,5.0,MSc,Report hand-in,"['E2A (Autumn, Mon 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Søren Zinck Kiil,Georgios Kontogeorgis,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering']",8.83,100.0,140,3.01,3.31,3.5,3.69
28315,Applied Colloid and Surface Chemistry,Anvendt kolloid- og grænsefladekemi,English,5.0,MSc,Written exam,"['E7 (Autumn, Tues 18-22)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Georgios Kontogeorgis,Narayanan Rajagopalan Ej Efternavn,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering', 'MSc, Petroleum Engineering']",5.5,74.7,297,3.39,4.38,3.96,2.93
28316,Laboratory Course in Colloid and Surface Chemistry,Øvelser i kolloid- og grænsefladekemi,English,5.0,MSc,Oral exam,['3-week January'],DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January,Anders Egede Daugaard,Alexander Chapiro,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Petroleum Engineering']",10.02,100.0,47,3.17,4.54,4.33,4.58
28322,Chemical Engineering Thermodynamics,Teknisk termodynamik,English,5.0,BEng,Oral exam,"['E2B (Autumn, Thurs 8-12)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Xiaodong Liang,Wei Yan,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering']",6.7,79.5,440,3.79,3.57,3.26,3.51
28342,Chemical Reaction Engineering,Reaktionsteknik,Danish,5.0,BEng,Written exam,"['F2B (Spring, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Ulrich Willi Walter Krühne,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering']",4.47,69.0,506,3.39,4.1,3.85,3.76
28344,Biotechnology and process design,Bioteknologi og procesdesign,English,15.0,BEng,Written exam,"['F2A (Spring, Mon 13-17)', 'F5A (Spring, Wed 8-12)', 'F5B (Spring, Wed 13-17)', '3-week June']",DURATION_16_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring + June,Ioannis Vassilios Skiadas,Helena Junicke,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical and Bio Engineering']",6.21,79.4,310,3.45,3.7,3.32,3.5
28345,Industrial BioReaction Engineering,Bioindustriel reaktionsteknik,English,5.0,MSc,Written exam,"['F4A (Spring, Tues 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,John Michael Woodley,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Biotechnology', 'MSc, Chemical and Biochemical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies']",8.02,96.9,390,3.09,4.06,3.93,4.36
28346,Advanced fermentation technology practicum,Øvelser i avanceret fermenteringsteknologi,English,5.0,MSc,Oral exam,"['3-week January', '3-week June']",DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January + June,Ioannis Vassilios Skiadas,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering', 'MSc, Sustainable Energy']",11.07,100.0,88,3.04,4.3,4.65,4.13
28350,Process Design: Principles and Methods,Procesdesign: Principper og metoder,English,10.0,MSc,Report hand-in,"['F3A (Spring, Tues 8-12)', 'F3B (Spring, Fri 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Gürkan Sin,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Technology Entrepreneurship']",9.21,96.2,317,3.59,3.55,3.38,3.29
28352,Chemical Process Control,Regulering og styring af kemiske processer,Danish,5.0,BEng,Oral exam,"['F1A (Spring, Mon 8-12)', 'E1A (Autumn, Mon 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring + Autumn,Jens Abildskov,Jakob Kjøbsted Huusom,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering']",7.56,79.2,433,3.85,4.11,3.71,3.95
28361,Chemical engineering model analysis,Modelanalyse for kemiingeniører,English,7.5,MSc,Report hand-in,"['F5B (Spring, Wed 13-17)']",DURATION_13_WEEKS,No computers,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Alexander Chapiro,Xiaodong Liang,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering', 'MSc, Petroleum Engineering']",9.03,90.6,330,4.11,3.86,3.55,3.79
28412,Advanced Chemical Product Design,Avanceret Kemisk produktdesign,English,5.0,MSc,Report hand-in,['3-week January'],DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,PASS_OR_FAIL,CAMPUS_LYNGBY,January,Søren Zinck Kiil,Georgios Kontogeorgis,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",Pass/Fail,100.0,41,2.71,3.5,3.82,4.39
28420,Separation Processes,Separationsprocesser,English,7.5,MSc,Report hand-in,"['E3A (Autumn, Tues 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Jens Abildskov,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",8.64,97.9,339,3.91,4.13,3.63,4.06
28423,Phase Equilibria for non-ideal mixtures,Faseligevægte i ikke-ideelle opløsninger,English,5.0,MSc,Report hand-in,"['F2A (Spring, Mon 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Georgios Kontogeorgis,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering', 'MSc, Petroleum Engineering']",7.43,82.9,105,4.04,4.44,4.34,4.36
28434,Membrane Technology,Membranteknologi,English,5.0,MSc,Report hand-in,"['F1A (Spring, Mon 8-12)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Manuel Pinelo,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering', 'MSc, Petroleum Engineering']",8.51,88.4,275,3.22,4.15,3.96,3.3
28443,Industrial Reaction Engineering,Industriel reaktionsteknik,English,7.5,MSc,Oral exam,"['F4B (Spring, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Kim Allan Dam-Johansen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering']",9.47,98.0,203,4.36,4.23,3.98,4.19
28451,Optimising Plantwide Control,Optimerende drift af procesanlæg,English,7.5,MSc,Report hand-in,"['F2A (Spring, Mon 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Jakob Kjøbsted Huusom,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",8.58,99.3,152,3.75,4.31,4.2,4.48
28455,Process adaptation in Fermentation Based Biomanufacturing,Procesadaptering i Fermenteringsbaseret Bioproduktion,English,5.0,MSc,Written exam,"['E2B (Autumn, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Krist Victor Bernard Gernaey,Mogens Kilstrup,NO_DATA,NO_DATA,NO_DATA,"['MSc, Biotechnology', 'MSc, Chemical and Biochemical Engineering']",7.37,92.0,336,3.22,3.74,3.51,2.7
28485,Biobusiness and Process Innovation,Biobusiness og procesinnovation,English,5.0,MSc,Report hand-in,"['E1B (Autumn, Thurs 13-17)']",DURATION_13_WEEKS,Unknown data value,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,John Michael Woodley,Helena Junicke,Mogens Kilstrup,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Biotechnology', 'MSc, Chemical and Biochemical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies']",9.76,99.3,749,2.94,3.49,3.61,3.68
28530,Transport Processes,Transportprocesser,English,10.0,MSc,Written exam,"['E5A (Autumn, Wed 8-12)', 'E5B (Autumn, Wed 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Peter Szabo,Hao Wu,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering', 'MSc, Petroleum Engineering']",5.17,79.1,316,3.83,3.97,3.42,2.63
28720,Downstream Processing,Oprensningsprocesser,English,7.5,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,No data available,Autumn,Jens Abildskov,Nicolas Smit von Solms,Manuel Pinelo,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",8.0,100.0,6,4.0,5.0,5.0,5.0
28730,Transport Phenomena (with Fluid Dynamics),Transportfænomener (med Fluid Dynamik),English,5.0,MSc,Oral exam,['Special schedule'],DURATION_UNIQUE,No computers,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,No data available,Autumn,Peter Szabo,Hao Wu,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",8.4,100.0,15,3.3,3.2,2.4,1.7
28737,Applied Chromatography Project,Projekt om anvendt kromatografi,English,10.0,MSc,Oral exam,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,No data available,Spring,Martin Høj,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",10.0,100.0,6,5.0,4.0,5.0,4.0
28745,Industrial cell-based reaction engineering,Industriel cellebaseret reaktionsteknik,English,5.0,MSc,Written exam,['Special schedule'],DURATION_UNIQUE,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,No data available,Autumn,John Michael Woodley,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",7.5,100.0,6,4.33,4.67,4.67,4.67
28747,Applied Process Design and Intensification,Projekt om anvendt procesdesign og intensification,English,10.0,MSc,Oral exam,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,No data available,Spring,Seyed Soheil Mansouri,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
28750,Systematic Methods for Process  Design and Analysis,Systematiske metoder til procesdesign og analyse,English,7.5,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,No data available,Autumn,Gürkan Sin,Xiaodong Liang,Seyed Soheil Mansouri,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",9.62,100.0,16,3.13,3.6,3.4,3.13
28751,Control systems in biomanufacturing,Procesregulering og instrumentering i bioprocesindustrien,English,5.0,MSc,Oral exam,['Special schedule'],DURATION_UNIQUE,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,No data available,Autumn,Jakob Kjøbsted Huusom,Jochen Armin Helmut Dreyer,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",9.06,100.0,16,3.64,4.27,4.09,4.36
28761,Mathematical modeling for industrial applications,Matematisk modellering til industrielle anvendelser,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,No computers,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,No data available,Autumn,Alexander Chapiro,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",11.0,85.7,7,3.67,4.67,4.67,4.67
28811,Polymers in processes and products,Polymerer i processer og produkter,English,5.0,MSc,Oral exam,['3-week August'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,August,Anne Ladegaard Skov,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Applied Chemistry', 'MSc, Chemical and Biochemical Engineering']",11.0,100.0,12,3.38,4.75,4.62,4.5
28831,Computational Fluid Dynamics in Chemical Engineering,Computational Fluid Dynamics in Chemical Engineering,English,5.0,MSc,Report hand-in,['3-week January'],DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January,Ulrich Willi Walter Krühne,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering']",9.23,94.2,103,4.12,4.71,4.49,4.22
28845,Chemical Reaction Engineering Laboratory,Øvelser i reaktionsteknik,English,5.0,MSc,Report hand-in,['3-week January'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory experiments,PASS_OR_FAIL,CAMPUS_LYNGBY,January,Hao Wu,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'MSc, Chemical and Biochemical Engineering']",Pass/Fail,99.1,111,3.26,4.26,4.18,4.69
28850,Pharmaceutical Process Development,Pharmaceutical Process Development,English,5.0,MSc,Written exam,"['F5A (Spring, Wed 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,John Michael Woodley,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Pharmaceutical Design and Engineering']",9.37,98.2,497,3.13,4.18,4.14,4.39
28852,Risk Assessment in Chemical and Biochemical Industry,Risikovurdering i kemisk og biokemisk industri,English,5.0,MSc,Oral exam,"['E4A (Autumn, Tues 13-17)']",DURATION_13_WEEKS,No computers,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Gürkan Sin,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering', 'MSc, Petroleum Engineering']",9.11,98.9,265,3.61,4.01,3.74,3.62
28855,"Good Manufacturing Practice (GMP) and quality in pharmaceutical, biotech and food industry - Theoretical version","GMP og kvalitet i farmaceutisk, biotek og fødevareindustri - Teoretisk version",English,5.0,MSc,Written exam,"['F1B (Spring, Thurs 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Ulrich Willi Walter Krühne,Steen Larsen,Tina Beck Hansen,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'BEng, Fisheries Technology', 'MSc, Applied Chemistry', 'MSc, Bioinformatics and Systems Biology', 'MSc, Biomaterial Engineering for Medicine', 'MSc, Biotechnology', 'MSc, Chemical and Biochemical Engineering', 'MSc, Food Technology']",7.7,91.4,602,3.46,3.85,3.54,3.56
28857,"Good Manufacturing Practice (GMP) and quality in pharmaceutical, biotech and food industry - Practical version","GMP og kvalitet i farmaceutisk, biotek og fødevareindustri - Praktísk version",English,7.5,MSc,Written exam,"['E1B (Autumn, Thurs 13-17)', 'E3B (Autumn, Fri 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Ulrich Willi Walter Krühne,Steen Larsen,Tina Beck Hansen,NO_DATA,NO_DATA,"['BEng, Fisheries Technology', 'BEng, Manufacturing and Management', 'MSc, Applied Chemistry', 'MSc, Biotechnology', 'MSc, Chemical and Biochemical Engineering', 'MSc, Food Technology']",8.95,94.4,177,3.49,4.27,4.02,4.55
28870,Energy and Sustainability,Energi og bæredygtighed,English,5.0,MSc,Written exam,"['E7 (Autumn, Tues 18-22)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Seyed Soheil Mansouri,Irini Angelidaki,NO_DATA,NO_DATA,NO_DATA,"['MSc, Architectural Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies']",9.09,96.6,814,3.1,3.05,2.93,3.73
28871,Production of Biofuels,Produktion af biobrændstoffer,English,10.0,MSc,Written exam,"['F2A (Spring, Mon 13-17)', 'F4B (Spring, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Hariklia Nikolaos Gavala,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Chemical and Biochemical Engineering', 'MSc, Environmental Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies']",7.45,96.9,131,3.28,4.26,3.87,3.85
28872,Biorefinery,Bioraffinaderi,English,5.0,MSc,Report hand-in,"['E4B (Autumn, Fri 8-12)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Manuel Pinelo,Irini Angelidaki,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'BEng, Fisheries Technology', 'BEng, Food Safety and Quality', 'MSc, Chemical and Biochemical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies']",7.93,87.0,315,3.28,4.38,4.09,3.66
28905,Advanced Topics in Process Systems Engineering,Avancerede emner indenfor Process Systems Engineering,English,7.5,Ph.D.,Oral exam,['Unspecified'],DURATION_UNIQUE,No computers,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Unspecified,Gürkan Sin,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
28908,Rheology of complex fluids (heavy),Reologi af væsker med mikrostruktur (udvidet),English,7.5,Ph.D.,Report hand-in,['3-week June'],DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory experiments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,June,Peter Szabo,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],7.67,100.0,9,No data,No data,No data,No data
28909,"Thermodynamic Models, Fundamentals and Computational Aspects",Fundamentale og beregningsmæssige aspekter ved termodynamiske modeller,English,7.5,Ph.D.,Report hand-in,['3-week August'],DURATION_3_WEEKS,No computers,EXAMINER_INTERNAL,Mandatory reports,PASS_OR_FAIL,CAMPUS_LYNGBY,August,Georgios Kontogeorgis,Wei Yan,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],Pass/Fail,100.0,53,4.5,4.5,4.5,3.5
