COURSE,NAME,DANISH_NAME,LANGUAGE,ECTS_POINTS,COURSE_TYPE,EXAM_TYPE,TIME_OF_WEEK,COURSE_DURATION,EXAM_AID,EXAMINER,ASSIGNMENTS,GRADE_TYPE,CAMPUS,SEMESTER_PERIOD,MAIN_RESPONSIBLE_NAME,CO_RESPONSIBLE_1_NAME,CO_RESPONSIBLE_2_NAME,CO_RESPONSIBLE_3_NAME,CO_RESPONSIBLE_4_NAME,STUDY_LINES,AVERAGE_GRADE,PERCENT_PASSED,TOTAL_STUDENTS,WORKLOAD_AVERAGE_SCORE,LEARNING_AVERAGE_SCORE,MOTIVATION_AVERAGE_SCORE,FEEDBACK_AVERAGE_SCORE
01001,Mathematics 1a (Polytechnical foundation),Matematik 1a (Polyteknisk grundlag),Danish,10.0,BSc,Written exam,['Special schedule'],DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Ulrik Engelund Pedersen,Pieter Hendrik Turdus Beelen,NO_DATA,NO_DATA,NO_DATA,"['BSc, Architectural Engineering', 'BSc, Artificial Intelligence and Data', 'BSc, Biomedical Engineering', 'BSc, Chemistry and Technology', 'BSc, Civil Engineering', 'BSc, Computer Engineering', 'BSc, Cybertechnology', 'BSc, Data Science and Management', 'BSc, Design and Innovation', 'BSc, Design of Sustainable Energy Systems', 'BSc, Earth and Space Physics and Engineering', 'BSc, Electrical Engineering', 'BSc, Engineering Physics', 'BSc, Environmental Engineering', 'BSc, General Engineering', 'BSc, Human Life Science Engineering', 'BSc, Mathematics and Technology', 'BSc, Mechanical Engineering', 'BSc, Software Technology', 'BSc, Sustainable Energy Design']",7.11,79.5,2242,3.71,4.33,3.66,3.88
01002,Mathematics 1b (Polytechnical Foundation),Matematik 1b (polyteknisk grundlag),Danish,10.0,BSc,Written exam,['Special schedule'],DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Ulrik Engelund Pedersen,Jakob Lemvig,NO_DATA,NO_DATA,NO_DATA,"['BSc, Architectural Engineering', 'BSc, Artificial Intelligence and Data', 'BSc, Biomedical Engineering', 'BSc, Chemistry and Technology', 'BSc, Civil Engineering', 'BSc, Computer Engineering', 'BSc, Cybertechnology', 'BSc, Data Science and Management', 'BSc, Design and Innovation', 'BSc, Design of Sustainable Energy Systems', 'BSc, Earth and Space Physics and Engineering', 'BSc, Electrical Engineering', 'BSc, Engineering Physics', 'BSc, Environmental Engineering', 'BSc, General Engineering', 'BSc, Human Life Science Engineering', 'BSc, Mathematics and Technology', 'BSc, Mechanical Engineering', 'BSc, Software Technology', 'BSc, Sustainable Energy Design']",7.31,73.1,1111,3.51,4.04,3.44,3.3
01003,Mathematics 1a (Polytechnical foundation),Matematik 1a (Polyteknisk grundlag),English,10.0,BSc,Written exam,['Special schedule'],DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Ulrik Engelund Pedersen,Pieter Hendrik Turdus Beelen,NO_DATA,NO_DATA,NO_DATA,"['BSc, General Engineering']",7.65,83.5,400,3.69,4.55,4.23,4.21
01004,Mathematics 1b (Polytechnical Foundation),Matematik 1b: (Polyteknisk grundlag),English,10.0,BSc,Written exam,['Special schedule'],DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Ulrik Engelund Pedersen,Jakob Lemvig,NO_DATA,NO_DATA,NO_DATA,"['BSc, General Engineering']",8.01,75.8,215,3.51,4.59,4.13,3.91
01017,Discrete Mathematics,Diskret matematik,Danish,5.0,BSc,Written exam,"['E2B (Autumn, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,David Earl Roberson,Carsten Thomassen,NO_DATA,NO_DATA,NO_DATA,"['BEng, Healthcare Technology', 'BEng, Manufacturing and Management', 'BEng, Mobility, Transport and Logistics', 'BEng, Process and Innovation', 'BSc, Artificial Intelligence and Data', 'BSc, Civil Engineering', 'BSc, Cybertechnology', 'BSc, Data Science and Management', 'BSc, Human Life Science Engineering', 'BSc, Mathematics and Technology', 'BSc, Software Technology']",6.05,85.9,1948,3.14,4.06,3.57,3.94
01018,Discrete mathematics 2: algebra,Diskret matematik 2: algebra,English,5.0,BSc,Written exam,"['E3B (Autumn, Fri 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Maria Montanucci,Pieter Hendrik Turdus Beelen,NO_DATA,NO_DATA,NO_DATA,"['BSc, Mathematics and Technology']",8.46,90.7,353,3.07,4.59,4.39,4.68
01019,Discrete Mathematics,Diskret matematik,English,5.0,BSc,Written exam,"['E2B (Autumn, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,David Earl Roberson,Carsten Thomassen,NO_DATA,NO_DATA,NO_DATA,"['BEng, Healthcare Technology', 'BSc, General Engineering']",6.05,84.1,446,3.18,4.08,3.74,4.0
01020,Advanced Linear Algebra,Videregående Lineær Algebra,Danish,5.0,BSc,Written exam,"['F2B (Spring, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,PASS_OR_FAIL,CAMPUS_LYNGBY,Spring,Jakob Lemvig,Jens Karl Gravesen,NO_DATA,NO_DATA,NO_DATA,"['BSc, Mathematics and Technology']",Pass/Fail,84.5,323,3.57,3.93,3.38,4.04
01025,Advanced Mathematics 2 for Mathematics and Technology,Matematik 2 for Matematik og Teknologi,Danish,5.0,BSc,Written exam,"['E5A (Autumn, Wed 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Peter Røgen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BSc, Mathematics and Technology']",7.54,86.6,389,3.55,4.71,4.42,4.81
01034,Advanced Engineering Mathematics 2,Matematik 2,English,5.0,BSc,Written exam,"['E1A (Autumn, Mon 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Marzieh Hasannasabjaldehbakhani,Morten Brøns,Mads Peter Sørensen,Poul Georg Hjorth,Kristian Uldall Kristiansen,"['BSc, Architectural Engineering', 'BSc, Civil Engineering', 'BSc, Cybertechnology', 'BSc, Earth and Space Physics and Engineering', 'BSc, Electrical Engineering', 'BSc, Environmental Engineering', 'BSc, General Engineering', 'BSc, Human Life Science Engineering', 'BSc, Mechanical Engineering']",5.87,76.0,1013,3.61,4.24,3.82,4.24
01035,Advanced Engineering Mathematics 2,Matematik 2,Danish,5.0,BSc,Written exam,"['F2B (Spring, Thurs 8-12)', 'E2B (Autumn, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring + Autumn,Morten Brøns,David Brander,Ole Christensen,Mads Peter Sørensen,Kristian Uldall Kristiansen,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'BEng, Computer Engineering', 'BEng, IT and Economics', 'BEng, Manufacturing and Management', 'BSc, Architectural Engineering', 'BSc, Civil Engineering', 'BSc, Cybertechnology', 'BSc, Earth and Space Physics and Engineering', 'BSc, Electrical Engineering', 'BSc, Engineering Physics', 'BSc, Environmental Engineering', 'BSc, General Engineering', 'BSc, Human Life Science Engineering', 'BSc, Mechanical Engineering']",5.29,74.3,2496,3.39,4.3,3.79,4.25
01037,Advanced Engineering Mathematics 2 (Summer University),Matematik 2 (sommeruniversitet),Danish,5.0,BSc,Written exam,['3-week August'],DURATION_UNIQUE,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,August,Kristian Uldall Kristiansen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'BSc, Architectural Engineering', 'BSc, Civil Engineering', 'BSc, Cybertechnology', 'BSc, Earth and Space Physics and Engineering', 'BSc, Electrical Engineering', 'BSc, Engineering Physics', 'BSc, Environmental Engineering', 'BSc, Human Life Science Engineering', 'BSc, Mechanical Engineering']",4.82,72.3,1540,3.18,4.51,4.04,4.07
01125,Fundamental topological concepts and metric spaces,Topologiske grundbegreber og metriske rum,Danish,5.0,BSc,Written exam,"['F1B (Spring, Thurs 13-17)']",DURATION_13_WEEKS,No computers,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Poul Georg Hjorth,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BSc, Mathematics and Technology']",10.08,99.2,258,3.07,4.6,4.14,4.41
01227,Graph Theory,Grafteori,English,5.0,BSc,Written exam,"['F1B (Spring, Thurs 13-17)']",DURATION_13_WEEKS,No computers,EXAMINER_EXTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,David Earl Roberson,Carsten Thomassen,NO_DATA,NO_DATA,NO_DATA,"['BEng, Computer Engineering']",6.06,73.7,19,3.18,4.13,3.77,4.29
01237,Differential geometry and parametric design,Differentialgeometri og parametrisk design,Danish,5.0,BSc,Written exam,"['E4B (Autumn, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Steen Schyum Markvorsen,David Brander,NO_DATA,NO_DATA,NO_DATA,"['BEng, Architectural Engineering', 'BSc, Architectural Engineering']",8.63,94.3,630,3.24,4.04,3.73,4.15
01238,Differential Geometry,Differentialgeometri,English,5.0,MSc,Written exam,"['F2B (Spring, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Steen Schyum Markvorsen,David Brander,Jens Karl Gravesen,Peter Røgen,NO_DATA,"['MSc, Mathematical Modelling and Computation']",9.66,88.4,112,3.32,3.97,3.68,4.46
01257,Advanced Modelling - Applied Mathematics,Videregående modellering - anvendt matematik,English,5.0,MSc,Oral exam,['3-week January'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January,Kristian Uldall Kristiansen,Christian Henriksen,NO_DATA,NO_DATA,NO_DATA,"['MSc, Mathematical Modelling and Computation']",10.16,93.5,138,3.7,4.57,4.61,4.78
01325,Mathematics 4: Analysis - a Toolbox in Physics and Engineering,Matematik 4: Analyse - en toolbox i fysik og ingeniørvidenskab,English,5.0,MSc,Written exam,"['F1A (Spring, Mon 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Ole Christensen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Mathematical Modelling and Computation']",6.15,81.4,242,3.17,4.35,3.96,4.21
01405,Algebraic Error-Correcting Codes,Algebraiske Fejlrettende Koder,English,5.0,MSc,Oral exam,"['F4B (Spring, Fri 8-12)']",DURATION_13_WEEKS,Unknown data value,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Maria Montanucci,Pieter Hendrik Turdus Beelen,NO_DATA,NO_DATA,NO_DATA,"['MSc, Communication Technologies and System Design', 'MSc, Mathematical Modelling and Computation']",10.37,92.3,65,3.19,4.69,4.65,4.42
01410,Cryptography 1,Kryptografi 1,English,5.0,BSc + MSc,Written exam,"['F2A (Spring, Mon 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Christian Majenz,Carsten Baum,NO_DATA,NO_DATA,NO_DATA,"['BEng, Computer Engineering', 'BEng, Software Technology']",5.57,78.1,420,3.3,4.02,3.54,4.0
01415,Computational Discrete Mathematics,Computational Discrete Mathematics,English,5.0,MSc,Written exam,"['E5B (Autumn, Wed 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Pieter Hendrik Turdus Beelen,Maria Montanucci,NO_DATA,NO_DATA,NO_DATA,"['MSc, Mathematical Modelling and Computation']",8.55,86.9,107,2.97,4.62,4.61,4.72
01418,Introduction to Partial Differential Equations,Introduktion til partielle differentialligninger,English,5.0,BSc,Written exam,"['E5A (Autumn, Wed 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Mirza Karamehmedovic,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BSc, Mathematics and Technology', 'MSc, Petroleum Engineering']",8.36,95.2,84,3.53,4.47,3.89,4.26
01426,Cryptography 2,Kryptografi 2,English,5.0,MSc,Oral exam,"['E3A (Autumn, Tues 8-12)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Jens Tyge Tiessen,Christian Majenz,Luisa Siniscalchi,NO_DATA,NO_DATA,"['MSc, Mathematical Modelling and Computation']",8.36,79.3,87,2.69,4.17,3.83,3.03
01527,Graph Theory II,Videregående grafteori,English,5.0,Ph.D.,Oral exam,['Special schedule'],DURATION_13_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,PASS_OR_FAIL,CAMPUS_LYNGBY,Autumn,Carsten Thomassen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],Pass/Fail,87.7,57,3.26,5.0,4.96,4.83
01617,Introduction to Dynamical Systems,Introduktion til Dynamiske Systemer,English,5.0,MSc,Written exam,"['E3B (Autumn, Fri 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Christian Henriksen,Morten Brøns,Kristian Uldall Kristiansen,Mads Peter Sørensen,NO_DATA,"['MSc, Mathematical Modelling and Computation']",7.53,94.3,771,3.29,4.04,3.66,3.91
01621,Advanced Dynamical Systems: Global Theory,Videregående dynamiske systemer: Global teori,English,5.0,MSc,Report hand-in,"['F1A (Spring, Mon 8-12)']",DURATION_13_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory experiments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Morten Brøns,Christian Henriksen,Kristian Uldall Kristiansen,NO_DATA,NO_DATA,"['MSc, Mathematical Modelling and Computation']",8.84,86.4,44,3.62,4.56,4.0,4.88
01622,Advanced Dynamical Systems: Applications in Science and Engineering,Videregående dynamiske systemer med teknologiske anvendelser,English,5.0,MSc,Report hand-in,"['F3B (Spring, Fri 13-17)']",DURATION_13_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory experiments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Mads Peter Sørensen,Pernille Yde Nielsen,Uffe Høgsbro Thygesen,NO_DATA,NO_DATA,"['MSc, Mathematical Modelling and Computation']",10.81,97.0,100,3.14,4.02,3.8,3.61
01666,Project work - Bachelor of Mathematics and Technology,Fagprojekt - Bachelor i Matematik og Teknologi,Danish,10.0,BSc,Oral exam,"['F5B (Spring, Wed 13-17)', '3-week June']",DURATION_16_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring + June,Mads Peter Sørensen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BSc, Mathematics and Technology']",11.37,96.2,289,3.28,4.49,4.06,3.96
01715,Functional Analysis,Funktionalanalyse,English,5.0,MSc,Written exam,"['E4B (Autumn, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Ole Christensen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Mathematical Modelling and Computation']",6.52,78.9,147,3.11,4.86,4.84,4.98
01716,Advanced Topics in Applied Functional Analysis,Videregående emner i anvendt funktionalanalyse,English,5.0,MSc,Oral exam,"['F3A (Spring, Tues 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,PASS_OR_FAIL,CAMPUS_LYNGBY,Spring,Kim Knudsen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],Pass/Fail,100.0,25,2.86,4.86,4.71,4.57
01904,Discrete mathematics,Diskret matematik,Danish,5.0,BEng,Written exam,"['E5A (Autumn, Wed 8-12)']",DURATION_UNIQUE,All aid,EXAMINER_INTERNAL,Mandatory experiments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Jens Tyge Tiessen,Christian Majenz,NO_DATA,NO_DATA,NO_DATA,"['BEng, Computer Engineering', 'BEng, Global Business Engineering', 'BEng, Healthcare Technology', 'BEng, IT and Economics', 'BEng, Software Technology']",4.72,71.9,955,3.18,3.04,2.57,3.45
01910,Calculus and algebra 1 - Digital Twin,Basismat 1 - Indledende matematik for diplomingeniører - Digital Twin,Danish,5.0,BEng,Written exam,['Unspecified'],DURATION_UNIQUE,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,No data available,Unspecified,Jakob Martin Pedersen,Michael Pedersen,NO_DATA,NO_DATA,NO_DATA,"['BEng, Mechanical Engineering']",4.12,32.3,31,3.17,3.75,3.08,2.92
01911,Mathematical Analysis and Modelling,Matematisk Analyse og Modellering,Danish,5.0,BEng,Written exam,"['Special schedule', '3-week January']",DURATION_16_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,PASS_OR_FAIL,No data available,Autumn + January,Jakob Martin Pedersen,Michael Pedersen,NO_DATA,NO_DATA,NO_DATA,"['BEng, Architectural Engineering', 'BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'BEng, Civil Engineering', 'BEng, Computer Engineering', 'BEng, Electrical Energy Technology', 'BEng, Electrical Engineering', 'BEng, Food Safety and Quality', 'BEng, Global Business Engineering', 'BEng, Healthcare Technology', 'BEng, IT and Economics', 'BEng, Manufacturing and Management', 'BEng, Mechanical Engineering', 'BEng, Mobility, Transport and Logistics', 'BEng, Naval Architecture and Offshore Engineering', 'BEng, Process and Innovation', 'BEng, Software Technology']",Pass/Fail,78.5,722,3.65,4.08,3.6,3.91
01915,Calculus and Algebra 2,BasisMat 2 - Videregående matematik for diplomingeniører - Digital Twin,Danish,5.0,BEng,Written exam,['Unspecified'],DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,No data available,Unspecified,Jakob Martin Pedersen,Michael Pedersen,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],3.33,56.2,16,3.0,3.5,3.5,2.5
01920,Calculus and Algebra 2,BasisMat 2 - Videregående matematik for diplomingeniører,Danish,5.0,BEng,Written exam,"['E5B (Autumn, Wed 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,No data available,Autumn,Jakob Martin Pedersen,Michael Pedersen,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],4.28,58.3,6261,3.4,4.03,3.51,3.87
01922,Linear Algebra and Modelling,Lineær Algebra og Modellering,Danish,5.0,BEng,Written exam,"['F5A (Spring, Wed 8-12)', 'F5B (Spring, Wed 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,No data available,Spring,Jakob Martin Pedersen,Michael Pedersen,NO_DATA,NO_DATA,NO_DATA,"['BEng, Architectural Engineering', 'BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'BEng, Civil Engineering', 'BEng, Computer Engineering', 'BEng, Electrical Energy Technology', 'BEng, Electrical Engineering', 'BEng, Fisheries Technology', 'BEng, Food Safety and Quality', 'BEng, Global Business Engineering', 'BEng, Healthcare Technology', 'BEng, IT and Economics', 'BEng, Manufacturing and Management', 'BEng, Mechanical Engineering', 'BEng, Mobility, Transport and Logistics', 'BEng, Naval Architecture and Offshore Engineering', 'BEng, Process and Innovation', 'BEng, Software Technology']",No data,No data,0,No data,No data,No data,No data
02002,Computer Programming (Polytechnical Foundation),Programmering (Polyteknisk grundlag),Danish,5.0,BSc,Written exam,"['E1B (Autumn, Thurs 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Vedrana Andersen Dahl,Morten Rieger Hannemose,NO_DATA,NO_DATA,NO_DATA,"['BEng, Architectural Engineering', 'BEng, Arctic Civil Engineering', 'BEng, Chemical Engineering and International Business', 'BEng, Chemical and Bio Engineering', 'BEng, Food Safety and Quality', 'BEng, Mobility, Transport and Logistics', 'BSc, Architectural Engineering', 'BSc, Artificial Intelligence and Data', 'BSc, Biomedical Engineering', 'BSc, Chemistry and Technology', 'BSc, Civil Engineering', 'BSc, Cybertechnology', 'BSc, Data Science and Management', 'BSc, Design and Innovation', 'BSc, Design of Sustainable Energy Systems', 'BSc, Earth and Space Physics and Engineering', 'BSc, Electrical Engineering', 'BSc, Engineering Physics', 'BSc, Environmental Engineering', 'BSc, General Engineering', 'BSc, Human Life Science Engineering', 'BSc, Mathematics and Technology', 'BSc, Mechanical Engineering', 'BSc, Sustainable Energy Design']",5.8,72.7,2384,3.28,3.56,3.09,3.06
02003,Computer Programming (Polytechnical Foundation),Programmering (Polyteknisk grundlag),English,5.0,BSc,Written exam,"['E4B (Autumn, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Vedrana Andersen Dahl,Morten Rieger Hannemose,NO_DATA,NO_DATA,NO_DATA,"['BEng, Arctic Civil Engineering', 'BEng, Food Safety and Quality', 'BEng, Mobility, Transport and Logistics', 'BSc, Biomedical Engineering', 'BSc, General Engineering', 'BSc, Human Life Science Engineering']",6.05,73.1,572,3.48,3.96,3.81,3.67
02100,Introductory Programming and Software Technology,Indledende programmering og softwareteknologi,Danish,10.0,BSc,Written exam,"['E5A (Autumn, Wed 8-12)', 'E5B (Autumn, Wed 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Jørgen Villadsen,Carsten Witt,NO_DATA,NO_DATA,NO_DATA,"['BSc, Computer Engineering', 'BSc, Software Technology']",6.45,66.8,232,3.12,3.48,3.44,3.61
02104,Introductory programming project in Software Technology,Indledende programmeringsprojekt på Softwareteknologi,Danish,5.0,BSc,Oral exam,['3-week January'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January,Nina Gierasimczuk,Carsten Witt,NO_DATA,NO_DATA,NO_DATA,"['BSc, Software Technology']",8.8,97.5,163,3.19,4.0,3.65,2.65
02105,Algorithms and Data Structures 1,Algoritmer og datastrukturer 1,English,5.0,BSc,Written exam,"['F2B (Spring, Thurs 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Philip Bille,Inge Li Gørtz,NO_DATA,NO_DATA,NO_DATA,"['BEng, Architectural Engineering', 'BEng, Electrical Engineering', 'BEng, Global Business Engineering', 'BEng, Healthcare Technology', 'BEng, Manufacturing and Management', 'BEng, Mobility, Transport and Logistics', 'BSc, Artificial Intelligence and Data', 'BSc, Biomedical Engineering', 'BSc, Computer Engineering', 'BSc, Cybertechnology', 'BSc, Data Science and Management', 'BSc, General Engineering', 'BSc, Software Technology']",6.32,76.1,2208,3.03,4.15,3.77,3.61
02110,Algorithms and Data Structures 2,Algoritmer og datastrukturer 2,English,5.0,BSc,Written exam,"['E2B (Autumn, Thurs 8-12)']",DURATION_13_WEEKS,No computers,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Inge Li Gørtz,Philip Bille,NO_DATA,NO_DATA,NO_DATA,"['BEng, Architectural Engineering', 'BEng, Computer Engineering', 'BEng, Healthcare Technology', 'BEng, Software Technology', 'MSc, Business Analytics']",No data,No data,0,3.41,4.39,3.98,3.95
02112,Embedded Systems Programming,Programmering af Indlejrede Systemer,English,5.0,BSc,Oral exam,['3-week January'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory experiments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January,Luca Pezzarossa,Charalampos Orfanidis,NO_DATA,NO_DATA,NO_DATA,"['BSc, Computer Engineering']",11.63,91.8,97,3.07,4.32,4.32,3.93
02113,Digital Systems Design Project,Projekt i Design af Digitale Systemer,English,5.0,BSc,Oral exam,['3-week June'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory experiments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,June,Luca Pezzarossa,Emad Jacob Maroun,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],11.6,100.0,15,2.67,5.0,4.67,4.67
02114,Design of a RISC-V Microprocessor,Design af en RISC-V mikroprocessor,English,5.0,BSc,Report hand-in,['3-week January'],DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January,Martin Schöberl,NO_DATA,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],11.03,90.9,33,3.33,4.5,4.83,4.5
02116,Networked Embedded Systems,Netværksforbundne indlejrede systemer,English,5.0,BSc,Written exam,"['E1B (Autumn, Thurs 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Paul Sorin Teodor Pop,Hans Henrik Løvengreen,Xenofon Fafoutis,NO_DATA,NO_DATA,"['BSc, Computer Engineering']",No data,No data,0,No data,No data,No data,No data
02118,Introduction to Chip Design,Introduktion til Chip Design,English,5.0,BSc,Written exam,"['F5B (Spring, Wed 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Martin Schöberl,Luca Pezzarossa,NO_DATA,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
02122,Software Technology Project,Fagprojekt - Bachelor i Softwareteknologi,Danish,10.0,BSc,Report hand-in,"['F5B (Spring, Wed 13-17)', '3-week June']",DURATION_16_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring + June,Karl Magnus Heuer,Nina Gierasimczuk,NO_DATA,NO_DATA,NO_DATA,"['BSc, Software Technology']",10.42,98.6,347,2.94,3.98,3.76,3.74
