COURSE,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,E22_LEARNING,F23_LEARNING,E23_LEARNING,F24_LEARNING,E24_LEARNING,F25_LEARNING,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,E22_MOTIVATION,F23_MOTIVATION,E23_MOTIVATION,F24_MOTIVATION,E24_MOTIVATION,F25_MOTIVATION,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,E22_FEEDBACK,F23_FEEDBACK,E23_FEEDBACK,F24_FEEDBACK,E24_FEEDBACK,F25_FEEDBACK,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD,E22_WORKLOAD,F23_WORKLOAD,E23_WORKLOAD,F24_WORKLOAD,E24_WORKLOAD,F25_WORKLOAD
02417,,"[1, 2, 5, 9, 18]","[1, 1, 2, 9, 20]",,"[0, 0, 9, 13, 23]","[0, 3, 2, 16, 31]",,"[3, 6, 10, 21, 31]",,"[1, 9, 19, 21, 12]",,,,"[1, 8, 8, 11, 6]","[2, 4, 3, 9, 15]",,"[3, 10, 6, 13, 13]","[0, 6, 6, 18, 22]",,"[12, 7, 13, 18, 21]",,"[5, 19, 14, 13, 11]",,,,"[3, 3, 6, 12, 10]","[1, 2, 3, 11, 16]",,"[0, 7, 8, 12, 18]","[1, 3, 8, 17, 23]",,"[3, 7, 13, 27, 21]",,"[1, 9, 16, 21, 15]",,,,"[1, 2, 7, 8, 16]","[0, 2, 2, 13, 16]",,"[0, 5, 5, 20, 15]","[0, 2, 16, 20, 14]",,"[1, 1, 12, 19, 37]",,"[0, 4, 31, 16, 11]",,
02418,,,"[2, 6, 5, 9, 10]",,"[0, 0, 3, 8, 9]",,"[0, 0, 0, 4, 9]",,"[0, 1, 1, 3, 3]",,"[0, 3, 2, 4, 5]",,,,"[5, 11, 8, 5, 3]",,"[1, 5, 5, 5, 4]",,"[0, 0, 4, 3, 6]",,"[1, 2, 3, 1, 1]",,"[3, 5, 3, 2, 1]",,,,"[4, 12, 7, 8, 1]",,"[5, 2, 3, 6, 4]",,"[1, 6, 2, 3, 1]",,"[1, 3, 2, 1, 1]",,"[2, 3, 4, 4, 1]",,,,"[0, 1, 2, 14, 15]",,"[0, 2, 3, 6, 9]",,"[0, 0, 3, 2, 8]",,"[0, 0, 3, 2, 3]",,"[0, 0, 5, 2, 7]",
02421,,"[1, 6, 1, 2, 1]",,"[5, 3, 5, 5, 3]",,"[0, 3, 2, 1, 1]",,"[0, 0, 0, 2, 3]",,"[1, 0, 3, 1, 3]",,,,"[4, 4, 2, 0, 1]",,"[7, 5, 5, 3, 1]",,"[2, 2, 0, 2, 1]",,"[0, 0, 1, 3, 1]",,"[3, 1, 2, 0, 1]",,,,"[5, 4, 1, 0, 1]",,"[6, 3, 6, 2, 4]",,"[1, 2, 2, 2, 0]",,"[1, 2, 2, 0, 0]",,"[3, 0, 2, 2, 0]",,,,"[0, 1, 6, 2, 2]",,"[1, 0, 7, 5, 8]",,"[0, 0, 1, 4, 2]",,"[0, 0, 0, 1, 4]",,"[0, 0, 2, 2, 3]",,
02425,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 2, 7]",,"[0, 0, 0, 0, 8]",,"[0, 0, 0, 1, 5]",,"[0, 0, 0, 4, 9]",,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 9]",,"[0, 0, 0, 5, 3]",,"[0, 0, 1, 1, 4]",,"[0, 0, 3, 2, 8]",,,,"[0, 0, 0, 0, 2]",,"[1, 2, 1, 2, 3]",,"[2, 1, 1, 1, 3]",,"[0, 2, 0, 0, 3]",,"[3, 1, 4, 5, 0]",,,,"[0, 0, 1, 1, 0]",,"[0, 1, 7, 1, 0]",,"[0, 1, 3, 2, 2]",,"[0, 0, 4, 1, 1]",,"[0, 2, 6, 5, 0]",
02426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02427,,,"[0, 0, 0, 2, 3]",,"[1, 1, 0, 1, 4]",,"[0, 0, 0, 0, 3]",,"[0, 0, 1, 3, 4]",,"[1, 1, 1, 5, 5]",,,,"[0, 1, 1, 0, 3]",,"[1, 0, 1, 1, 4]",,"[0, 0, 0, 0, 3]",,"[0, 1, 3, 4, 0]",,"[3, 2, 0, 5, 3]",,,,"[0, 0, 1, 0, 4]",,"[1, 1, 0, 1, 4]",,"[1, 0, 0, 1, 1]",,"[0, 1, 1, 5, 1]",,"[0, 0, 2, 4, 7]",,,,"[0, 0, 3, 2, 0]",,"[1, 3, 3, 0, 0]",,"[0, 0, 1, 1, 1]",,"[0, 3, 3, 2, 0]",,"[3, 3, 3, 2, 2]",
02428,,,,,,,,,,,"[0, 1, 2, 3, 2]",,,,,,,,,,,,"[0, 2, 1, 4, 1]",,,,,,,,,,,,"[2, 1, 4, 1, 0]",,,,,,,,,,,,"[0, 1, 2, 3, 2]",
02429,,,"[0, 2, 1, 4, 3]",,"[1, 0, 3, 4, 4]",,"[0, 0, 0, 1, 1]",,"[2, 1, 1, 5, 2]",,"[0, 0, 1, 1, 3]",,,,"[0, 2, 1, 4, 3]",,"[1, 2, 1, 3, 5]",,"[0, 0, 0, 1, 1]",,"[2, 2, 2, 4, 1]",,"[0, 1, 0, 1, 3]",,,,"[1, 2, 0, 6, 1]",,"[0, 1, 0, 1, 10]",,"[0, 0, 0, 2, 0]",,"[0, 0, 2, 3, 6]",,"[0, 0, 0, 0, 5]",,,,"[0, 3, 3, 3, 1]",,"[0, 1, 4, 4, 3]",,"[0, 0, 0, 1, 1]",,"[1, 2, 4, 2, 2]",,"[0, 1, 3, 0, 1]",
02431,,,"[0, 1, 5, 16, 12]","[2, 2, 1, 12, 8]","[2, 1, 4, 15, 10]",,"[0, 1, 4, 8, 5]",,"[0, 1, 4, 6, 15]",,"[0, 0, 1, 2, 8]",,,,"[0, 5, 3, 12, 13]","[2, 1, 3, 9, 10]","[5, 3, 5, 10, 9]",,"[4, 2, 5, 6, 1]",,"[1, 3, 6, 6, 10]",,"[0, 1, 1, 5, 4]",,,,"[7, 9, 6, 6, 6]","[3, 3, 6, 4, 9]","[2, 4, 11, 9, 6]",,"[2, 4, 4, 7, 1]",,"[1, 11, 2, 6, 6]",,"[1, 1, 4, 2, 3]",,,,"[0, 3, 26, 4, 1]","[0, 3, 19, 2, 1]","[3, 2, 18, 8, 1]",,"[0, 5, 12, 1, 0]",,"[0, 3, 15, 5, 3]",,"[1, 1, 7, 2, 0]",
02435,,"[0, 0, 0, 7, 16]",,"[0, 0, 1, 5, 13]",,"[0, 1, 0, 16, 15]",,"[0, 0, 5, 5, 13]",,"[1, 0, 6, 20, 20]",,,,"[0, 1, 3, 6, 13]",,"[0, 1, 4, 5, 9]",,"[0, 1, 3, 15, 13]",,"[0, 1, 6, 8, 8]",,"[2, 1, 7, 23, 14]",,,,"[0, 0, 1, 4, 18]",,"[0, 0, 2, 5, 12]",,"[0, 3, 11, 12, 6]",,"[1, 5, 6, 5, 5]",,"[5, 10, 11, 11, 10]",,,,"[0, 2, 10, 8, 3]",,"[0, 3, 6, 6, 4]",,"[2, 6, 12, 7, 5]",,"[0, 3, 11, 6, 2]",,"[0, 4, 22, 17, 4]",,
