COURSE,E19_GRADE_12,F20_GRADE_12,E20_GRADE_12,F21_GRADE_12,E21_GRADE_12,F22_GRADE_12,E22_GRADE_12,F23_GRADE_12,E23_GRADE_12,F24_GRADE_12,E24_GRADE_12,F25_GRADE_12,E19_GRADE_10,F20_GRADE_10,E20_GRADE_10,F21_GRADE_10,E21_GRADE_10,F22_GRADE_10,E22_GRADE_10,F23_GRADE_10,E23_GRADE_10,F24_GRADE_10,E24_GRADE_10,F25_GRADE_10,E19_GRADE_7,F20_GRADE_7,E20_GRADE_7,F21_GRADE_7,E21_GRADE_7,F22_GRADE_7,E22_GRADE_7,F23_GRADE_7,E23_GRADE_7,F24_GRADE_7,E24_GRADE_7,F25_GRADE_7,E19_GRADE_4,F20_GRADE_4,E20_GRADE_4,F21_GRADE_4,E21_GRADE_4,F22_GRADE_4,E22_GRADE_4,F23_GRADE_4,E23_GRADE_4,F24_GRADE_4,E24_GRADE_4,F25_GRADE_4,E19_GRADE_02,F20_GRADE_02,E20_GRADE_02,F21_GRADE_02,E21_GRADE_02,F22_GRADE_02,E22_GRADE_02,F23_GRADE_02,E23_GRADE_02,F24_GRADE_02,E24_GRADE_02,F25_GRADE_02,E19_GRADE_00,F20_GRADE_00,E20_GRADE_00,F21_GRADE_00,E21_GRADE_00,F22_GRADE_00,E22_GRADE_00,F23_GRADE_00,E23_GRADE_00,F24_GRADE_00,E24_GRADE_00,F25_GRADE_00,E19_GRADE_MINUS_3,F20_GRADE_MINUS_3,E20_GRADE_MINUS_3,F21_GRADE_MINUS_3,E21_GRADE_MINUS_3,F22_GRADE_MINUS_3,E22_GRADE_MINUS_3,F23_GRADE_MINUS_3,E23_GRADE_MINUS_3,F24_GRADE_MINUS_3,E24_GRADE_MINUS_3,F25_GRADE_MINUS_3,E19_PASSED,F20_PASSED,E20_PASSED,F21_PASSED,E21_PASSED,F22_PASSED,E22_PASSED,F23_PASSED,E23_PASSED,F24_PASSED,E24_PASSED,F25_PASSED,E19_FAILED,F20_FAILED,E20_FAILED,F21_FAILED,E21_FAILED,F22_FAILED,E22_FAILED,F23_FAILED,E23_FAILED,F24_FAILED,E24_FAILED,F25_FAILED,E19_ABSENT,F20_ABSENT,E20_ABSENT,F21_ABSENT,E21_ABSENT,F22_ABSENT,E22_ABSENT,F23_ABSENT,E23_ABSENT,F24_ABSENT,E24_ABSENT,F25_ABSENT
25832,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
25833,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
25834,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
25835,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
26000,19,11,17,13,8,6,6,5,0,No data,No data,No data,34,14,42,30,13,16,11,10,1,No data,No data,No data,17,19,30,34,22,23,17,24,2,No data,No data,No data,9,6,14,26,13,7,11,13,0,No data,No data,No data,5,16,6,10,10,13,12,5,0,No data,No data,No data,11,9,9,6,17,11,13,8,2,No data,No data,No data,2,1,6,1,1,2,5,0,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2,3,3,13,7,7,2,6,No data,No data,No data,No data
26001,No data,No data,No data,No data,No data,No data,No data,No data,12,0,7,No data,No data,No data,No data,No data,No data,No data,No data,No data,26,0,19,No data,No data,No data,No data,No data,No data,No data,No data,No data,16,1,13,No data,No data,No data,No data,No data,No data,No data,No data,No data,11,1,9,No data,No data,No data,No data,No data,No data,No data,No data,No data,4,1,4,No data,No data,No data,No data,No data,No data,No data,No data,No data,4,1,3,No data,No data,No data,No data,No data,No data,No data,No data,No data,0,0,2,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data,2,No data
26002,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,21,4,16,6,33,11,28,No data,16,4,15,No data,0,0,0,0,0,0,1,No data,1,0,0,No data,No data,No data,1,No data,No data,No data,No data,No data,No data,No data,No data
26003,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,48,No data,38,No data,41,No data,48,No data,No data,No data,No data,No data,1,No data,0,No data,5,No data,0,No data,No data,No data,No data,No data,No data,No data,4,No data,2,No data,No data,No data,No data
26004,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,80,No data,29,No data,15,No data,16,No data,16,No data,No data,No data,2,No data,0,No data,1,No data,0,No data,11,No data,No data,No data,No data,No data,4,No data,1,No data,3,No data,1,No data,No data
26006,2,0,4,0,4,0,2,0,No data,No data,No data,No data,7,3,23,0,18,2,7,3,No data,No data,No data,No data,26,3,21,1,12,1,15,3,No data,No data,No data,No data,20,2,21,1,12,3,14,2,No data,No data,No data,No data,9,0,3,2,6,0,4,1,No data,No data,No data,No data,15,0,9,0,10,1,13,0,No data,No data,No data,No data,1,0,2,0,1,0,2,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,8,No data,6,1,10,No data,4,No data,No data,No data,No data,No data
26008,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,79,No data,82,No data,68,No data,57,No data,65,No data,50,No data,0,No data,0,No data,0,No data,1,No data,0,No data,0,No data,1,No data,2,No data,1,No data,1,No data,1,No data,1,No data
26010,38,No data,38,No data,28,No data,33,No data,28,No data,35,No data,8,No data,22,No data,34,No data,5,No data,13,No data,15,No data,2,No data,10,No data,1,No data,8,No data,8,No data,7,No data,1,No data,1,No data,0,No data,0,No data,0,No data,1,No data,0,No data,0,No data,1,No data,0,No data,2,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,4,No data,No data,No data,1,No data,1,No data,1,No data,No data,No data
26020,No data,No data,No data,No data,No data,No data,No data,No data,35,1,16,No data,No data,No data,No data,No data,No data,No data,No data,No data,77,1,58,No data,No data,No data,No data,No data,No data,No data,No data,No data,113,1,85,No data,No data,No data,No data,No data,No data,No data,No data,No data,57,5,96,No data,No data,No data,No data,No data,No data,No data,No data,No data,32,4,68,No data,No data,No data,No data,No data,No data,No data,No data,No data,42,8,45,No data,No data,No data,No data,No data,No data,No data,No data,No data,2,1,3,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,20,1,19,No data
26021,No data,No data,No data,No data,No data,No data,No data,No data,No data,15,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,30,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,35,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,29,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,11,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,23,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,12,No data,No data
26022,No data,No data,No data,No data,No data,No data,No data,No data,No data,52,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,83,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,102,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,60,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,53,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,75,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,6,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,27,No data,No data
26026,No data,4,No data,22,No data,15,No data,25,1,No data,No data,No data,No data,5,No data,39,No data,27,No data,49,3,No data,No data,No data,No data,12,No data,24,No data,35,No data,48,6,No data,No data,No data,No data,8,No data,20,No data,28,No data,41,9,No data,No data,No data,No data,2,No data,11,No data,13,No data,39,0,No data,No data,No data,No data,5,No data,16,No data,23,No data,25,3,No data,No data,No data,No data,1,No data,0,No data,4,No data,3,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data,13,No data,8,No data,18,1,No data,No data,No data
26027,No data,31,No data,34,No data,14,No data,18,No data,No data,No data,No data,No data,58,No data,86,No data,20,No data,34,No data,No data,No data,No data,No data,100,No data,73,No data,48,No data,43,No data,No data,No data,No data,No data,67,No data,69,No data,49,No data,40,No data,No data,No data,No data,No data,28,No data,50,No data,26,No data,23,No data,No data,No data,No data,No data,38,No data,45,No data,27,No data,33,No data,No data,No data,No data,No data,2,No data,3,No data,4,No data,2,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,19,No data,26,No data,18,No data,15,No data,No data,No data,No data
26028,19,1,28,No data,29,0,16,0,No data,No data,No data,No data,35,0,28,No data,34,2,18,0,No data,No data,No data,No data,40,2,36,No data,25,1,36,0,No data,No data,No data,No data,18,2,26,No data,17,0,17,1,No data,No data,No data,No data,18,1,10,No data,9,2,11,0,No data,No data,No data,No data,10,5,11,No data,6,0,5,3,No data,No data,No data,No data,4,0,2,No data,1,0,1,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,13,No data,7,No data,10,1,10,1,No data,No data,No data,No data
26030,14,2,19,0,24,No data,16,0,No data,No data,No data,No data,28,6,31,0,42,No data,35,1,No data,No data,No data,No data,28,5,24,1,26,No data,26,4,No data,No data,No data,No data,21,2,19,2,20,No data,19,2,No data,No data,No data,No data,11,0,12,1,5,No data,11,2,No data,No data,No data,No data,16,0,9,2,5,No data,9,2,No data,No data,No data,No data,10,0,7,3,7,No data,28,2,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,14,No data,8,2,5,No data,14,1,No data,No data,No data,No data
26050,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,35,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,53,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,38,2,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,14,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,4,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,7,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,0,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2,1
26124,No data,7,No data,10,No data,8,No data,5,No data,4,No data,No data,No data,10,No data,20,No data,9,No data,12,No data,14,No data,No data,No data,19,No data,11,No data,20,No data,18,No data,7,No data,No data,No data,7,No data,9,No data,8,No data,11,No data,11,No data,No data,No data,1,No data,4,No data,5,No data,3,No data,3,No data,No data,No data,3,No data,7,No data,9,No data,7,No data,6,No data,No data,No data,1,No data,0,No data,1,No data,4,No data,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,4,No data,5,No data,8,No data,6,No data,6,No data,No data
26125,No data,No data,No data,10,No data,3,No data,3,No data,2,No data,No data,No data,No data,No data,8,No data,11,No data,9,No data,7,No data,No data,No data,No data,No data,8,No data,13,No data,7,No data,11,No data,No data,No data,No data,No data,0,No data,2,No data,1,No data,1,No data,No data,No data,No data,No data,2,No data,0,No data,0,No data,0,No data,No data,No data,No data,No data,0,No data,0,No data,0,No data,0,No data,No data,No data,No data,No data,0,No data,0,No data,0,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2,No data,No data,No data,No data,No data,No data,No data,No data
26127,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,16,No data,No data,6,No data,4,14,No data,No data,No data,11,No data,0,No data,No data,0,No data,0,0,No data,No data,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
26130,2,No data,2,No data,5,No data,2,No data,2,No data,7,No data,6,No data,7,No data,4,No data,2,No data,5,No data,3,No data,2,No data,4,No data,5,No data,1,No data,2,No data,1,No data,1,No data,2,No data,2,No data,1,No data,3,No data,1,No data,1,No data,0,No data,1,No data,3,No data,2,No data,1,No data,2,No data,2,No data,1,No data,4,No data,1,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,2,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data,2,No data,No data,No data,No data,No data,No data,No data,No data,No data
26134,14,No data,7,No data,8,0,7,0,3,No data,4,No data,4,No data,1,No data,3,1,2,2,2,No data,4,No data,7,No data,1,No data,1,2,2,0,5,No data,0,No data,3,No data,2,No data,2,1,2,0,1,No data,1,No data,3,No data,3,No data,5,3,1,1,2,No data,0,No data,0,No data,2,No data,7,0,2,1,2,No data,2,No data,0,No data,1,No data,4,0,3,0,1,No data,1,No data,No data,No data,No data,No data,No data,No data,No data,1,2,No data,1,No data,No data,No data,No data,No data,No data,No data,No data,0,0,No data,0,No data,3,No data,3,No data,1,1,4,1,2,No data,3,No data
26171,1,3,5,6,3,5,1,0,6,0,5,0,2,15,12,8,8,2,5,1,2,2,7,1,7,17,16,12,18,7,12,2,16,2,20,1,23,16,14,17,13,11,9,6,14,1,15,1,15,19,10,21,8,9,16,6,10,0,13,3,62,27,29,7,26,12,31,6,19,3,21,3,7,0,4,0,2,0,2,0,2,0,2,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,12,3,9,6,8,12,7,2,5,2,8,2
26173,4,6,6,4,4,4,3,0,3,No data,4,No data,10,10,13,9,4,5,3,0,16,No data,10,No data,19,10,14,5,14,7,8,3,13,No data,23,No data,12,8,13,11,15,4,14,3,10,No data,11,No data,19,8,12,6,16,1,11,4,8,No data,3,No data,23,4,9,13,9,4,16,3,2,No data,3,No data,1,0,3,3,4,0,3,0,0,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,8,9,4,6,6,4,8,No data,3,No data,4,No data
26174,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,21,No data,17,No data,21,No data,22,No data,15,No data,14,No data,0,No data,0,No data,0,No data,0,No data,0,No data,0,No data,2,No data,5,No data,2,No data,No data,No data,1,No data,1,No data
26199,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
26200,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,7,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,6,3,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,14,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,11,2,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,8,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,16,5,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data
26201,No data,10,No data,6,No data,5,No data,7,No data,0,No data,No data,No data,16,No data,25,No data,4,No data,13,No data,0,No data,No data,No data,22,No data,19,No data,9,No data,15,No data,3,No data,No data,No data,16,No data,18,No data,20,No data,10,No data,0,No data,No data,No data,4,No data,5,No data,8,No data,8,No data,0,No data,No data,No data,13,No data,9,No data,18,No data,20,No data,1,No data,No data,No data,0,No data,3,No data,8,No data,0,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,4,No data,5,No data,4,No data,4,No data,1,No data,No data
26202,No data,1,No data,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,8,No data,3,No data,No data,No data,No data,No data,No data,No data,No data,No data,17,No data,8,No data,No data,No data,No data,No data,No data,No data,No data,No data,5,No data,11,No data,No data,No data,No data,No data,No data,No data,No data,No data,3,No data,3,No data,No data,No data,No data,No data,No data,No data,No data,No data,4,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,4,No data,No data,No data,No data,No data,No data,No data,No data
26211,No data,No data,No data,No data,No data,5,No data,4,No data,3,No data,No data,No data,No data,No data,No data,No data,4,No data,20,No data,8,No data,No data,No data,No data,No data,No data,No data,14,No data,33,No data,31,No data,No data,No data,No data,No data,No data,No data,13,No data,19,No data,22,No data,No data,No data,No data,No data,No data,No data,8,No data,18,No data,22,No data,No data,No data,No data,No data,No data,No data,6,No data,6,No data,22,No data,No data,No data,No data,No data,No data,No data,0,No data,1,No data,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,5,No data,3,No data,5,No data,No data
26220,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
26222,7,0,4,1,6,1,4,0,7,1,No data,No data,10,0,15,0,18,1,15,2,8,1,No data,No data,16,2,27,1,20,3,7,2,13,2,No data,No data,8,2,11,1,8,0,9,0,9,5,No data,No data,8,1,5,3,5,0,2,0,1,4,No data,No data,4,1,12,1,11,4,9,1,15,1,No data,No data,1,0,3,0,0,0,4,1,3,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data,1,No data,2,No data,3,1,3,2,No data,No data
26225,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
26231,No data,3,No data,2,No data,3,No data,2,No data,3,No data,No data,No data,7,No data,6,No data,3,No data,3,No data,6,No data,No data,No data,7,No data,8,No data,7,No data,5,No data,3,No data,No data,No data,9,No data,5,No data,3,No data,4,No data,4,No data,No data,No data,2,No data,3,No data,3,No data,7,No data,1,No data,No data,No data,1,No data,3,No data,7,No data,6,No data,4,No data,No data,No data,1,No data,3,No data,2,No data,2,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data,5,No data,4,No data,2,No data,1,No data,No data
26236,No data,No data,No data,No data,No data,No data,No data,No data,4,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,1,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,0,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data
