COURSE,F24_LEARNING,F24_MOTIVATION,F24_FEEDBACK,F24_WORKLOAD
12940,"[0, 0, 0, 5, 6]","[0, 0, 1, 2, 8]","[0, 0, 1, 3, 7]","[0, 3, 8, 0, 0]"
12941,,,,
12950,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12951,"[11, 12, 13, 14, 1]","[11, 11, 15, 11, 4]","[4, 5, 4, 17, 22]","[2, 5, 22, 14, 8]"
12952,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12953,"[0, 0, 0, 7, 27]","[0, 0, 1, 5, 28]","[3, 3, 8, 8, 12]","[1, 7, 22, 4, 0]"
12954,,,,
22000,,,,
22001,,,,
22002,,,,
22003,"[0, 0, 1, 7, 18]","[0, 0, 3, 10, 11]","[0, 0, 4, 6, 14]","[0, 0, 3, 10, 11]"
22004,,,,
22005,"[0, 0, 0, 1, 2]","[0, 0, 1, 0, 2]","[0, 0, 1, 1, 1]","[0, 2, 0, 1, 0]"
22050,"[3, 3, 4, 11, 13]","[4, 2, 8, 10, 10]","[3, 7, 10, 7, 7]","[1, 6, 17, 6, 4]"
22051,,,,
22052,"[0, 0, 1, 2, 7]","[0, 1, 2, 6, 1]","[0, 0, 0, 6, 4]","[0, 1, 0, 5, 4]"
22053,,,,
22054,,,,
22057,,,,
22060,,,,
22061,,,,
22100,,,,
22101,,,,
22102,,,,
22107,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 0, 1]"
22111,,,,
22112,,,,
22113,"[0, 0, 0, 0, 7]","[0, 0, 0, 2, 5]","[0, 0, 1, 1, 5]","[0, 1, 6, 0, 0]"
22115,"[0, 1, 1, 3, 11]","[1, 0, 1, 2, 11]","[0, 2, 0, 4, 9]","[0, 2, 10, 2, 1]"
22117,"[0, 3, 7, 10, 7]","[1, 4, 7, 9, 6]","[1, 2, 7, 10, 7]","[0, 1, 16, 10, 0]"
22123,,,,
22125,"[0, 1, 0, 1, 2]","[1, 0, 0, 2, 1]","[0, 0, 2, 1, 1]","[0, 0, 4, 0, 0]"
22126,,,,
22140,,,,
22145,,,,
22160,,,,
22161,,,,
22163,"[0, 0, 2, 6, 8]","[0, 2, 0, 6, 6]","[1, 1, 2, 6, 5]","[1, 0, 4, 4, 6]"
22175,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22179,"[0, 0, 1, 1, 4]","[0, 1, 0, 2, 3]","[0, 2, 1, 0, 3]","[0, 1, 5, 0, 0]"
22180,,,,
22201,"[0, 0, 0, 6, 11]","[0, 0, 0, 5, 11]","[2, 1, 1, 4, 8]","[0, 1, 6, 4, 5]"
22202,"[1, 7, 6, 10, 0]","[2, 9, 4, 4, 4]","[1, 4, 3, 5, 11]","[0, 4, 14, 5, 1]"
22203,,,,
22205,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
22206,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 0, 1]","[0, 0, 2, 0, 0]"
22207,,,,
22208,,,,
22210,,,,
22211,,,,
22230,"[0, 1, 5, 7, 6]","[2, 0, 5, 8, 4]","[0, 1, 6, 5, 7]","[1, 4, 12, 2, 0]"
22231,,,,
22232,,,,
22235,"[0, 3, 10, 14, 15]","[0, 7, 10, 11, 12]","[4, 10, 10, 6, 11]","[0, 4, 23, 10, 4]"
22236,"[0, 1, 1, 5, 12]","[2, 1, 3, 5, 8]","[0, 2, 6, 3, 8]","[0, 1, 10, 4, 4]"
22237,,,,
22281,"[0, 0, 3, 8, 12]","[4, 4, 3, 5, 7]","[0, 2, 5, 5, 11]","[0, 1, 11, 6, 5]"
22282,,,,
22283,,,,
22284,"[1, 0, 1, 7, 7]","[2, 2, 5, 4, 3]","[0, 4, 6, 3, 3]","[0, 0, 8, 8, 0]"
22285,,,,
22400,"[5, 1, 1, 1, 2]","[5, 0, 1, 2, 2]","[1, 0, 1, 4, 4]","[2, 0, 4, 2, 2]"
22403,,,,
22435,,,,
22437,,,,
22438,,,,
22439,"[3, 10, 7, 8, 3]","[6, 8, 10, 5, 1]","[7, 12, 5, 6, 1]","[1, 4, 15, 6, 2]"
22446,,,,
22481,,,,
22485,,,,
22486,,,,
22487,,,,
22506,"[0, 0, 1, 2, 8]","[0, 0, 1, 5, 5]","[0, 0, 0, 3, 8]","[0, 2, 3, 2, 4]"
22507,,,,
22508,"[0, 0, 1, 3, 4]","[0, 0, 0, 1, 7]","[0, 0, 1, 1, 6]","[1, 1, 4, 0, 2]"
22510,,,,
22511,,,,
22512,,,,
22513,,,,
22525,,,,
22530,,,,
22600,,,,
22602,"[0, 0, 1, 3, 14]","[0, 0, 3, 6, 9]","[0, 2, 1, 1, 14]","[0, 1, 9, 8, 0]"
22603,,,,
22604,,,,
22610,,,,
22611,,,,
22612,,,,
22652,,,,
22656,,,,
22680,,,,
22681,,,,
22800,,,,
23101,,,,
23102,"[0, 0, 4, 11, 9]","[0, 1, 6, 10, 7]","[1, 2, 8, 6, 7]","[0, 0, 11, 9, 4]"
23205,,,,
23206,"[0, 0, 0, 0, 3]","[0, 0, 0, 2, 2]","[0, 0, 1, 2, 1]","[0, 1, 2, 0, 1]"
23210,,,,
23212,"[0, 0, 2, 6, 8]","[0, 0, 2, 5, 9]","[0, 5, 4, 5, 2]","[0, 2, 6, 8, 0]"
23214,,,,
23216,"[0, 2, 1, 10, 6]","[0, 2, 1, 8, 8]","[0, 1, 2, 5, 11]","[0, 1, 8, 8, 2]"
23220,,,,
23255,,,,
23256,"[0, 0, 1, 3, 3]","[0, 0, 1, 4, 2]","[0, 3, 2, 2, 0]","[0, 0, 5, 2, 0]"
23257,"[0, 0, 1, 1, 5]","[0, 0, 0, 4, 4]","[0, 0, 2, 3, 3]","[2, 0, 4, 1, 1]"
23258,"[0, 1, 2, 12, 8]","[0, 4, 5, 11, 3]","[3, 4, 3, 9, 4]","[2, 2, 13, 3, 3]"
23260,,,,
23261,,,,
23262,"[0, 0, 0, 3, 2]","[0, 0, 0, 3, 2]","[0, 0, 2, 2, 1]","[0, 1, 4, 0, 0]"
23263,,,,
23272,,,,
23301,,,,
23302,"[0, 1, 4, 23, 9]","[1, 0, 9, 19, 8]","[0, 5, 8, 15, 9]","[0, 4, 20, 12, 1]"
23360,,,,
23511,,,,
23520,"[0, 1, 0, 2, 1]","[0, 0, 1, 2, 1]","[0, 0, 1, 2, 1]","[0, 0, 0, 3, 1]"
23521,,,,
23522,,,,
23531,"[0, 1, 0, 4, 7]","[0, 0, 2, 3, 7]","[0, 0, 2, 2, 8]","[0, 1, 7, 2, 2]"
23532,"[0, 0, 0, 0, 5]","[0, 0, 2, 2, 1]","[0, 0, 1, 2, 2]","[0, 0, 2, 3, 0]"
23552,"[0, 1, 3, 3, 5]","[0, 2, 4, 3, 3]","[0, 0, 4, 4, 4]","[0, 0, 4, 3, 5]"
23564,,,,
23662,,,,
23711,,,,
23732,,,,
23832,,,,
23837,"[0, 0, 0, 3, 5]","[0, 0, 0, 3, 5]","[0, 0, 0, 1, 7]","[1, 2, 3, 1, 1]"
23839,,,,
23841,,,,
23842,,,,
23901,,,,
23902,,,,
23925,,,,
23926,,,,
23932,"[0, 4, 12, 11, 1]","[3, 6, 8, 9, 1]","[10, 13, 3, 3, 0]","[2, 1, 14, 9, 2]"
23936,"[0, 1, 1, 3, 4]","[0, 0, 2, 5, 2]","[1, 1, 1, 4, 2]","[0, 1, 6, 1, 1]"
23937,,,,
23952,,,,
23953,,,,
23963,,,,
23982,,,,
23F11,"[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]","[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]"
23F12,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
23F13,,,,
23F14,,,,
23F15,,,,
23F16,,,,
25102,"[0, 0, 0, 5, 11]","[0, 0, 2, 1, 13]","[0, 1, 3, 4, 8]","[1, 4, 6, 2, 3]"
25104,"[0, 0, 2, 6, 6]","[0, 1, 1, 6, 6]","[0, 3, 4, 5, 2]","[3, 3, 7, 1, 0]"
25105,"[0, 0, 5, 5, 2]","[0, 3, 5, 3, 1]","[1, 2, 6, 3, 0]","[1, 4, 5, 2, 0]"
25106,,,,
25107,"[0, 0, 2, 6, 6]","[0, 2, 3, 5, 4]","[1, 3, 4, 3, 3]","[0, 3, 5, 4, 2]"
25108,,,,
25201,,,,
25202,,,,
25203,"[0, 0, 0, 2, 1]","[0, 0, 0, 1, 2]","[0, 0, 0, 2, 1]","[0, 0, 0, 1, 2]"
25204,,,,
25205,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
25206,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25207,"[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0]"
25208,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25209,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 1, 0, 1]"
25210,,,,
25211,,,,
25212,,,,
25302,,,,
25303,,,,
25310,"[0, 0, 2, 6, 10]","[0, 1, 3, 4, 9]","[1, 3, 2, 4, 7]","[1, 2, 8, 4, 2]"
25311,,,,
25312,,,,
25313,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25314,"[0, 0, 2, 2, 2]","[0, 1, 1, 2, 2]","[0, 1, 1, 1, 3]","[0, 1, 1, 2, 2]"
25315,,,,
25316,"[0, 0, 1, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 2, 1, 1]"
25317,,,,
25318,,,,
25321,"[0, 0, 1, 0, 2]","[0, 0, 1, 0, 2]","[0, 0, 0, 1, 2]","[0, 1, 1, 1, 0]"
25322,"[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
25323,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25324,"[0, 0, 0, 2, 2]","[0, 0, 0, 1, 3]","[0, 0, 0, 2, 2]","[0, 0, 1, 0, 3]"
25325,,,,
25326,"[0, 0, 0, 1, 2]","[0, 0, 1, 2, 0]","[0, 1, 0, 2, 0]","[0, 0, 2, 0, 1]"
25327,"[0, 0, 0, 4, 7]","[0, 0, 1, 7, 3]","[0, 0, 2, 5, 4]","[2, 1, 4, 3, 1]"
25328,,,,
25331,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 2, 0, 0]"
25334,,,,
25335,"[0, 0, 0, 1, 4]","[0, 0, 0, 1, 4]","[0, 1, 0, 3, 1]","[0, 0, 4, 0, 1]"
25336,"[0, 0, 0, 1, 10]","[0, 1, 0, 0, 10]","[0, 0, 0, 2, 9]","[0, 0, 9, 1, 1]"
25340,"[0, 0, 3, 3, 4]","[0, 1, 1, 4, 4]","[0, 1, 2, 4, 3]","[0, 3, 5, 0, 1]"
25341,"[0, 0, 0, 5, 3]","[0, 0, 3, 2, 2]","[1, 1, 0, 4, 1]","[0, 0, 2, 5, 0]"
25342,,,,
25343,,,,
25344,"[0, 0, 0, 3, 3]","[0, 0, 2, 2, 2]","[0, 1, 0, 1, 4]","[1, 0, 5, 0, 0]"
25345,,,,
25346,,,,
25347,"[0, 1, 0, 1, 6]","[0, 2, 1, 1, 3]","[0, 1, 1, 3, 2]","[0, 0, 3, 2, 2]"
25348,"[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[0, 0, 0, 2, 1]","[0, 0, 3, 0, 0]"
25349,"[0, 0, 1, 0, 4]","[0, 0, 0, 2, 3]","[0, 1, 0, 0, 4]","[0, 0, 2, 2, 1]"
25350,,,,
25616,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 1, 0, 2]","[0, 0, 2, 0, 1]"
25617,,,,
25618,,,,
25619,,,,
25621,,,,
25622,,,,
25801,,,,
25803,,,,
25805,,,,
25807,,,,
25808,,,,
25809,,,,
25811,,,,
25812,,,,
25813,,,,
25814,,,,
25815,,,,
25816,,,,
25817,,,,
25818,,,,
25819,,,,
25820,,,,
25821,,,,
25822,,,,
25823,,,,
25824,,,,
25825,,,,
25826,,,,
25827,,,,
25829,,,,
25830,,,,
25831,,,,
25832,,,,
26001,,,,
26002,"[0, 0, 0, 0, 6]","[0, 0, 0, 0, 6]","[0, 0, 0, 0, 6]","[0, 0, 3, 1, 2]"
26003,"[0, 0, 1, 9, 10]","[0, 2, 4, 5, 8]","[0, 0, 1, 3, 15]","[0, 2, 9, 6, 2]"
26004,"[1, 0, 0, 4, 9]","[1, 1, 3, 5, 4]","[2, 1, 0, 2, 9]","[0, 2, 3, 6, 3]"
26008,,,,
26010,,,,
26020,,,,
26021,"[0, 5, 7, 17, 14]","[3, 3, 8, 14, 15]","[3, 7, 10, 14, 9]","[2, 6, 27, 6, 1]"
26022,"[4, 6, 24, 40, 22]","[13, 21, 24, 25, 11]","[17, 15, 23, 22, 17]","[11, 15, 41, 19, 8]"
26050,,,,
26124,"[1, 1, 6, 10, 5]","[2, 6, 6, 7, 2]","[0, 1, 4, 13, 4]","[0, 2, 12, 8, 0]"
26125,"[0, 0, 0, 1, 10]","[0, 0, 1, 4, 6]","[0, 0, 2, 4, 5]","[0, 0, 4, 3, 4]"
26127,,,,
26130,,,,
26134,,,,
26171,,,,
26173,,,,
26174,,,,
26200,,,,
26201,,,,
26211,"[0, 3, 13, 12, 2]","[2, 5, 14, 5, 3]","[0, 1, 8, 14, 6]","[0, 2, 18, 6, 3]"
26220,,,,
26222,,,,
26225,,,,
26231,"[0, 0, 0, 0, 8]","[0, 0, 0, 1, 7]","[0, 0, 0, 0, 8]","[0, 1, 6, 0, 1]"
26236,,,,
26245,"[0, 0, 0, 2, 3]","[0, 0, 0, 1, 4]","[0, 0, 0, 1, 4]","[0, 4, 1, 0, 0]"
26255,,,,
26261,,,,
26263,,,,
26271,"[1, 1, 5, 11, 8]","[1, 3, 5, 11, 4]","[1, 2, 4, 11, 6]","[0, 0, 12, 4, 7]"
26280,"[0, 0, 1, 1, 1]","[0, 1, 1, 0, 1]","[1, 0, 1, 0, 1]","[0, 0, 2, 1, 0]"
26290,,,,
26300,,,,
26317,"[1, 0, 4, 12, 4]","[1, 4, 5, 8, 3]","[2, 6, 9, 3, 1]","[1, 5, 11, 3, 1]"
26371,,,,
26374,"[0, 0, 2, 4, 6]","[0, 0, 1, 5, 6]","[0, 2, 1, 5, 4]","[0, 0, 4, 3, 5]"
26400,"[0, 1, 1, 19, 72]","[1, 4, 6, 34, 45]","[0, 0, 2, 18, 70]","[0, 8, 35, 32, 15]"
26407,"[0, 0, 0, 2, 9]","[0, 0, 0, 6, 5]","[0, 0, 0, 3, 8]","[0, 0, 5, 5, 1]"
26411,,,,
26416,,,,
26422,,,,
26426,"[1, 1, 3, 11, 15]","[2, 2, 5, 12, 10]","[7, 10, 3, 6, 4]","[0, 4, 13, 6, 7]"
26428,"[0, 1, 3, 18, 27]","[0, 2, 7, 30, 10]","[0, 0, 3, 23, 23]","[0, 5, 23, 12, 9]"
26433,,,,
26436,,,,
26438,,,,
26444,"[0, 0, 1, 5, 9]","[1, 1, 3, 4, 5]","[1, 3, 3, 6, 1]","[0, 2, 5, 4, 3]"
26446,"[0, 1, 1, 11, 16]","[0, 2, 3, 14, 10]","[3, 8, 10, 6, 2]","[0, 6, 17, 5, 1]"
26455,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[0, 1, 2, 0, 0]"
26471,"[1, 0, 4, 7, 6]","[0, 3, 5, 5, 5]","[0, 1, 4, 2, 11]","[0, 1, 6, 3, 8]"
26474,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 0, 1]"
26510,"[0, 0, 0, 5, 6]","[0, 0, 1, 6, 4]","[0, 1, 3, 3, 4]","[0, 0, 7, 3, 1]"
26620,"[1, 0, 0, 1, 2]","[1, 0, 0, 1, 2]","[1, 0, 0, 0, 3]","[0, 0, 4, 0, 0]"
26701,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 2, 0, 0]","[0, 1, 1, 0, 0]"
26702,,,,
26800,,,,
26932,,,,
26933,,,,
26944,,,,
26970,"[0, 1, 0, 1, 0]","[0, 0, 2, 0, 0]","[1, 0, 0, 0, 1]","[0, 1, 1, 0, 0]"
26991,,,,
27002,,,,
27016,,,,
27020,"[40, 38, 43, 26, 10]","[66, 39, 26, 16, 5]","[70, 34, 31, 16, 1]","[15, 30, 84, 12, 8]"
27022,"[4, 5, 22, 30, 26]","[9, 9, 25, 26, 15]","[18, 30, 18, 11, 6]","[0, 14, 43, 15, 11]"
27023,"[0, 1, 1, 21, 38]","[0, 0, 3, 20, 38]","[1, 2, 6, 19, 33]","[5, 19, 28, 3, 5]"
27026,,,,
27027,,,,
27034,"[3, 3, 2, 18, 13]","[2, 4, 6, 12, 14]","[2, 2, 16, 13, 5]","[4, 6, 17, 8, 3]"
27035,,,,
27051,"[0, 0, 5, 17, 21]","[0, 1, 11, 12, 18]","[1, 5, 9, 14, 13]","[0, 5, 26, 9, 2]"
27062,,,,
27070,"[0, 6, 7, 28, 44]","[7, 18, 16, 21, 22]","[7, 5, 18, 32, 21]","[2, 4, 22, 25, 30]"
27075,"[0, 0, 6, 32, 43]","[0, 3, 11, 27, 40]","[1, 7, 11, 23, 39]","[1, 6, 52, 14, 8]"
27101,"[0, 3, 8, 31, 27]","[1, 1, 9, 36, 22]","[1, 10, 13, 20, 25]","[0, 9, 36, 17, 7]"
27220,"[0, 0, 3, 16, 4]","[0, 2, 2, 13, 6]","[2, 5, 7, 7, 2]","[0, 5, 14, 3, 1]"
27230,,,,
27246,,,,
27247,,,,
27255,"[0, 1, 1, 4, 7]","[0, 0, 1, 1, 11]","[0, 1, 0, 2, 10]","[1, 3, 4, 1, 4]"
27325,"[0, 0, 0, 2, 9]","[0, 0, 0, 2, 9]","[0, 0, 0, 2, 9]","[0, 0, 6, 3, 2]"
27330,"[0, 0, 1, 2, 3]","[0, 0, 1, 3, 2]","[1, 0, 2, 0, 3]","[0, 0, 3, 2, 1]"
27410,,,,
27419,"[0, 6, 14, 15, 4]","[4, 9, 14, 8, 3]","[2, 10, 14, 9, 4]","[1, 8, 27, 2, 0]"
27422,"[0, 1, 1, 9, 35]","[1, 1, 3, 11, 30]","[1, 1, 8, 14, 22]","[0, 11, 22, 5, 8]"
27423,,,,
27430,"[1, 2, 5, 13, 29]","[4, 8, 12, 8, 17]","[7, 10, 11, 9, 12]","[3, 1, 19, 10, 15]"
27432,"[0, 0, 0, 4, 9]","[0, 0, 0, 0, 13]","[0, 0, 1, 1, 11]","[0, 0, 8, 3, 2]"
27455,"[1, 6, 6, 15, 9]","[6, 8, 8, 10, 4]","[5, 5, 11, 10, 5]","[0, 4, 18, 7, 6]"
27460,,,,
27470,"[0, 4, 12, 14, 15]","[2, 3, 16, 9, 12]","[0, 5, 5, 14, 18]","[0, 6, 26, 7, 3]"
27472,"[0, 0, 1, 1, 3]","[0, 0, 0, 0, 5]","[0, 0, 0, 2, 3]","[0, 1, 3, 0, 1]"
27510,"[1, 0, 4, 11, 8]","[0, 4, 6, 7, 6]","[1, 3, 1, 6, 12]","[1, 0, 5, 13, 4]"
27665,,,,
27691,"[0, 0, 1, 1, 1]","[0, 0, 1, 0, 2]","[0, 1, 1, 0, 1]","[0, 0, 2, 0, 1]"
27692,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
27800,,,,
27801,,,,
27820,,,,
27823,,,,
27828,,,,
27832,,,,
27838,,,,
27839,,,,
27845,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28010,"[1, 1, 2, 15, 21]","[0, 4, 2, 13, 21]","[1, 5, 10, 14, 10]","[0, 6, 26, 5, 3]"
28012,,,,
28016,,,,
28020,"[0, 0, 2, 2, 21]","[0, 1, 0, 4, 20]","[0, 0, 0, 0, 25]","[0, 5, 19, 1, 0]"
28022,,,,
28025,"[0, 1, 2, 6, 6]","[2, 1, 1, 7, 4]","[0, 0, 1, 7, 7]","[0, 0, 5, 8, 2]"
28121,"[0, 0, 0, 2, 3]","[0, 0, 1, 0, 4]","[0, 2, 1, 1, 1]","[0, 0, 2, 2, 1]"
28123,,,,
28125,,,,
28140,,,,
28150,,,,
28157,"[0, 3, 4, 8, 2]","[1, 3, 3, 8, 2]","[2, 0, 4, 8, 3]","[0, 2, 9, 3, 3]"
28160,"[0, 0, 2, 3, 18]","[0, 1, 8, 4, 10]","[0, 0, 2, 6, 15]","[0, 0, 2, 7, 14]"
28212,"[0, 0, 2, 11, 11]","[1, 2, 5, 10, 6]","[3, 5, 5, 8, 3]","[0, 2, 17, 5, 0]"
28213,,,,
28214,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28216,"[0, 0, 0, 8, 4]","[0, 0, 3, 5, 4]","[0, 0, 1, 6, 5]","[1, 1, 5, 2, 3]"
28217,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28221,"[0, 0, 0, 2, 5]","[0, 0, 0, 4, 3]","[0, 0, 2, 2, 3]","[0, 2, 5, 0, 0]"
28233,,,,
28242,,,,
28244,,,,
28271,"[0, 0, 0, 2, 5]","[0, 0, 0, 3, 4]","[0, 0, 4, 2, 1]","[0, 2, 3, 2, 0]"
28311,,,,
28315,,,,
28316,,,,
28322,,,,
28342,"[1, 4, 6, 10, 3]","[2, 4, 6, 11, 1]","[5, 9, 6, 3, 1]","[0, 6, 10, 7, 1]"
28344,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
28345,"[1, 6, 9, 20, 21]","[2, 6, 14, 18, 16]","[0, 4, 7, 16, 29]","[5, 6, 34, 6, 4]"
28346,"[0, 1, 0, 1, 1]","[0, 0, 1, 1, 1]","[0, 0, 0, 1, 2]","[0, 1, 1, 1, 0]"
28350,"[1, 3, 6, 14, 8]","[0, 4, 5, 17, 6]","[1, 2, 5, 6, 17]","[1, 3, 15, 8, 4]"
28352,"[0, 0, 3, 7, 8]","[0, 2, 3, 7, 6]","[0, 1, 4, 7, 6]","[0, 0, 4, 12, 2]"
28361,"[2, 4, 6, 14, 12]","[3, 3, 13, 10, 8]","[7, 13, 5, 7, 4]","[0, 0, 10, 12, 15]"
28412,,,,
28420,,,,
28423,"[0, 0, 1, 6, 2]","[0, 1, 1, 4, 3]","[0, 0, 0, 4, 5]","[0, 0, 2, 4, 3]"
28434,"[1, 3, 5, 8, 11]","[2, 5, 6, 5, 10]","[11, 2, 5, 2, 8]","[2, 3, 15, 5, 3]"
28443,"[0, 2, 2, 5, 12]","[2, 0, 4, 4, 11]","[0, 0, 3, 8, 10]","[0, 0, 5, 8, 8]"
28451,"[0, 0, 4, 8, 14]","[0, 1, 3, 12, 10]","[0, 0, 1, 7, 18]","[0, 1, 8, 9, 7]"
28455,,,,
28485,,,,
28515,,,,
28530,,,,
28720,,,,
28737,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]"
28745,,,,
28761,,,,
28811,"[0, 0, 0, 1, 5]","[0, 0, 0, 1, 5]","[0, 0, 1, 0, 5]","[0, 2, 2, 1, 1]"
28831,,,,
28845,,,,
28850,"[0, 4, 12, 26, 19]","[1, 4, 10, 25, 21]","[1, 5, 9, 19, 27]","[1, 11, 35, 6, 8]"
28852,,,,
28855,"[3, 0, 9, 31, 21]","[4, 4, 13, 25, 18]","[0, 9, 10, 28, 17]","[1, 3, 37, 20, 3]"
28857,,,,
28864,"[1, 1, 2, 3, 3]","[1, 3, 1, 3, 2]","[0, 1, 1, 1, 6]","[0, 1, 7, 1, 1]"
28870,,,,
28871,"[0, 1, 2, 1, 6]","[1, 1, 2, 1, 4]","[1, 3, 0, 2, 4]","[0, 0, 7, 0, 3]"
28872,,,,
28885,,,,
28905,,,,
28908,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28909,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]","[0, 0, 0, 1, 1]"
28917,,,,
28923,,,,
28927,,,,
28928,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28930,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]"
28932,,,,
28933,,,,
28934,,,,
29902,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 1, 0, 0, 2]","[0, 0, 1, 2, 0]"
29903,,,,
29905,,,,
29906,,,,
30010,,,,
30015,,,,
30020,"[1, 1, 8, 11, 6]","[0, 4, 7, 10, 7]","[0, 2, 5, 11, 9]","[1, 10, 10, 5, 2]"
30021,,,,
30032,,,,
30035,,,,
30081,"[0, 1, 1, 9, 11]","[0, 1, 3, 9, 9]","[0, 1, 3, 8, 10]","[0, 6, 10, 5, 1]"
30082,"[1, 0, 1, 3, 5]","[0, 1, 1, 1, 7]","[0, 1, 1, 2, 6]","[0, 0, 8, 1, 1]"
30100,,,,
30110,"[0, 0, 0, 1, 5]","[0, 0, 0, 1, 5]","[0, 0, 1, 2, 3]","[0, 0, 4, 2, 0]"
30120,"[0, 1, 2, 13, 11]","[1, 1, 7, 11, 6]","[0, 2, 4, 3, 17]","[1, 7, 10, 6, 2]"
30131,,,,
30142,"[0, 0, 0, 5, 6]","[0, 1, 0, 8, 2]","[0, 0, 1, 6, 4]","[0, 5, 4, 2, 0]"
30150,"[0, 0, 1, 3, 6]","[0, 0, 0, 3, 7]","[0, 0, 2, 3, 5]","[0, 3, 6, 1, 0]"
30160,"[0, 2, 1, 11, 7]","[2, 4, 7, 6, 2]","[2, 5, 6, 6, 2]","[0, 2, 11, 6, 2]"
30202,,,,
30220,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 1, 2, 0]"
30230,,,,
30300,,,,
30310,"[0, 2, 2, 8, 3]","[0, 3, 5, 2, 5]","[0, 2, 3, 4, 6]","[0, 0, 10, 4, 1]"
30320,"[0, 0, 1, 2, 11]","[0, 1, 0, 5, 8]","[0, 0, 0, 2, 12]","[0, 0, 4, 6, 4]"
30330,,,,
30340,"[0, 0, 0, 2, 11]","[0, 1, 0, 5, 7]","[0, 0, 2, 4, 7]","[0, 3, 3, 4, 2]"
30350,,,,
30400,,,,
