COURSE,E21_LEARNING,E21_MOTIVATION,E21_FEEDBACK,E21_WORKLOAD
11563,"[1, 0, 2, 6, 9]","[2, 0, 3, 4, 8]","[3, 1, 8, 4, 1]","[0, 0, 8, 5, 4]"
11569,,,,
11619,,,,
11621,,,,
11627,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
11691,,,,
11764,"[4, 6, 10, 4, 2]","[7, 11, 6, 1, 1]","[4, 6, 11, 3, 2]","[2, 3, 9, 3, 9]"
11767,"[3, 7, 9, 13, 3]","[4, 8, 10, 10, 1]","[7, 7, 7, 10, 2]","[0, 2, 15, 13, 3]"
11821,"[0, 0, 1, 10, 3]","[0, 1, 1, 8, 4]","[0, 1, 3, 4, 6]","[0, 1, 8, 4, 1]"
11823,"[0, 2, 4, 3, 0]","[0, 1, 6, 1, 1]","[1, 2, 1, 3, 2]","[0, 1, 4, 4, 0]"
11825,,,,
11829,"[1, 0, 3, 2, 1]","[1, 3, 1, 1, 1]","[0, 1, 2, 1, 3]","[0, 0, 3, 2, 1]"
11831,"[2, 0, 1, 6, 2]","[0, 2, 3, 4, 2]","[0, 2, 1, 7, 1]","[0, 1, 2, 4, 4]"
11832,"[0, 3, 2, 2, 0]","[1, 3, 2, 1, 0]","[0, 4, 0, 2, 1]","[0, 2, 1, 4, 0]"
11833,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]"
11834,"[0, 2, 1, 2, 4]","[1, 1, 3, 2, 2]","[0, 0, 2, 1, 6]","[0, 0, 4, 3, 2]"
11835,"[0, 0, 1, 3, 4]","[0, 0, 0, 4, 4]","[0, 1, 3, 2, 2]","[0, 1, 6, 1, 0]"
11836,,,,
11853,,,,
11854,,,,
11857,,,,
11858,,,,
11859,,,,
11880,,,,
11911,"[4, 3, 13, 16, 12]","[5, 5, 21, 9, 5]","[14, 17, 11, 1, 1]","[3, 6, 13, 16, 6]"
11936,,,,
11937,,,,
11946,,,,
11951,"[0, 1, 1, 14, 23]","[0, 2, 3, 16, 18]","[7, 8, 14, 4, 6]","[0, 7, 18, 11, 3]"
11952,,,,
11953,,,,
11954,"[1, 7, 12, 15, 3]","[2, 8, 11, 12, 5]","[2, 14, 8, 9, 5]","[0, 5, 22, 8, 3]"
11955,"[0, 0, 6, 1, 0]","[0, 2, 3, 1, 1]","[1, 0, 2, 4, 0]","[0, 1, 3, 2, 1]"
11956,,,,
11957,,,,
11961,,,,
11968,,,,
11990,"[1, 0, 5, 7, 10]","[1, 1, 9, 6, 6]","[12, 3, 3, 3, 2]","[0, 4, 9, 7, 3]"
11995,"[4, 5, 6, 5, 1]","[2, 8, 3, 6, 2]","[1, 8, 4, 5, 3]","[0, 1, 1, 11, 7]"
11996,,,,
11997,"[0, 0, 3, 7, 8]","[0, 2, 3, 6, 6]","[2, 4, 5, 2, 4]","[1, 1, 13, 1, 1]"
11998,,,,
11B01,"[0, 0, 2, 1, 0]","[0, 1, 1, 1, 0]","[0, 0, 2, 1, 0]","[0, 0, 1, 1, 1]"
11B02,"[0, 1, 3, 2, 2]","[0, 3, 1, 2, 2]","[2, 3, 1, 1, 1]","[0, 0, 3, 3, 2]"
11B03,,,,
11B04,,,,
11B05,,,,
11B12,,,,
11B13,"[1, 3, 3, 4, 2]","[2, 2, 2, 4, 2]","[3, 3, 3, 2, 1]","[0, 1, 6, 6, 0]"
11B24,,,,
11B25,,,,
11B27,,,,
11E16,"[0, 0, 0, 1, 4]","[0, 0, 1, 1, 3]","[0, 1, 1, 1, 2]","[0, 1, 3, 0, 1]"
11MIB,,,,
12000,"[0, 1, 1, 12, 19]","[0, 3, 2, 15, 13]","[0, 0, 9, 11, 13]","[0, 8, 21, 4, 0]"
12003,,,,
12102,"[0, 0, 5, 10, 10]","[3, 2, 9, 8, 3]","[0, 1, 2, 15, 7]","[0, 1, 16, 6, 2]"
12104,"[3, 5, 13, 27, 24]","[10, 9, 13, 13, 27]","[3, 6, 10, 28, 25]","[3, 2, 26, 18, 23]"
12108,"[1, 2, 5, 5, 3]","[1, 6, 2, 7, 0]","[0, 5, 3, 6, 2]","[0, 1, 6, 6, 3]"
12109,"[0, 0, 1, 4, 11]","[0, 0, 3, 7, 6]","[0, 3, 4, 1, 8]","[0, 2, 11, 1, 2]"
12110,,,,
12111,"[0, 1, 1, 2, 1]","[0, 3, 0, 1, 1]","[2, 1, 0, 1, 1]","[0, 0, 5, 0, 0]"
12121,,,,
12122,"[0, 1, 3, 14, 17]","[1, 3, 5, 16, 10]","[2, 4, 6, 11, 12]","[0, 0, 7, 13, 15]"
12124,"[0, 0, 0, 2, 10]","[0, 0, 1, 3, 8]","[0, 1, 2, 2, 7]","[0, 0, 0, 4, 8]"
12130,"[0, 1, 0, 7, 20]","[0, 3, 3, 11, 11]","[1, 5, 9, 6, 7]","[0, 0, 15, 9, 4]"
12132,"[0, 1, 1, 9, 13]","[0, 0, 5, 5, 14]","[0, 1, 2, 5, 16]","[0, 0, 5, 10, 9]"
12134,"[0, 1, 3, 7, 4]","[0, 4, 6, 2, 3]","[0, 1, 3, 9, 2]","[3, 3, 7, 0, 1]"
12138,,,,
12139,"[0, 1, 3, 19, 25]","[0, 2, 6, 19, 21]","[0, 1, 6, 12, 29]","[1, 7, 29, 7, 4]"
12143,,,,
12145,"[1, 0, 5, 9, 4]","[2, 2, 2, 9, 4]","[1, 4, 0, 9, 5]","[2, 2, 7, 3, 5]"
12202,"[0, 0, 7, 24, 18]","[0, 3, 12, 13, 19]","[0, 1, 3, 16, 27]","[0, 4, 27, 8, 8]"
12203,,,,
12205,,,,
12210,"[0, 0, 2, 6, 20]","[0, 0, 3, 10, 15]","[0, 2, 3, 6, 17]","[0, 4, 14, 8, 2]"
12227,,,,
12228,"[0, 0, 1, 9, 15]","[0, 3, 2, 9, 11]","[0, 6, 6, 8, 5]","[0, 7, 13, 3, 2]"
12231,,,,
12237,,,,
12238,,,,
12240,"[2, 0, 4, 16, 19]","[2, 3, 5, 20, 11]","[1, 3, 10, 13, 14]","[0, 1, 11, 14, 15]"
12245,"[0, 1, 1, 8, 13]","[0, 0, 3, 7, 13]","[2, 3, 8, 3, 7]","[1, 6, 12, 4, 0]"
12320,,,,
12326,,,,
12330,,,,
12331,,,,
12336,"[0, 1, 4, 3, 5]","[0, 0, 4, 7, 2]","[0, 3, 2, 4, 4]","[0, 1, 6, 5, 1]"
12345,,,,
12415,,,,
12701,,,,
12902,,,,
12911,,,,
12919,,,,
12920,,,,
12933,,,,
22000,"[0, 0, 3, 9, 19]","[0, 4, 3, 15, 9]","[0, 1, 12, 9, 9]","[0, 3, 20, 6, 2]"
22001,"[0, 2, 4, 11, 16]","[0, 2, 9, 3, 18]","[1, 3, 10, 10, 8]","[0, 1, 12, 9, 10]"
22002,"[0, 0, 1, 3, 6]","[0, 0, 0, 3, 7]","[0, 0, 0, 3, 7]","[0, 0, 10, 0, 0]"
22003,,,,
22004,"[0, 0, 2, 5, 8]","[0, 0, 2, 2, 11]","[0, 0, 3, 3, 9]","[0, 1, 11, 2, 1]"
22005,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 2, 0, 0]"
22050,,,,
22051,"[0, 0, 2, 13, 27]","[0, 4, 9, 9, 20]","[0, 2, 5, 13, 22]","[0, 2, 25, 11, 4]"
22052,,,,
22053,"[0, 0, 1, 7, 15]","[0, 0, 1, 9, 13]","[2, 0, 2, 6, 13]","[1, 0, 11, 8, 3]"
22054,,,,
22055,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22056,,,,
22100,,,,
22101,,,,
22107,,,,
22110,"[0, 0, 4, 10, 31]","[2, 3, 2, 10, 28]","[1, 3, 4, 15, 22]","[0, 2, 15, 17, 11]"
22111,,,,
22112,,,,
22113,,,,
22115,,,,
22117,,,,
22123,,,,
22125,,,,
22126,"[1, 0, 3, 8, 16]","[2, 1, 2, 7, 16]","[2, 3, 5, 6, 12]","[0, 2, 9, 12, 5]"
22140,"[2, 0, 4, 6, 3]","[2, 0, 3, 7, 3]","[2, 3, 2, 3, 4]","[3, 2, 6, 2, 2]"
22145,"[3, 2, 2, 4, 14]","[4, 2, 2, 9, 7]","[6, 3, 5, 2, 8]","[0, 0, 12, 9, 3]"
22175,,,,
22179,"[0, 0, 1, 2, 17]","[0, 0, 2, 7, 11]","[0, 0, 1, 6, 13]","[1, 1, 12, 4, 2]"
22180,,,,
22200,"[0, 0, 0, 2, 1]","[0, 1, 0, 1, 1]","[0, 1, 0, 2, 0]","[0, 1, 0, 1, 1]"
22201,,,,
22202,,,,
22203,"[0, 0, 3, 3, 3]","[0, 1, 3, 2, 3]","[0, 1, 1, 3, 4]","[0, 0, 5, 3, 1]"
22204,,,,
22205,,,,
22206,,,,
22207,,,,
22208,"[0, 1, 3, 18, 19]","[3, 7, 8, 9, 13]","[9, 10, 13, 4, 3]","[0, 4, 24, 9, 2]"
22230,,,,
22231,"[1, 2, 7, 8, 6]","[1, 2, 8, 5, 8]","[0, 2, 3, 6, 13]","[3, 4, 6, 9, 2]"
22232,,,,
22235,,,,
22236,,,,
22237,"[1, 1, 5, 7, 4]","[1, 3, 4, 7, 3]","[3, 2, 4, 7, 2]","[0, 5, 10, 1, 2]"
22281,,,,
22282,,,,
22283,"[0, 1, 2, 5, 3]","[1, 1, 5, 2, 2]","[1, 0, 4, 0, 6]","[0, 1, 3, 4, 3]"
22284,,,,
22400,,,,
22403,,,,
22433,"[4, 10, 13, 15, 7]","[6, 10, 19, 7, 5]","[6, 10, 14, 13, 4]","[2, 1, 9, 23, 12]"
22434,"[0, 0, 1, 4, 4]","[1, 0, 1, 4, 3]","[0, 0, 3, 5, 1]","[0, 3, 3, 2, 1]"
22435,"[0, 4, 5, 16, 13]","[1, 5, 3, 14, 12]","[2, 4, 6, 10, 14]","[1, 5, 20, 7, 3]"
22436,,,,
22437,,,,
22440,,,,
22441,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
22442,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
22443,"[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 0, 0, 1, 0]"
22444,,,,
22445,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22446,,,,
22451,"[0, 1, 0, 7, 7]","[0, 2, 2, 7, 4]","[0, 1, 2, 7, 5]","[1, 4, 8, 0, 2]"
22452,,,,
22453,,,,
22455,,,,
22475,"[1, 0, 0, 4, 8]","[1, 0, 1, 6, 5]","[1, 0, 0, 2, 10]","[0, 0, 8, 4, 1]"
22481,"[0, 0, 1, 3, 5]","[0, 1, 2, 1, 5]","[0, 1, 0, 4, 4]","[0, 2, 1, 4, 2]"
22485,"[0, 0, 0, 2, 6]","[0, 0, 0, 1, 6]","[0, 0, 1, 1, 5]","[0, 0, 5, 2, 0]"
22486,,,,
22487,,,,
22488,,,,
22506,,,,
22507,"[0, 0, 0, 0, 2]","[1, 0, 0, 0, 2]","[1, 0, 1, 0, 1]","[0, 0, 1, 0, 2]"
22508,,,,
22510,,,,
22511,"[0, 0, 0, 3, 4]","[0, 0, 0, 3, 4]","[0, 0, 0, 1, 6]","[0, 1, 6, 0, 0]"
22512,"[0, 0, 1, 3, 3]","[0, 0, 0, 5, 2]","[0, 0, 0, 2, 5]","[1, 0, 4, 1, 1]"
22513,,,,
22525,"[0, 1, 0, 0, 8]","[0, 0, 0, 0, 8]","[0, 0, 0, 0, 8]","[0, 0, 5, 2, 1]"
22530,"[0, 1, 0, 0, 4]","[1, 0, 0, 0, 4]","[1, 0, 0, 0, 4]","[0, 0, 2, 3, 0]"
22600,"[1, 9, 4, 8, 9]","[8, 8, 6, 7, 2]","[2, 2, 7, 12, 8]","[2, 10, 15, 3, 1]"
22602,,,,
22603,"[0, 1, 0, 6, 3]","[0, 0, 3, 6, 1]","[0, 1, 2, 3, 4]","[0, 2, 8, 0, 0]"
22652,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22653,,,,
22654,,,,
22655,,,,
22680,"[0, 1, 1, 3, 2]","[0, 1, 3, 2, 1]","[0, 2, 0, 1, 3]","[0, 0, 5, 1, 0]"
22681,,,,
22700,"[0, 0, 0, 3, 7]","[0, 0, 0, 2, 8]","[0, 0, 0, 1, 9]","[0, 1, 4, 2, 3]"
22800,,,,
23101,"[0, 1, 5, 17, 8]","[1, 1, 5, 12, 12]","[1, 0, 2, 16, 12]","[0, 2, 18, 8, 3]"
23102,,,,
23151,,,,
23152,,,,
23154,,,,
23155,,,,
23205,"[3, 9, 13, 18, 8]","[4, 8, 18, 14, 7]","[7, 11, 19, 10, 4]","[2, 12, 25, 9, 2]"
23206,,,,
23210,"[0, 0, 1, 7, 2]","[0, 1, 0, 5, 4]","[0, 0, 2, 5, 3]","[0, 0, 6, 3, 1]"
23211,,,,
23212,,,,
23214,,,,
23220,,,,
23255,,,,
23256,,,,
23257,,,,
23258,,,,
23260,"[2, 3, 13, 14, 1]","[6, 7, 5, 13, 2]","[5, 6, 7, 10, 5]","[2, 9, 15, 7, 0]"
23261,,,,
23262,,,,
23272,"[0, 0, 0, 3, 12]","[0, 0, 0, 2, 13]","[1, 0, 2, 6, 6]","[0, 0, 4, 9, 2]"
23301,"[0, 2, 1, 2, 1]","[0, 1, 1, 2, 2]","[0, 1, 0, 4, 1]","[0, 1, 4, 1, 0]"
23302,,,,
23511,"[0, 2, 1, 12, 5]","[0, 2, 5, 11, 2]","[1, 7, 4, 6, 2]","[0, 0, 12, 5, 2]"
23520,,,,
23521,"[0, 6, 11, 26, 2]","[8, 6, 14, 11, 6]","[2, 2, 8, 21, 11]","[4, 9, 23, 7, 1]"
23522,"[0, 2, 0, 7, 1]","[1, 1, 5, 2, 1]","[1, 1, 4, 2, 2]","[0, 0, 4, 5, 1]"
23531,,,,
23532,,,,
23552,,,,
23564,"[0, 0, 0, 7, 2]","[0, 1, 1, 4, 3]","[0, 1, 3, 1, 4]","[1, 0, 5, 1, 1]"
23662,"[0, 0, 0, 3, 6]","[0, 0, 1, 4, 4]","[0, 1, 3, 2, 3]","[0, 2, 4, 2, 1]"
23711,"[0, 2, 6, 12, 7]","[0, 7, 6, 8, 6]","[4, 8, 6, 6, 3]","[0, 4, 16, 6, 1]"
23732,"[0, 1, 4, 11, 10]","[0, 2, 7, 13, 4]","[1, 1, 4, 15, 5]","[1, 4, 8, 9, 4]"
23832,,,,
23837,,,,
23839,,,,
23901,"[0, 0, 0, 0, 3]","[0, 0, 1, 0, 2]","[0, 0, 0, 0, 3]","[0, 0, 2, 0, 1]"
23902,"[0, 2, 3, 3, 4]","[0, 4, 2, 5, 1]","[1, 0, 2, 5, 4]","[1, 2, 5, 3, 1]"
23921,"[0, 0, 2, 5, 4]","[0, 0, 4, 4, 2]","[0, 1, 2, 5, 2]","[0, 2, 2, 4, 1]"
23924,"[0, 0, 0, 2, 4]","[0, 0, 1, 2, 3]","[0, 0, 1, 4, 1]","[0, 1, 4, 0, 1]"
23932,"[0, 0, 4, 6, 9]","[0, 2, 4, 8, 5]","[3, 5, 5, 5, 1]","[1, 5, 9, 3, 1]"
23936,,,,
23937,"[1, 1, 3, 3, 1]","[0, 3, 4, 1, 0]","[0, 0, 3, 4, 1]","[0, 1, 4, 1, 2]"
23951,"[1, 2, 0, 6, 3]","[2, 1, 2, 6, 1]","[1, 3, 2, 5, 1]","[0, 2, 5, 4, 0]"
23952,"[0, 1, 2, 6, 7]","[0, 1, 4, 5, 6]","[2, 3, 2, 4, 5]","[0, 1, 7, 3, 5]"
23953,,,,
23962,"[0, 0, 3, 5, 4]","[0, 0, 4, 5, 2]","[0, 1, 2, 5, 3]","[0, 0, 4, 3, 4]"
23982,,,,
23F11,,,,
23F12,,,,
25102,,,,
25104,,,,
25105,,,,
25106,"[0, 3, 1, 3, 3]","[2, 1, 1, 4, 2]","[2, 2, 3, 2, 1]","[0, 1, 6, 2, 1]"
25107,,,,
25108,"[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]","[0, 2, 0, 1, 1]","[0, 2, 2, 0, 0]"
25201,,,,
25202,"[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]","[0, 0, 2, 0, 2]","[0, 0, 2, 2, 0]"
25203,,,,
25204,"[0, 0, 0, 1, 3]","[0, 0, 0, 2, 2]","[0, 0, 0, 0, 4]","[0, 0, 2, 1, 1]"
25205,,,,
25206,,,,
25207,,,,
25208,,,,
25209,,,,
25210,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
25212,"[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]","[0, 1, 0, 2, 1]","[0, 0, 3, 1, 0]"
25301,"[0, 2, 5, 7, 2]","[1, 5, 2, 7, 1]","[1, 3, 5, 6, 1]","[1, 4, 9, 2, 0]"
25302,"[0, 0, 0, 2, 4]","[0, 0, 1, 2, 3]","[0, 3, 0, 1, 2]","[0, 2, 3, 1, 0]"
25303,"[0, 0, 1, 0, 2]","[0, 0, 0, 2, 1]","[0, 0, 0, 0, 3]","[0, 1, 2, 0, 0]"
25307,,,,
25310,,,,
25311,"[0, 0, 0, 3, 6]","[0, 1, 2, 4, 2]","[0, 0, 1, 0, 8]","[0, 1, 4, 3, 1]"
25312,"[1, 1, 0, 1, 0]","[2, 1, 0, 0, 1]","[0, 0, 1, 3, 0]","[0, 0, 0, 3, 1]"
25313,,,,
25314,,,,
25315,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
25316,,,,
25317,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25318,"[0, 0, 1, 3, 2]","[1, 0, 1, 2, 2]","[0, 0, 1, 2, 3]","[0, 1, 3, 1, 1]"
25320,,,,
25321,,,,
25322,,,,
25323,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25324,,,,
25325,"[0, 1, 0, 4, 5]","[0, 2, 2, 5, 1]","[1, 1, 3, 4, 1]","[1, 2, 6, 0, 1]"
25326,,,,
25327,,,,
25328,"[0, 1, 0, 0, 5]","[0, 1, 0, 2, 3]","[0, 0, 1, 2, 3]","[0, 0, 1, 2, 3]"
25331,,,,
25332,"[1, 0, 0, 0, 1]","[0, 1, 0, 0, 1]","[0, 1, 0, 0, 1]","[0, 1, 0, 1, 0]"
25333,,,,
25334,"[0, 0, 1, 1, 3]","[0, 0, 1, 2, 2]","[1, 1, 0, 1, 2]","[0, 1, 3, 1, 0]"
25335,,,,
25336,,,,
25616,,,,
25617,,,,
25618,,,,
25619,,,,
25801,,,,
25803,,,,
25805,,,,
25807,,,,
25808,,,,
25809,,,,
26000,"[0, 4, 11, 22, 13]","[1, 5, 17, 15, 12]","[0, 2, 9, 16, 23]","[2, 18, 17, 10, 3]"
26002,"[0, 0, 1, 0, 2]","[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 2, 1, 0]"
26003,,,,
26004,,,,
26006,"[1, 3, 8, 15, 8]","[1, 15, 9, 9, 1]","[12, 8, 13, 1, 1]","[0, 4, 19, 9, 3]"
26008,"[1, 2, 12, 23, 8]","[1, 4, 8, 18, 15]","[0, 5, 8, 18, 15]","[2, 10, 24, 7, 3]"
26010,"[0, 0, 4, 7, 15]","[2, 3, 7, 9, 5]","[0, 2, 5, 4, 15]","[0, 3, 13, 4, 6]"
26026,,,,
26027,,,,
26028,"[5, 7, 10, 9, 11]","[10, 8, 11, 9, 4]","[14, 11, 10, 5, 1]","[5, 12, 17, 4, 3]"
26030,"[0, 4, 15, 27, 19]","[1, 6, 21, 21, 17]","[3, 5, 14, 24, 20]","[3, 12, 28, 19, 4]"
26050,"[3, 9, 28, 43, 22]","[7, 17, 29, 36, 12]","[4, 13, 21, 43, 20]","[4, 16, 55, 20, 6]"
26124,,,,
26125,,,,
26127,,,,
26130,"[0, 2, 2, 6, 2]","[1, 1, 1, 7, 2]","[1, 0, 3, 4, 4]","[0, 1, 7, 4, 0]"
26134,"[0, 5, 2, 3, 3]","[3, 2, 4, 3, 1]","[3, 5, 4, 0, 1]","[0, 0, 7, 3, 3]"
26171,"[6, 10, 6, 17, 7]","[12, 8, 15, 7, 3]","[4, 5, 9, 18, 9]","[2, 9, 16, 12, 6]"
26173,"[0, 1, 2, 12, 21]","[1, 1, 2, 18, 15]","[2, 0, 8, 17, 10]","[0, 5, 16, 14, 2]"
26174,"[0, 0, 1, 7, 5]","[0, 0, 2, 5, 6]","[0, 0, 2, 6, 5]","[1, 3, 7, 1, 1]"
26201,,,,
26202,,,,
26211,,,,
26222,"[0, 3, 12, 25, 19]","[0, 12, 18, 17, 12]","[0, 1, 3, 20, 35]","[0, 10, 32, 12, 5]"
26225,,,,
26231,,,,
26236,"[0, 0, 0, 1, 2]","[0, 0, 1, 0, 2]","[0, 0, 0, 3, 0]","[0, 0, 1, 2, 0]"
26245,,,,
26255,,,,
26261,"[0, 0, 0, 4, 5]","[0, 1, 0, 3, 4]","[0, 0, 2, 3, 3]","[0, 2, 5, 1, 0]"
26263,,,,
26271,"[2, 8, 4, 5, 2]","[1, 9, 5, 4, 2]","[3, 4, 4, 5, 5]","[1, 8, 7, 2, 3]"
26290,"[0, 1, 2, 6, 2]","[0, 0, 4, 3, 4]","[0, 0, 3, 5, 3]","[0, 2, 7, 2, 0]"
26301,,,,
26317,,,,
26330,"[1, 0, 1, 3, 5]","[0, 1, 0, 5, 4]","[1, 0, 1, 1, 7]","[0, 1, 7, 2, 0]"
26371,"[0, 3, 3, 11, 11]","[0, 3, 4, 7, 14]","[0, 0, 6, 14, 8]","[3, 7, 10, 7, 1]"
26374,"[1, 0, 5, 7, 3]","[2, 1, 3, 5, 5]","[0, 1, 3, 5, 7]","[0, 2, 4, 6, 4]"
26400,,,,
26407,"[0, 0, 0, 1, 3]","[0, 1, 0, 0, 3]","[0, 0, 0, 0, 4]","[0, 0, 1, 2, 1]"
26411,"[0, 0, 1, 14, 55]","[0, 1, 8, 25, 36]","[0, 0, 4, 24, 42]","[1, 6, 37, 19, 7]"
26416,"[0, 0, 0, 2, 7]","[0, 0, 0, 2, 7]","[0, 0, 0, 0, 9]","[0, 0, 7, 2, 0]"
26422,"[0, 1, 2, 12, 10]","[1, 0, 9, 9, 6]","[0, 4, 1, 8, 12]","[1, 2, 14, 5, 2]"
26426,,,,
26428,,,,
26432,"[0, 0, 2, 0, 1]","[0, 0, 0, 1, 2]","[0, 0, 0, 2, 1]","[0, 1, 1, 0, 1]"
26433,"[0, 0, 2, 9, 12]","[0, 0, 6, 8, 9]","[5, 3, 5, 5, 5]","[0, 3, 13, 5, 2]"
26436,"[0, 0, 6, 21, 18]","[0, 3, 13, 16, 11]","[1, 10, 12, 16, 4]","[1, 7, 14, 13, 7]"
26438,"[0, 0, 0, 4, 4]","[0, 0, 0, 4, 3]","[0, 0, 0, 3, 4]","[1, 0, 3, 2, 1]"
26444,,,,
26446,,,,
26455,,,,
26471,"[1, 0, 1, 4, 7]","[1, 0, 0, 7, 5]","[1, 0, 1, 2, 9]","[1, 1, 7, 2, 2]"
26474,"[0, 0, 1, 0, 8]","[0, 0, 0, 2, 7]","[0, 0, 1, 1, 7]","[0, 1, 4, 2, 2]"
26510,,,,
26610,,,,
26701,,,,
26702,,,,
26920,,,,
26932,,,,
26933,,,,
26944,,,,
26950,,,,
26960,,,,
26970,,,,
26980,,,,
26991,,,,
27000,"[5, 23, 20, 28, 11]","[12, 26, 22, 21, 6]","[5, 9, 22, 32, 19]","[6, 24, 43, 9, 4]"
27002,"[0, 17, 36, 66, 28]","[6, 21, 49, 47, 21]","[16, 51, 39, 27, 9]","[15, 33, 55, 31, 7]"
27008,,,,
27015,"[1, 2, 12, 25, 24]","[2, 15, 14, 17, 16]","[4, 10, 12, 23, 15]","[10, 14, 30, 5, 5]"
27016,"[4, 2, 12, 45, 34]","[3, 11, 20, 34, 28]","[3, 13, 21, 36, 24]","[3, 10, 53, 25, 6]"
27020,"[7, 11, 10, 10, 5]","[11, 10, 9, 10, 3]","[12, 14, 9, 8, 0]","[12, 11, 16, 3, 1]"
27022,,,,
27024,,,,
27026,"[1, 11, 23, 31, 38]","[11, 17, 31, 31, 13]","[23, 31, 32, 13, 4]","[2, 9, 40, 38, 14]"
27027,,,,
27028,"[0, 1, 2, 8, 41]","[0, 1, 5, 10, 36]","[0, 0, 9, 17, 26]","[1, 10, 26, 9, 6]"
27034,,,,
27035,,,,
27051,,,,
27062,,,,
27101,,,,
27106,,,,
27220,,,,
27230,"[1, 0, 4, 16, 18]","[1, 4, 6, 18, 8]","[3, 8, 14, 7, 5]","[0, 3, 8, 14, 12]"
27246,"[1, 1, 6, 9, 14]","[2, 4, 5, 11, 9]","[4, 4, 11, 8, 4]","[1, 5, 16, 6, 3]"
27247,"[0, 0, 0, 2, 13]","[0, 1, 1, 2, 11]","[0, 0, 2, 8, 5]","[0, 0, 4, 8, 3]"
27250,"[0, 1, 5, 18, 10]","[0, 4, 3, 13, 14]","[2, 3, 10, 10, 9]","[2, 7, 15, 5, 5]"
27255,,,,
27302,,,,
27303,"[0, 3, 8, 8, 7]","[0, 7, 12, 3, 4]","[1, 7, 11, 5, 1]","[1, 0, 5, 16, 4]"
27322,,,,
27325,,,,
27410,"[2, 1, 6, 13, 16]","[3, 2, 5, 13, 15]","[3, 3, 8, 12, 12]","[0, 0, 15, 15, 8]"
27419,,,,
27422,,,,
27423,"[1, 6, 9, 14, 10]","[2, 9, 10, 8, 11]","[1, 5, 9, 13, 11]","[3, 5, 25, 5, 1]"
27430,"[0, 4, 7, 27, 28]","[8, 4, 21, 18, 15]","[14, 15, 25, 4, 8]","[2, 2, 13, 22, 27]"
27432,"[0, 0, 2, 3, 9]","[0, 0, 1, 3, 10]","[0, 0, 0, 2, 12]","[0, 1, 10, 3, 0]"
27455,,,,
27460,"[0, 2, 6, 22, 8]","[0, 7, 7, 13, 12]","[0, 3, 9, 21, 6]","[0, 0, 13, 20, 5]"
27470,,,,
27472,,,,
27510,,,,
27641,"[2, 9, 19, 24, 13]","[5, 13, 16, 23, 9]","[9, 22, 21, 10, 4]","[1, 8, 38, 14, 6]"
27665,"[0, 0, 0, 4, 5]","[0, 0, 0, 6, 3]","[0, 0, 4, 3, 2]","[0, 0, 3, 3, 3]"
27691,,,,
27692,,,,
27800,,,,
27801,,,,
27815,,,,
27820,,,,
27823,,,,
27828,,,,
28001,"[0, 1, 15, 13, 1]","[1, 3, 13, 9, 4]","[0, 1, 4, 15, 10]","[0, 6, 18, 5, 1]"
28012,"[0, 2, 4, 10, 10]","[1, 3, 12, 4, 6]","[2, 1, 3, 12, 8]","[0, 3, 9, 13, 1]"
28016,"[1, 3, 7, 6, 4]","[4, 7, 4, 4, 2]","[1, 1, 6, 8, 5]","[0, 4, 6, 9, 2]"
28020,"[0, 0, 4, 11, 36]","[0, 1, 3, 17, 30]","[1, 0, 0, 8, 42]","[0, 5, 29, 13, 4]"
