COURSE,F26_LEARNING,F26_MOTIVATION,F26_FEEDBACK,F26_WORKLOAD
22118,"[0, 0, 0, 2, 5]","[0, 0, 1, 6, 0]","[0, 1, 0, 5, 1]","[0, 0, 3, 2, 2]"
22123,,,,
22125,"[0, 0, 1, 8, 5]","[0, 0, 4, 3, 7]","[0, 1, 1, 6, 6]","[0, 1, 11, 1, 1]"
22126,,,,
22140,,,,
22145,,,,
22150,,,,
22160,,,,
22166,,,,
22168,"[0, 0, 0, 3, 10]","[0, 1, 0, 5, 7]","[0, 1, 1, 3, 8]","[0, 0, 5, 5, 3]"
22172,,,,
22175,"[0, 0, 0, 1, 1]","[0, 1, 0, 0, 1]","[0, 1, 0, 0, 1]","[0, 0, 2, 0, 0]"
22179,"[0, 0, 1, 2, 2]","[0, 0, 0, 3, 2]","[0, 0, 0, 0, 5]","[0, 0, 4, 1, 0]"
22180,,,,
22201,"[0, 0, 0, 1, 12]","[0, 0, 1, 1, 11]","[0, 1, 0, 4, 8]","[0, 1, 7, 3, 2]"
22203,,,,
22205,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 4]","[0, 1, 0, 0, 3]","[0, 0, 1, 2, 1]"
22206,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22207,,,,
22208,,,,
22210,,,,
22211,,,,
22212,"[2, 2, 4, 4, 5]","[2, 2, 4, 2, 6]","[1, 0, 5, 2, 9]","[0, 3, 12, 2, 0]"
22213,"[1, 4, 9, 7, 11]","[2, 5, 8, 7, 9]","[5, 9, 6, 4, 7]","[3, 5, 15, 6, 2]"
22230,"[0, 2, 5, 7, 18]","[0, 3, 7, 10, 12]","[0, 2, 7, 6, 16]","[0, 4, 23, 2, 2]"
22231,,,,
22232,,,,
22235,"[2, 6, 9, 11, 24]","[3, 8, 12, 12, 17]","[1, 7, 15, 15, 13]","[1, 2, 14, 26, 9]"
22236,"[1, 1, 4, 10, 12]","[4, 5, 4, 7, 8]","[4, 6, 6, 4, 8]","[1, 2, 16, 6, 3]"
22237,,,,
22238,"[1, 1, 1, 1, 1]","[1, 1, 2, 0, 1]","[1, 1, 1, 0, 2]","[1, 1, 1, 2, 0]"
22239,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
22281,"[0, 3, 10, 10, 11]","[2, 5, 12, 10, 5]","[2, 0, 14, 8, 10]","[1, 0, 19, 9, 5]"
22282,,,,
22283,,,,
22284,"[0, 2, 10, 15, 15]","[2, 2, 15, 12, 10]","[9, 11, 7, 6, 8]","[0, 0, 23, 13, 5]"
22285,,,,
22400,"[2, 6, 3, 13, 8]","[3, 5, 5, 9, 9]","[2, 2, 7, 11, 10]","[0, 5, 13, 9, 5]"
22403,,,,
22439,,,,
22449,,,,
22450,"[1, 0, 9, 5, 6]","[1, 1, 8, 7, 4]","[1, 2, 9, 3, 6]","[0, 4, 13, 0, 4]"
22460,,,,
22461,,,,
22462,"[2, 3, 4, 8, 6]","[1, 4, 5, 5, 8]","[5, 3, 9, 3, 3]","[0, 2, 13, 4, 4]"
22475,,,,
22476,"[0, 0, 3, 5, 9]","[0, 1, 3, 7, 6]","[1, 4, 3, 3, 6]","[0, 0, 5, 9, 3]"
22481,,,,
22485,,,,
22486,,,,
22487,,,,
22506,"[0, 0, 0, 1, 6]","[0, 0, 1, 4, 2]","[0, 0, 2, 3, 2]","[0, 0, 2, 4, 1]"
22507,,,,
22508,"[0, 0, 1, 4, 10]","[1, 0, 1, 2, 11]","[1, 1, 2, 1, 10]","[0, 2, 10, 1, 2]"
22511,,,,
22513,,,,
22525,,,,
22530,,,,
22600,,,,
22602,"[0, 0, 1, 4, 4]","[0, 0, 3, 3, 3]","[0, 0, 2, 3, 4]","[0, 0, 4, 1, 4]"
22603,,,,
22604,,,,
22605,,,,
22610,,,,
22611,,,,
22612,,,,
22680,,,,
22681,,,,
22800,,,,
23101,,,,
23102,"[0, 2, 7, 20, 12]","[2, 9, 13, 12, 5]","[0, 7, 9, 17, 8]","[0, 0, 15, 21, 5]"
23205,,,,
23206,,,,
23210,,,,
23212,"[0, 0, 1, 2, 11]","[0, 0, 0, 3, 11]","[0, 0, 2, 3, 9]","[0, 3, 8, 1, 2]"
23214,,,,
23216,"[0, 0, 3, 15, 11]","[0, 0, 5, 10, 14]","[0, 0, 1, 10, 18]","[1, 1, 12, 9, 6]"
23220,,,,
23255,,,,
23256,"[1, 2, 0, 8, 12]","[2, 2, 2, 9, 7]","[4, 6, 4, 4, 4]","[0, 1, 15, 2, 4]"
23257,"[0, 0, 1, 5, 10]","[0, 1, 3, 5, 7]","[0, 2, 5, 4, 5]","[1, 2, 11, 1, 1]"
23258,"[0, 0, 1, 4, 5]","[0, 1, 0, 7, 2]","[0, 1, 3, 1, 5]","[0, 2, 5, 1, 1]"
23260,,,,
23261,"[0, 1, 1, 1, 2]","[0, 0, 3, 2, 0]","[0, 3, 1, 1, 0]","[0, 1, 4, 0, 0]"
23262,"[0, 2, 2, 4, 2]","[1, 3, 2, 2, 2]","[1, 2, 1, 4, 2]","[1, 2, 5, 1, 1]"
23263,,,,
23272,,,,
23301,,,,
23302,"[0, 1, 9, 11, 9]","[1, 4, 4, 14, 8]","[0, 2, 9, 10, 9]","[2, 3, 12, 11, 3]"
23360,,,,
23511,,,,
23513,,,,
23520,"[0, 0, 2, 7, 9]","[0, 0, 5, 7, 6]","[0, 0, 2, 2, 14]","[0, 0, 4, 8, 6]"
23521,,,,
23522,,,,
23531,"[0, 1, 3, 9, 1]","[0, 1, 3, 7, 3]","[0, 1, 1, 7, 5]","[0, 2, 7, 4, 1]"
23532,"[0, 0, 4, 6, 12]","[0, 0, 2, 9, 11]","[0, 4, 8, 5, 5]","[0, 1, 11, 9, 1]"
23552,"[0, 2, 1, 0, 3]","[0, 1, 3, 1, 1]","[0, 0, 0, 1, 5]","[0, 0, 0, 1, 5]"
23564,,,,
23662,,,,
23711,,,,
23732,,,,
23832,,,,
23837,,,,
23839,,,,
23841,,,,
23842,,,,
23851,,,,
23903,,,,
23904,,,,
23925,,,,
23926,,,,
23932,"[3, 10, 10, 11, 3]","[12, 10, 6, 8, 1]","[13, 12, 7, 5, 0]","[2, 6, 19, 8, 2]"
23936,"[0, 0, 0, 3, 4]","[0, 0, 0, 2, 5]","[0, 0, 1, 3, 3]","[0, 1, 3, 3, 0]"
23937,,,,
23952,,,,
23953,,,,
23954,,,,
23963,,,,
23982,,,,
23F11,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 2, 0]"
23F12,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
23F13,,,,
23F14,,,,
23F15,,,,
23F16,,,,
25102,"[0, 0, 0, 2, 10]","[0, 0, 0, 0, 12]","[0, 0, 0, 4, 8]","[1, 2, 8, 0, 1]"
25104,"[0, 0, 0, 3, 4]","[0, 0, 1, 3, 3]","[0, 1, 0, 3, 3]","[0, 4, 3, 0, 0]"
25105,"[0, 2, 2, 7, 2]","[0, 2, 1, 6, 4]","[3, 1, 7, 1, 1]","[2, 1, 8, 1, 1]"
25106,,,,
25107,"[0, 0, 1, 3, 4]","[0, 0, 1, 3, 4]","[0, 0, 2, 1, 5]","[0, 2, 2, 2, 2]"
25108,,,,
25109,,,,
25201,,,,
25202,,,,
25203,,,,
25204,,,,
25205,,,,
25206,,,,
25207,,,,
25208,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
25209,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25210,,,,
25211,,,,
25212,,,,
25213,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25214,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25215,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25217,,,,
25218,,,,
25302,,,,
25303,,,,
25310,"[0, 2, 1, 6, 14]","[2, 1, 3, 5, 12]","[0, 0, 9, 9, 5]","[0, 0, 13, 4, 6]"
25311,,,,
25312,,,,
25313,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
25314,"[0, 0, 1, 1, 2]","[0, 0, 1, 1, 2]","[0, 0, 1, 1, 2]","[0, 0, 0, 2, 2]"
25315,,,,
25316,"[0, 0, 0, 1, 3]","[0, 0, 0, 3, 1]","[0, 1, 1, 1, 1]","[0, 0, 1, 2, 1]"
25317,,,,
25318,,,,
25321,"[0, 0, 0, 1, 4]","[0, 0, 1, 0, 4]","[0, 1, 1, 1, 2]","[0, 0, 3, 2, 0]"
25322,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
25323,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25324,"[0, 1, 0, 0, 3]","[0, 1, 0, 0, 3]","[0, 1, 1, 0, 2]","[0, 0, 3, 0, 1]"
25325,,,,
25326,"[0, 0, 1, 2, 2]","[0, 1, 0, 2, 2]","[1, 0, 1, 2, 1]","[0, 0, 5, 0, 0]"
25327,"[0, 0, 1, 5, 12]","[0, 0, 1, 3, 14]","[0, 2, 6, 3, 7]","[0, 2, 11, 3, 1]"
25328,,,,
25331,"[0, 0, 0, 2, 3]","[0, 0, 0, 3, 2]","[0, 0, 0, 3, 2]","[0, 0, 2, 2, 1]"
25335,"[0, 0, 1, 0, 2]","[0, 0, 0, 2, 1]","[0, 1, 0, 1, 1]","[0, 0, 3, 0, 0]"
25336,"[0, 0, 1, 1, 5]","[0, 1, 0, 2, 4]","[0, 1, 0, 0, 6]","[0, 0, 6, 0, 1]"
25340,"[0, 2, 8, 5, 5]","[1, 2, 6, 8, 2]","[0, 3, 4, 5, 7]","[0, 2, 11, 5, 1]"
25341,"[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]","[0, 0, 1, 0, 3]","[0, 0, 3, 1, 0]"
25342,,,,
25343,"[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 1, 2, 1]"
25344,,,,
25345,,,,
25346,,,,
25347,"[0, 0, 2, 9, 5]","[0, 2, 3, 9, 2]","[0, 3, 3, 6, 4]","[0, 3, 6, 5, 2]"
25348,"[0, 0, 0, 1, 3]","[0, 0, 1, 0, 3]","[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]"
25349,"[0, 1, 2, 2, 4]","[0, 0, 3, 2, 4]","[0, 2, 3, 1, 3]","[0, 0, 8, 0, 1]"
25350,,,,
25351,,,,
25352,,,,
25353,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
25354,"[0, 0, 1, 0, 2]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]"
25355,,,,
25356,,,,
25357,,,,
25616,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
25619,,,,
25621,,,,
25623,,,,
25624,,,,
25625,,,,
25626,,,,
25627,"[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
25628,,,,
25801,,,,
25811,,,,
25812,,,,
25813,,,,
25823,,,,
25824,,,,
25825,,,,
25826,,,,
25827,,,,
25829,,,,
25830,,,,
25831,,,,
25832,,,,
25833,,,,
25834,,,,
25835,,,,
26001,,,,
26002,"[0, 0, 0, 1, 6]","[0, 0, 0, 1, 6]","[0, 0, 0, 1, 5]","[0, 0, 4, 2, 1]"
26003,"[0, 0, 1, 6, 7]","[0, 2, 3, 5, 4]","[0, 1, 4, 5, 4]","[0, 1, 6, 5, 2]"
26004,"[0, 1, 0, 1, 3]","[1, 0, 1, 2, 1]","[0, 0, 1, 4, 0]","[0, 0, 2, 0, 3]"
26008,,,,
26010,,,,
26020,,,,
26021,"[3, 3, 8, 25, 25]","[3, 3, 10, 21, 28]","[4, 9, 12, 18, 22]","[2, 15, 30, 11, 6]"
26022,"[3, 9, 14, 27, 9]","[19, 14, 20, 3, 4]","[13, 25, 10, 8, 4]","[4, 4, 22, 19, 12]"
26050,,,,
26124,"[6, 12, 9, 5, 3]","[15, 15, 1, 2, 2]","[0, 9, 8, 15, 3]","[1, 0, 21, 8, 5]"
26127,,,,
26128,,,,
26130,,,,
26134,,,,
26171,,,,
26173,,,,
26174,,,,
26200,,,,
26211,"[0, 6, 9, 9, 4]","[5, 5, 7, 8, 2]","[2, 3, 9, 9, 4]","[1, 6, 13, 6, 1]"
26220,"[0, 0, 1, 15, 15]","[0, 0, 3, 19, 9]","[0, 0, 1, 5, 25]","[0, 1, 25, 4, 0]"
26225,,,,
26231,"[0, 0, 0, 2, 7]","[0, 0, 1, 0, 8]","[0, 0, 1, 0, 8]","[1, 1, 5, 1, 1]"
26236,,,,
26241,,,,
26245,"[0, 0, 3, 2, 1]","[1, 0, 3, 0, 2]","[0, 0, 0, 1, 5]","[0, 2, 4, 0, 0]"
26255,,,,
26261,,,,
26263,,,,
26271,"[0, 0, 4, 7, 9]","[1, 0, 6, 7, 6]","[0, 1, 4, 10, 5]","[1, 2, 9, 6, 2]"
26280,"[0, 0, 4, 2, 2]","[0, 1, 2, 2, 1]","[0, 2, 2, 2, 0]","[0, 1, 2, 3, 0]"
26300,,,,
26317,"[0, 1, 3, 14, 1]","[2, 3, 8, 6, 0]","[0, 3, 5, 8, 3]","[0, 1, 15, 2, 1]"
26325,"[0, 0, 0, 2, 0]","[1, 0, 0, 1, 0]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]"
26371,,,,
26374,"[0, 1, 2, 5, 4]","[0, 0, 3, 5, 4]","[0, 1, 1, 5, 5]","[0, 2, 5, 2, 3]"
26400,"[0, 0, 2, 14, 66]","[0, 4, 5, 20, 50]","[0, 0, 1, 16, 62]","[1, 4, 35, 22, 16]"
26407,"[0, 0, 0, 4, 6]","[0, 0, 0, 4, 6]","[0, 0, 1, 2, 7]","[0, 0, 5, 2, 3]"
26411,,,,
26416,,,,
26422,,,,
26426,"[0, 0, 1, 6, 28]","[0, 1, 3, 14, 17]","[6, 4, 16, 8, 1]","[1, 3, 18, 12, 1]"
26428,"[0, 0, 2, 4, 28]","[0, 0, 1, 13, 20]","[0, 0, 0, 8, 26]","[1, 4, 13, 8, 8]"
26433,,,,
26438,,,,
26444,"[0, 0, 4, 5, 7]","[0, 1, 4, 4, 6]","[2, 4, 6, 2, 1]","[0, 0, 7, 6, 2]"
26446,"[1, 0, 0, 5, 8]","[0, 1, 1, 3, 9]","[1, 6, 4, 0, 3]","[1, 0, 10, 3, 0]"
26455,,,,
26471,"[1, 0, 3, 5, 10]","[0, 3, 5, 6, 5]","[0, 1, 2, 6, 10]","[0, 0, 3, 11, 5]"
26474,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 1, 0, 1]"
26510,"[0, 0, 1, 8, 7]","[0, 2, 3, 5, 6]","[1, 1, 0, 4, 9]","[0, 0, 8, 3, 5]"
26620,"[2, 0, 1, 1, 2]","[1, 0, 2, 1, 2]","[0, 0, 1, 1, 4]","[0, 0, 4, 2, 0]"
26800,,,,
26805,,,,
26820,,,,
26840,"[0, 0, 0, 1, 3]","[0, 1, 1, 1, 1]","[0, 0, 0, 2, 2]","[0, 0, 3, 1, 0]"
26932,,,,
26933,,,,
26944,,,,
26960,,,,
26970,,,,
26991,,,,
27002,,,,
27003,,,,
27016,,,,
27020,"[76, 72, 58, 30, 11]","[107, 56, 49, 26, 5]","[63, 59, 78, 36, 5]","[24, 54, 122, 33, 8]"
27021,"[0, 0, 1, 3, 1]","[0, 1, 2, 2, 0]","[2, 2, 1, 0, 0]","[0, 1, 4, 0, 0]"
27022,"[1, 3, 5, 35, 18]","[2, 3, 16, 26, 13]","[6, 14, 22, 10, 8]","[3, 8, 25, 13, 10]"
27023,"[0, 0, 1, 8, 30]","[0, 0, 4, 16, 19]","[0, 0, 9, 9, 21]","[2, 5, 21, 4, 7]"
27026,,,,
27027,,,,
27030,"[1, 3, 7, 21, 19]","[5, 9, 12, 14, 11]","[11, 11, 7, 9, 13]","[1, 3, 17, 21, 9]"
27034,"[1, 3, 9, 16, 11]","[2, 1, 10, 15, 12]","[2, 9, 20, 5, 4]","[3, 8, 19, 6, 3]"
27035,"[0, 2, 2, 5, 4]","[0, 0, 1, 7, 5]","[1, 3, 1, 6, 2]","[6, 3, 2, 0, 2]"
27051,"[0, 1, 6, 16, 26]","[1, 2, 10, 16, 19]","[1, 5, 15, 16, 11]","[1, 6, 24, 11, 6]"
27062,,,,
27063,,,,
27070,"[2, 3, 4, 22, 27]","[6, 11, 9, 17, 14]","[4, 12, 15, 14, 12]","[0, 3, 32, 10, 12]"
27075,"[0, 0, 0, 3, 17]","[0, 0, 2, 4, 14]","[3, 0, 4, 5, 8]","[0, 5, 11, 3, 1]"
27101,"[0, 1, 10, 28, 19]","[1, 4, 9, 22, 22]","[0, 10, 16, 17, 15]","[0, 6, 30, 12, 10]"
27220,"[0, 1, 5, 11, 10]","[2, 1, 3, 11, 9]","[1, 7, 7, 8, 3]","[1, 4, 17, 3, 1]"
27230,,,,
27246,,,,
27247,,,,
27255,"[0, 2, 0, 15, 6]","[0, 0, 2, 7, 13]","[0, 0, 5, 8, 9]","[0, 6, 13, 2, 1]"
27325,"[0, 0, 1, 9, 12]","[0, 1, 6, 8, 7]","[0, 2, 2, 7, 11]","[0, 0, 10, 9, 3]"
27330,"[0, 1, 2, 5, 5]","[1, 0, 3, 5, 3]","[1, 1, 2, 3, 5]","[0, 1, 5, 2, 3]"
27419,"[1, 0, 9, 28, 17]","[4, 5, 11, 24, 10]","[1, 11, 18, 15, 9]","[2, 10, 30, 4, 8]"
27422,"[2, 0, 0, 10, 37]","[1, 1, 2, 11, 34]","[1, 3, 8, 11, 26]","[1, 9, 28, 8, 3]"
27423,,,,
27430,"[1, 0, 2, 12, 31]","[4, 6, 4, 14, 17]","[9, 10, 8, 7, 11]","[0, 2, 10, 18, 15]"
27432,"[0, 0, 0, 2, 8]","[0, 0, 0, 1, 9]","[0, 0, 1, 2, 7]","[0, 1, 8, 1, 0]"
27436,,,,
27455,"[0, 7, 19, 13, 7]","[4, 7, 15, 12, 7]","[4, 11, 10, 14, 6]","[1, 8, 27, 2, 7]"
27460,,,,
27470,"[1, 4, 6, 26, 18]","[1, 7, 11, 17, 18]","[2, 4, 2, 13, 32]","[0, 4, 34, 7, 8]"
27472,"[0, 0, 0, 3, 1]","[0, 0, 0, 1, 3]","[0, 0, 1, 0, 3]","[0, 0, 4, 0, 0]"
27510,"[1, 1, 6, 9, 21]","[2, 4, 6, 8, 18]","[0, 0, 7, 9, 21]","[0, 0, 15, 11, 11]"
27665,,,,
27666,"[0, 0, 0, 10, 26]","[0, 0, 3, 13, 20]","[0, 0, 7, 10, 19]","[0, 0, 13, 18, 5]"
27800,,,,
27802,,,,
27803,,,,
27804,,,,
27805,,,,
27820,,,,
27823,,,,
27828,,,,
27832,,,,
27833,,,,
27838,,,,
27839,,,,
27840,,,,
27845,"[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 1, 2, 1]","[0, 0, 3, 0, 1]"
28010,"[0, 0, 1, 14, 24]","[0, 1, 2, 12, 24]","[1, 1, 9, 14, 14]","[0, 8, 24, 5, 2]"
28012,,,,
28016,,,,
28020,"[0, 1, 1, 6, 21]","[1, 1, 1, 9, 17]","[0, 0, 0, 5, 24]","[0, 0, 25, 3, 1]"
28021,"[0, 0, 0, 2, 1]","[0, 0, 1, 2, 0]","[0, 0, 1, 1, 1]","[0, 0, 2, 1, 0]"
28022,,,,
28025,"[0, 4, 4, 12, 4]","[7, 4, 6, 4, 2]","[11, 3, 5, 2, 2]","[0, 4, 12, 7, 0]"
28121,,,,
28123,,,,
28125,,,,
28140,,,,
28145,,,,
28150,,,,
28155,,,,
28157,"[0, 1, 1, 10, 10]","[1, 0, 1, 11, 8]","[0, 1, 1, 13, 7]","[0, 0, 10, 6, 5]"
28160,"[0, 0, 0, 5, 19]","[0, 2, 2, 7, 13]","[0, 1, 2, 8, 13]","[0, 0, 3, 6, 15]"
28165,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]"
28212,"[0, 1, 4, 6, 5]","[1, 0, 6, 7, 2]","[0, 3, 5, 5, 3]","[0, 3, 8, 5, 0]"
28213,,,,
28214,"[0, 0, 1, 2, 5]","[0, 1, 1, 2, 4]","[0, 1, 1, 1, 5]","[1, 0, 2, 4, 1]"
28216,"[0, 0, 1, 2, 10]","[0, 2, 0, 2, 9]","[0, 1, 0, 5, 7]","[0, 1, 10, 0, 2]"
28217,,,,
28221,"[0, 0, 2, 4, 3]","[0, 0, 4, 3, 2]","[0, 3, 4, 0, 2]","[0, 1, 8, 0, 0]"
28233,,,,
28242,,,,
28244,,,,
28271,"[0, 0, 0, 1, 9]","[0, 0, 0, 1, 9]","[0, 0, 3, 3, 4]","[0, 0, 5, 2, 3]"
28311,,,,
28315,,,,
28316,,,,
28322,,,,
28342,"[1, 6, 3, 8, 6]","[3, 5, 8, 2, 4]","[3, 4, 5, 7, 3]","[0, 1, 5, 5, 11]"
28344,"[1, 3, 1, 0, 1]","[2, 2, 0, 1, 1]","[2, 2, 0, 1, 1]","[0, 0, 2, 0, 4]"
28345,"[0, 2, 16, 26, 15]","[0, 7, 13, 22, 16]","[1, 1, 5, 13, 39]","[0, 9, 31, 12, 7]"
28346,"[0, 0, 0, 2, 3]","[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 2, 3, 0, 0]"
28350,"[5, 6, 10, 13, 10]","[8, 13, 3, 7, 13]","[0, 4, 9, 16, 14]","[0, 5, 24, 11, 4]"
28352,"[1, 0, 1, 19, 7]","[0, 1, 8, 13, 6]","[1, 1, 1, 11, 14]","[0, 0, 8, 13, 7]"
28361,"[0, 7, 5, 10, 6]","[3, 4, 8, 8, 5]","[2, 0, 4, 8, 14]","[0, 2, 7, 16, 3]"
28412,,,,
28420,,,,
28423,"[0, 0, 0, 6, 10]","[1, 0, 2, 6, 6]","[0, 0, 0, 5, 10]","[0, 0, 9, 5, 1]"
28434,"[1, 1, 4, 15, 14]","[0, 2, 6, 16, 10]","[0, 3, 7, 12, 12]","[2, 3, 20, 7, 3]"
28443,"[1, 0, 2, 1, 7]","[0, 0, 3, 4, 5]","[1, 1, 2, 2, 6]","[0, 1, 2, 5, 4]"
28451,"[0, 0, 1, 5, 12]","[0, 0, 3, 4, 11]","[0, 0, 0, 4, 14]","[0, 0, 6, 9, 3]"
28455,,,,
28485,,,,
28530,,,,
28720,,,,
28725,,,,
28730,,,,
28737,"[0, 0, 1, 10, 3]","[0, 0, 2, 10, 2]","[0, 0, 3, 7, 4]","[0, 1, 8, 3, 2]"
28745,,,,
28747,,,,
28750,,,,
28751,,,,
28755,,,,
28761,,,,
28777,"[0, 0, 0, 1, 2]","[0, 0, 2, 0, 1]","[0, 0, 0, 0, 3]","[0, 1, 2, 0, 0]"
28811,"[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 1, 1, 1]","[0, 0, 0, 2, 1]"
28831,,,,
28845,,,,
28850,"[0, 2, 15, 34, 13]","[2, 4, 11, 27, 20]","[0, 1, 6, 18, 39]","[0, 11, 42, 5, 6]"
28852,,,,
28855,"[3, 4, 24, 47, 38]","[7, 11, 34, 40, 22]","[4, 20, 32, 37, 19]","[1, 19, 50, 27, 16]"
28857,,,,
28870,,,,
28871,"[0, 0, 1, 3, 4]","[0, 0, 1, 3, 4]","[0, 0, 2, 3, 3]","[0, 1, 3, 1, 3]"
28872,,,,
28905,,,,
28908,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28909,"[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]","[0, 0, 1, 1, 0]","[0, 1, 1, 0, 0]"
28917,,,,
28923,,,,
28927,,,,
28928,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28930,,,,
28932,,,,
28934,,,,
29902,,,,
29905,,,,
29907,,,,
30010,,,,
30015,,,,
30020,"[0, 0, 0, 7, 5]","[0, 1, 2, 3, 6]","[0, 0, 0, 5, 7]","[0, 1, 10, 1, 0]"
30021,,,,
30032,,,,
30035,,,,
30081,"[0, 1, 2, 11, 10]","[0, 2, 2, 13, 7]","[0, 1, 5, 11, 7]","[1, 7, 10, 3, 3]"
30082,"[0, 0, 0, 7, 9]","[0, 0, 0, 8, 8]","[0, 0, 2, 4, 10]","[0, 2, 7, 6, 1]"
30101,,,,
30102,"[2, 6, 6, 7, 3]","[3, 5, 7, 7, 1]","[5, 10, 6, 2, 0]","[3, 10, 9, 0, 1]"
30110,"[0, 0, 0, 1, 3]","[0, 0, 0, 2, 2]","[0, 0, 0, 1, 3]","[0, 0, 4, 0, 0]"
30121,"[0, 1, 5, 9, 17]","[3, 5, 4, 10, 10]","[1, 8, 5, 7, 11]","[1, 9, 13, 4, 5]"
30131,,,,
30142,"[0, 0, 0, 4, 3]","[0, 0, 1, 6, 0]","[0, 2, 4, 1, 0]","[0, 1, 4, 1, 1]"
30150,"[0, 0, 0, 1, 1]","[0, 1, 0, 0, 1]","[0, 1, 0, 0, 1]","[0, 0, 1, 1, 0]"
30160,"[0, 0, 1, 7, 9]","[0, 3, 4, 6, 4]","[0, 0, 2, 9, 6]","[0, 1, 10, 3, 3]"
30202,,,,
30221,,,,
30222,,,,
30223,,,,
30224,,,,
30230,,,,
30300,,,,
30310,"[0, 1, 5, 4, 3]","[2, 2, 1, 6, 2]","[0, 0, 0, 9, 4]","[0, 0, 9, 3, 1]"
30320,"[0, 0, 3, 3, 1]","[0, 2, 2, 0, 3]","[0, 0, 0, 2, 5]","[0, 0, 2, 5, 0]"
30330,,,,
30340,"[0, 0, 0, 1, 11]","[0, 0, 3, 3, 6]","[1, 0, 5, 1, 5]","[1, 1, 7, 1, 2]"
30350,,,,
30400,,,,
30405,"[0, 0, 1, 5, 8]","[0, 2, 4, 3, 4]","[1, 2, 5, 3, 2]","[0, 0, 6, 5, 2]"
30410,,,,
30415,,,,
30421,"[0, 0, 1, 1, 6]","[0, 0, 2, 3, 3]","[1, 1, 5, 1, 0]","[0, 1, 3, 1, 3]"
30428,"[0, 0, 1, 0, 5]","[0, 1, 0, 1, 4]","[0, 0, 2, 3, 1]","[0, 1, 2, 2, 1]"
30430,,,,
30510,"[0, 0, 0, 0, 8]","[0, 0, 0, 1, 7]","[0, 0, 0, 0, 8]","[0, 1, 4, 1, 2]"
30530,"[0, 0, 2, 8, 10]","[0, 2, 4, 8, 6]","[0, 0, 2, 8, 10]","[0, 1, 8, 8, 3]"
30531,"[0, 0, 1, 10, 18]","[0, 0, 4, 11, 14]","[0, 2, 6, 8, 13]","[0, 0, 12, 10, 7]"
30540,,,,
30545,,,,
30552,,,,
