COURSE,F26_LEARNING,F26_MOTIVATION,F26_FEEDBACK,F26_WORKLOAD
02160,"[0, 0, 1, 2, 8]","[0, 2, 0, 2, 7]","[1, 0, 1, 2, 7]","[0, 1, 4, 4, 2]"
02161,"[5, 10, 10, 12, 2]","[12, 10, 8, 7, 2]","[5, 17, 11, 4, 2]","[2, 10, 23, 3, 1]"
02162,,,,
02170,"[1, 3, 4, 15, 21]","[0, 2, 10, 13, 17]","[2, 6, 9, 16, 10]","[1, 5, 23, 11, 3]"
02180,"[0, 3, 12, 22, 36]","[2, 6, 8, 32, 26]","[1, 4, 16, 31, 22]","[1, 7, 30, 19, 17]"
02182,"[0, 0, 0, 3, 3]","[0, 0, 0, 3, 3]","[0, 0, 1, 0, 5]","[0, 1, 3, 2, 0]"
02195,"[2, 7, 4, 2, 4]","[3, 5, 8, 1, 2]","[5, 6, 7, 0, 1]","[1, 1, 10, 6, 1]"
02196,"[2, 3, 8, 1, 1]","[2, 6, 3, 3, 1]","[7, 3, 3, 1, 1]","[0, 2, 10, 2, 1]"
02201,,,,
02203,,,,
02205,"[1, 0, 0, 6, 4]","[1, 1, 5, 2, 2]","[2, 2, 1, 3, 2]","[0, 0, 4, 4, 2]"
02207,,,,
02209,,,,
02211,"[0, 0, 0, 10, 6]","[1, 0, 5, 5, 5]","[0, 4, 2, 7, 3]","[0, 2, 8, 5, 1]"
02214,"[0, 1, 5, 8, 2]","[1, 2, 4, 8, 1]","[2, 2, 1, 8, 3]","[0, 3, 8, 5, 0]"
02225,"[2, 8, 12, 33, 11]","[6, 12, 14, 23, 11]","[2, 2, 8, 29, 25]","[2, 10, 32, 14, 7]"
02226,,,,
02231,,,,
02232,"[0, 0, 1, 6, 9]","[0, 2, 1, 7, 6]","[0, 0, 3, 5, 8]","[1, 2, 8, 3, 2]"
02234,,,,
02242,,,,
02244,"[0, 1, 7, 15, 14]","[0, 3, 11, 12, 11]","[0, 3, 7, 10, 16]","[0, 3, 20, 14, 0]"
02245,,,,
02246,,,,
02247,"[1, 2, 2, 13, 11]","[2, 1, 3, 11, 11]","[1, 4, 7, 11, 5]","[2, 1, 12, 9, 4]"
02249,,,,
02256,"[0, 2, 1, 5, 4]","[0, 2, 4, 4, 2]","[1, 1, 0, 4, 6]","[0, 0, 5, 2, 5]"
02258,,,,
02262,,,,
02266,,,,
02267,,,,
02268,,,,
02269,,,,
02270,,,,
02271,"[1, 2, 4, 13, 13]","[1, 4, 5, 9, 13]","[5, 6, 7, 6, 8]","[2, 4, 17, 5, 4]"
02275,,,,
02276,"[1, 1, 5, 7, 9]","[0, 2, 7, 6, 7]","[1, 2, 5, 5, 9]","[1, 3, 12, 5, 1]"
02277,"[0, 2, 5, 14, 10]","[2, 0, 6, 12, 11]","[2, 3, 4, 12, 10]","[0, 3, 14, 10, 4]"
02278,"[1, 0, 0, 2, 13]","[1, 1, 0, 5, 9]","[1, 2, 1, 5, 7]","[0, 1, 5, 5, 5]"
02282,"[0, 1, 2, 6, 15]","[2, 5, 4, 6, 7]","[2, 1, 4, 7, 10]","[2, 2, 5, 6, 9]"
02285,"[2, 0, 6, 14, 24]","[1, 3, 6, 11, 24]","[0, 0, 5, 13, 27]","[0, 1, 9, 19, 15]"
02287,,,,
02289,,,,
02291,"[3, 5, 13, 16, 14]","[5, 4, 16, 12, 14]","[0, 10, 15, 9, 17]","[6, 6, 24, 7, 7]"
02311,,,,
02312,,,,
02321,,,,
02322,"[0, 1, 10, 6, 5]","[3, 4, 7, 7, 1]","[5, 2, 7, 6, 2]","[0, 1, 9, 7, 5]"
02323,"[1, 4, 7, 7, 10]","[3, 4, 9, 8, 5]","[3, 2, 5, 7, 11]","[0, 4, 12, 9, 4]"
02324,"[5, 1, 3, 5, 5]","[6, 1, 4, 5, 3]","[2, 0, 3, 3, 11]","[0, 3, 3, 7, 6]"
02325,"[0, 1, 0, 4, 2]","[0, 1, 2, 2, 2]","[0, 1, 1, 3, 2]","[0, 1, 2, 4, 0]"
02326,"[1, 2, 4, 7, 14]","[1, 4, 7, 6, 9]","[0, 4, 3, 8, 12]","[0, 10, 10, 2, 5]"
02327,,,,
02328,"[0, 1, 0, 2, 0]","[1, 0, 0, 2, 0]","[0, 0, 1, 2, 0]","[0, 1, 1, 1, 0]"
02329,"[1, 1, 0, 1, 0]","[1, 1, 0, 1, 0]","[2, 1, 0, 0, 0]","[0, 0, 2, 0, 1]"
02335,,,,
02339,,,,
02343,"[1, 2, 5, 6, 6]","[3, 4, 3, 5, 5]","[1, 1, 3, 3, 12]","[2, 1, 7, 7, 3]"
02349,"[2, 1, 0, 3, 2]","[2, 0, 4, 2, 0]","[2, 1, 1, 2, 2]","[1, 0, 1, 2, 4]"
02369,,,,
02402,"[7, 17, 44, 49, 20]","[27, 40, 31, 24, 14]","[4, 17, 37, 45, 32]","[4, 14, 65, 37, 14]"
02403,"[0, 4, 3, 19, 12]","[6, 7, 13, 8, 4]","[1, 0, 4, 15, 18]","[1, 9, 18, 9, 1]"
02405,,,,
02407,,,,
02409,,,,
02411,"[1, 4, 3, 11, 8]","[3, 1, 7, 7, 8]","[2, 3, 8, 9, 4]","[2, 2, 13, 5, 4]"
02413,,,,
02417,"[2, 6, 17, 23, 14]","[7, 5, 14, 23, 12]","[3, 6, 16, 22, 14]","[4, 6, 28, 16, 7]"
02419,,,,
02421,"[0, 0, 0, 3, 4]","[0, 0, 5, 1, 1]","[1, 2, 2, 1, 1]","[0, 1, 3, 3, 0]"
02425,,,,
02426,,,,
02427,,,,
02428,,,,
02429,,,,
02431,,,,
02435,"[0, 0, 4, 7, 10]","[1, 2, 3, 7, 8]","[3, 1, 4, 6, 7]","[0, 2, 7, 7, 5]"
02441,,,,
02443,"[0, 0, 2, 7, 13]","[1, 0, 2, 11, 8]","[1, 4, 6, 3, 7]","[0, 3, 4, 9, 6]"
02445,"[0, 0, 1, 2, 2]","[0, 1, 0, 3, 1]","[1, 1, 1, 1, 1]","[0, 2, 2, 1, 0]"
02451,"[1, 3, 8, 20, 45]","[6, 9, 13, 21, 28]","[5, 4, 12, 21, 35]","[2, 3, 16, 29, 27]"
02452,,,,
02455,,,,
02456,,,,
02458,,,,
02460,"[0, 1, 3, 6, 29]","[0, 2, 7, 11, 19]","[9, 13, 6, 4, 7]","[0, 0, 9, 20, 10]"
02461,,,,
02462,,,,
02463,"[0, 1, 0, 1, 6]","[0, 0, 1, 3, 3]","[0, 0, 1, 4, 2]","[0, 2, 5, 0, 0]"
02464,,,,
02465,"[0, 2, 2, 3, 14]","[2, 1, 2, 6, 10]","[0, 1, 5, 6, 8]","[0, 0, 8, 7, 6]"
02466,"[0, 0, 3, 13, 17]","[2, 8, 7, 9, 7]","[0, 3, 5, 11, 14]","[0, 1, 15, 11, 6]"
02467,"[1, 0, 1, 4, 2]","[0, 2, 2, 3, 1]","[0, 1, 1, 4, 2]","[0, 2, 5, 1, 0]"
02471,,,,
02476,,,,
02477,"[0, 3, 0, 8, 23]","[2, 5, 2, 8, 17]","[0, 2, 4, 7, 21]","[0, 0, 8, 14, 12]"
02492,,,,
02501,"[1, 2, 1, 4, 11]","[2, 0, 4, 7, 6]","[1, 2, 4, 9, 3]","[0, 1, 4, 11, 3]"
02503,,,,
02504,"[0, 1, 3, 6, 10]","[0, 1, 4, 7, 8]","[0, 3, 4, 7, 6]","[0, 1, 10, 5, 4]"
02506,"[0, 1, 1, 1, 7]","[0, 0, 1, 2, 7]","[0, 0, 1, 1, 8]","[0, 1, 6, 3, 0]"
02510,"[0, 0, 0, 2, 4]","[0, 0, 0, 1, 5]","[1, 0, 0, 1, 4]","[0, 0, 5, 0, 0]"
02515,"[1, 0, 0, 8, 4]","[0, 0, 2, 5, 6]","[2, 1, 2, 5, 3]","[2, 4, 5, 2, 0]"
02516,,,,
02517,,,,
02518,"[0, 0, 1, 1, 0]","[0, 0, 0, 1, 1]","[1, 1, 0, 0, 0]","[0, 1, 1, 0, 0]"
02525,,,,
02526,"[5, 1, 11, 11, 4]","[5, 3, 7, 8, 6]","[1, 1, 3, 12, 12]","[2, 4, 19, 4, 0]"
02561,,,,
02562,,,,
02563,,,,
02566,"[0, 1, 0, 2, 8]","[0, 1, 1, 2, 7]","[1, 0, 2, 4, 4]","[0, 0, 3, 6, 2]"
02581,,,,
02582,"[2, 8, 9, 8, 9]","[6, 3, 11, 12, 4]","[6, 6, 9, 9, 5]","[4, 0, 18, 8, 5]"
02586,,,,
02601,"[0, 0, 2, 7, 21]","[0, 3, 2, 10, 14]","[0, 0, 2, 8, 19]","[1, 7, 14, 5, 2]"
02611,"[0, 1, 3, 5, 7]","[2, 3, 2, 7, 2]","[1, 2, 5, 6, 2]","[1, 0, 4, 6, 5]"
02612,"[0, 4, 5, 7, 4]","[3, 6, 3, 5, 3]","[4, 6, 5, 1, 3]","[0, 2, 11, 4, 2]"
02613,"[1, 3, 5, 29, 49]","[1, 4, 4, 33, 45]","[1, 5, 25, 29, 27]","[1, 10, 49, 16, 11]"
02614,,,,
02615,,,,
02616,,,,
02619,,,,
02623,,,,
02624,,,,
02635,,,,
02686,"[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 3, 0, 0]"
02687,"[0, 0, 2, 5, 6]","[0, 0, 1, 5, 7]","[0, 0, 3, 5, 5]","[0, 2, 2, 8, 1]"
02689,,,,
02805,,,,
02806,"[0, 0, 2, 11, 18]","[0, 0, 1, 10, 20]","[0, 1, 3, 7, 20]","[0, 5, 14, 6, 6]"
02807,,,,
02808,"[0, 0, 1, 5, 3]","[0, 0, 2, 1, 6]","[0, 1, 1, 3, 4]","[0, 1, 4, 3, 1]"
02810,,,,
02830,,,,
02840,,,,
02841,,,,
02901,,,,
02910,,,,
02935,"[0, 0, 0, 0, 4]","[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]","[0, 0, 2, 1, 1]"
02946,,,,
02949,,,,
02955,,,,
02960,,,,
02980,,,,
02981,,,,
02982,,,,
02983,,,,
02984,,,,
02987,,,,
02988,,,,
02989,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10031,"[0, 0, 1, 5, 25]","[0, 2, 2, 11, 16]","[0, 2, 4, 10, 14]","[0, 1, 8, 13, 8]"
10033,"[1, 1, 4, 15, 33]","[3, 4, 9, 23, 13]","[1, 0, 3, 16, 32]","[2, 6, 22, 16, 6]"
10034,"[1, 1, 4, 22, 18]","[0, 3, 14, 20, 9]","[1, 5, 22, 13, 5]","[0, 5, 26, 11, 4]"
10035,,,,
10036,,,,
10037,"[0, 0, 0, 15, 55]","[0, 2, 9, 32, 27]","[0, 1, 1, 17, 51]","[1, 9, 44, 10, 6]"
10054,"[0, 1, 2, 4, 5]","[1, 0, 5, 4, 2]","[0, 3, 3, 1, 4]","[0, 1, 3, 7, 0]"
10060,"[10, 48, 89, 110, 54]","[32, 50, 95, 93, 37]","[35, 71, 83, 86, 31]","[20, 61, 132, 62, 30]"
10062,,,,
10065,,,,
10080,"[0, 2, 3, 13, 19]","[0, 2, 10, 16, 9]","[3, 6, 12, 13, 3]","[2, 3, 21, 7, 4]"
10081,,,,
10102,"[0, 0, 0, 2, 21]","[0, 0, 1, 7, 15]","[0, 1, 4, 8, 10]","[0, 3, 8, 8, 4]"
10104,"[1, 0, 1, 5, 11]","[2, 0, 2, 8, 5]","[1, 2, 4, 4, 6]","[0, 0, 4, 6, 7]"
10112,,,,
10122,,,,
10200,,,,
10208,,,,
10209,"[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]","[0, 0, 3, 1, 0]"
10240,"[0, 1, 6, 8, 9]","[1, 4, 2, 10, 7]","[0, 2, 3, 10, 8]","[1, 4, 13, 3, 3]"
10255,,,,
10260,"[0, 1, 0, 3, 3]","[0, 0, 2, 2, 3]","[0, 0, 1, 3, 3]","[0, 0, 1, 3, 3]"
10302,"[0, 0, 1, 8, 5]","[0, 0, 4, 8, 2]","[0, 4, 5, 5, 0]","[0, 3, 5, 5, 1]"
10304,"[0, 0, 1, 2, 5]","[0, 2, 0, 2, 4]","[0, 1, 2, 2, 3]","[0, 0, 2, 3, 3]"
10306,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
10314,"[0, 0, 0, 0, 5]","[0, 0, 1, 2, 2]","[0, 1, 1, 3, 0]","[1, 0, 2, 1, 1]"
10315,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]"
10316,,,,
10317,"[0, 0, 0, 4, 5]","[0, 0, 2, 5, 2]","[0, 0, 2, 5, 2]","[0, 3, 4, 1, 1]"
10319,,,,
10321,,,,
10325,,,,
10331,,,,
10333,,,,
10337,,,,
10339,,,,
10346,"[0, 0, 2, 1, 10]","[0, 1, 1, 5, 6]","[0, 0, 0, 2, 11]","[0, 0, 5, 8, 0]"
10350,"[0, 0, 0, 2, 8]","[0, 0, 1, 4, 5]","[0, 0, 1, 2, 7]","[0, 0, 8, 0, 2]"
10380,"[0, 0, 0, 5, 10]","[0, 1, 1, 3, 10]","[1, 2, 3, 5, 4]","[0, 1, 4, 9, 1]"
10384,,,,
10385,"[0, 0, 1, 10, 13]","[0, 0, 3, 9, 11]","[0, 3, 11, 5, 4]","[0, 1, 11, 4, 6]"
10386,"[0, 0, 0, 7, 6]","[0, 0, 0, 4, 9]","[0, 1, 0, 4, 8]","[0, 2, 7, 2, 2]"
10387,"[0, 0, 2, 7, 14]","[0, 0, 2, 5, 16]","[0, 1, 3, 4, 15]","[0, 3, 13, 3, 4]"
10400,,,,
10401,"[0, 1, 0, 9, 9]","[0, 0, 2, 6, 11]","[0, 0, 1, 7, 11]","[0, 7, 10, 2, 0]"
10402,"[0, 0, 0, 3, 12]","[0, 1, 0, 2, 12]","[0, 1, 4, 5, 5]","[0, 2, 11, 1, 1]"
10405,,,,
10411,"[0, 0, 0, 3, 8]","[0, 1, 1, 2, 7]","[0, 2, 1, 1, 7]","[0, 0, 7, 3, 1]"
10413,,,,
10414,"[0, 0, 0, 2, 6]","[0, 0, 0, 1, 7]","[0, 0, 1, 0, 7]","[0, 3, 4, 1, 0]"
10420,"[0, 0, 1, 9, 3]","[0, 0, 1, 2, 10]","[0, 1, 3, 3, 6]","[0, 2, 10, 1, 0]"
10506,,,,
10507,"[0, 0, 0, 1, 2]","[0, 0, 0, 3, 0]","[0, 0, 1, 2, 0]","[0, 0, 3, 0, 0]"
10508,,,,
10509,,,,
10511,,,,
10512,,,,
10514,,,,
10515,,,,
10519,,,,
10520,,,,
10521,,,,
10530,,,,
10540,,,,
10550,,,,
10590,,,,
10603,"[0, 1, 0, 1, 1]","[0, 0, 0, 3, 0]","[0, 0, 1, 1, 1]","[0, 1, 2, 0, 0]"
10605,,,,
10610,,,,
10720,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10721,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
10722,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10730,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10731,"[0, 0, 1, 0, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
10732,,,,
10750,,,,
10850,"[0, 0, 0, 5, 5]","[0, 0, 1, 5, 4]","[0, 0, 0, 3, 7]","[0, 0, 2, 4, 4]"
10851,,,,
10852,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
10855,,,,
10862,"[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 0, 0, 1, 4]","[0, 0, 3, 1, 1]"
10863,,,,
10864,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10870,,,,
10871,"[0, 0, 0, 2, 1]","[0, 1, 0, 2, 0]","[0, 0, 0, 1, 2]","[0, 1, 2, 0, 0]"
10916,,,,
10935,,,,
12000,,,,
12003,"[0, 0, 0, 3, 16]","[0, 1, 1, 4, 13]","[0, 0, 1, 9, 9]","[0, 1, 12, 4, 2]"
12100,"[42, 38, 47, 25, 13]","[56, 31, 43, 20, 11]","[15, 24, 45, 48, 30]","[22, 28, 80, 20, 10]"
12101,"[60, 71, 66, 42, 36]","[89, 53, 64, 32, 34]","[29, 50, 56, 72, 64]","[29, 45, 120, 45, 30]"
12102,,,,
12104,,,,
12105,,,,
12106,,,,
12109,,,,
12111,,,,
12115,"[1, 2, 2, 2, 10]","[3, 2, 3, 4, 5]","[1, 2, 3, 4, 7]","[1, 0, 6, 3, 7]"
12121,"[0, 0, 2, 11, 7]","[0, 1, 3, 9, 7]","[0, 2, 6, 5, 7]","[0, 0, 8, 8, 4]"
12122,,,,
12125,,,,
12130,,,,
12132,,,,
12134,,,,
12139,,,,
12143,,,,
12145,,,,
12150,,,,
12202,"[0, 2, 2, 15, 11]","[2, 2, 7, 13, 6]","[2, 5, 7, 8, 8]","[0, 6, 11, 12, 1]"
12203,"[0, 0, 0, 0, 9]","[0, 0, 0, 3, 5]","[0, 0, 4, 3, 1]","[0, 0, 3, 3, 2]"
12205,"[1, 8, 10, 16, 16]","[9, 4, 10, 16, 10]","[5, 2, 9, 21, 11]","[1, 6, 24, 7, 9]"
12211,"[0, 0, 0, 1, 13]","[0, 0, 0, 4, 10]","[0, 1, 3, 1, 9]","[0, 1, 3, 9, 1]"
12227,"[0, 4, 9, 11, 8]","[0, 5, 12, 7, 8]","[1, 3, 14, 6, 8]","[1, 6, 14, 8, 3]"
12228,,,,
12231,"[0, 1, 3, 7, 6]","[1, 0, 3, 5, 8]","[0, 1, 1, 3, 12]","[0, 5, 8, 2, 2]"
12237,"[0, 1, 1, 17, 23]","[1, 0, 6, 19, 16]","[5, 9, 14, 7, 7]","[1, 8, 21, 7, 5]"
12238,"[0, 0, 5, 14, 5]","[1, 1, 5, 12, 4]","[1, 0, 4, 10, 8]","[1, 1, 18, 3, 0]"
12240,,,,
12245,,,,
12250,,,,
12320,"[1, 2, 5, 6, 6]","[4, 4, 3, 7, 2]","[9, 5, 3, 3, 0]","[0, 0, 8, 7, 5]"
12330,"[0, 0, 1, 3, 13]","[1, 0, 1, 4, 11]","[0, 0, 1, 5, 11]","[0, 0, 11, 3, 3]"
12331,"[0, 0, 1, 5, 9]","[0, 0, 1, 6, 8]","[0, 0, 3, 8, 4]","[0, 2, 12, 1, 0]"
12336,,,,
12345,"[0, 0, 0, 1, 15]","[0, 1, 0, 3, 12]","[0, 1, 2, 3, 10]","[0, 0, 3, 5, 8]"
12350,,,,
12360,"[0, 1, 10, 20, 27]","[0, 0, 3, 20, 35]","[0, 1, 5, 25, 27]","[1, 10, 29, 15, 1]"
12361,,,,
12362,,,,
12363,"[0, 0, 1, 4, 8]","[0, 0, 0, 4, 9]","[0, 0, 2, 5, 5]","[0, 3, 9, 1, 0]"
12410,,,,
12411,"[0, 0, 6, 14, 2]","[0, 5, 9, 6, 2]","[6, 8, 5, 3, 0]","[1, 4, 14, 3, 0]"
12412,,,,
12415,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[0, 0, 2, 0, 1]"
12421,,,,
12422,"[0, 6, 7, 13, 5]","[1, 8, 11, 8, 2]","[2, 5, 11, 7, 5]","[0, 1, 15, 12, 2]"
12423,,,,
12430,,,,
12431,,,,
12451,,,,
12452,"[1, 0, 0, 0, 6]","[1, 0, 0, 2, 4]","[1, 0, 2, 2, 2]","[0, 0, 2, 4, 1]"
12551,"[3, 6, 26, 45, 21]","[11, 22, 40, 18, 9]","[26, 30, 27, 7, 10]","[2, 10, 32, 25, 30]"
12552,,,,
12601,,,,
12603,"[1, 2, 5, 12, 21]","[2, 3, 8, 13, 15]","[3, 6, 15, 11, 6]","[0, 11, 18, 10, 2]"
12604,"[0, 1, 0, 5, 6]","[2, 0, 1, 7, 1]","[1, 1, 2, 5, 2]","[1, 1, 4, 3, 2]"
12605,,,,
12611,,,,
12612,"[0, 0, 0, 5, 15]","[0, 0, 4, 6, 10]","[3, 3, 4, 7, 3]","[0, 1, 12, 7, 0]"
12614,"[0, 2, 3, 12, 14]","[0, 3, 5, 12, 11]","[0, 2, 7, 16, 6]","[0, 3, 18, 6, 4]"
12615,,,,
12616,,,,
12701,,,,
12772,,,,
12773,"[0, 1, 3, 18, 15]","[1, 1, 5, 20, 10]","[0, 1, 7, 15, 14]","[0, 1, 14, 17, 5]"
12775,"[0, 0, 0, 5, 17]","[0, 2, 2, 8, 10]","[0, 0, 1, 8, 13]","[0, 1, 9, 9, 3]"
12821,,,,
12831,,,,
12832,,,,
12836,"[0, 1, 0, 5, 2]","[0, 2, 1, 3, 2]","[0, 0, 3, 1, 4]","[0, 0, 4, 2, 2]"
12854,"[0, 0, 0, 0, 6]","[0, 0, 0, 2, 4]","[0, 1, 0, 1, 4]","[0, 1, 3, 1, 1]"
12856,"[0, 0, 0, 2, 18]","[0, 0, 0, 2, 18]","[0, 1, 0, 8, 11]","[0, 1, 11, 4, 4]"
12902,"[0, 0, 1, 2, 3]","[0, 0, 0, 3, 3]","[0, 0, 0, 2, 4]","[0, 0, 4, 1, 1]"
12911,"[1, 0, 4, 8, 2]","[1, 1, 1, 8, 4]","[2, 1, 4, 4, 4]","[1, 1, 11, 2, 0]"
12919,,,,
12920,,,,
12926,,,,
12936,,,,
12950,,,,
12951,,,,
12952,,,,
12953,"[0, 1, 1, 3, 15]","[1, 0, 0, 7, 12]","[1, 2, 7, 5, 5]","[0, 3, 11, 4, 2]"
12954,"[0, 0, 1, 1, 2]","[0, 0, 0, 2, 2]","[0, 0, 0, 1, 3]","[0, 1, 2, 1, 0]"
12958,"[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 0, 2, 2]","[0, 0, 4, 0, 0]"
12B1B,,,,
22001,,,,
22002,,,,
22003,"[0, 0, 1, 13, 15]","[0, 0, 3, 17, 9]","[0, 0, 3, 11, 15]","[0, 1, 7, 16, 5]"
22005,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22006,,,,
22007,,,,
22050,"[1, 1, 10, 15, 11]","[1, 7, 15, 12, 3]","[5, 7, 8, 10, 8]","[0, 2, 18, 10, 8]"
22051,,,,
22052,,,,
22053,,,,
22054,,,,
22058,"[2, 8, 12, 15, 5]","[4, 7, 10, 16, 4]","[7, 12, 10, 7, 5]","[4, 10, 21, 5, 1]"
22059,"[1, 3, 1, 3, 5]","[1, 1, 2, 3, 6]","[0, 3, 2, 4, 4]","[0, 0, 7, 3, 3]"
22060,,,,
22061,,,,
22062,,,,
22100,,,,
22102,,,,
22107,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22111,,,,
22112,,,,
22115,"[0, 0, 2, 9, 9]","[0, 2, 0, 4, 13]","[0, 2, 3, 5, 9]","[0, 3, 9, 1, 6]"
22116,,,,
22117,"[1, 2, 6, 11, 18]","[3, 2, 5, 8, 20]","[2, 4, 2, 10, 20]","[1, 5, 18, 7, 7]"
