COURSE,E22_LEARNING,E22_MOTIVATION,E22_FEEDBACK,E22_WORKLOAD
22000,"[0, 2, 0, 9, 22]","[0, 0, 2, 12, 19]","[0, 3, 6, 16, 8]","[0, 2, 21, 7, 3]"
22001,"[2, 0, 5, 13, 15]","[2, 0, 7, 13, 13]","[0, 1, 4, 10, 19]","[0, 2, 16, 7, 8]"
22002,"[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 2, 2, 0]"
22003,,,,
22004,,,,
22005,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
22050,,,,
22051,"[0, 3, 6, 11, 30]","[2, 4, 11, 13, 19]","[0, 2, 4, 18, 24]","[0, 3, 29, 11, 6]"
22052,,,,
22053,"[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]","[0, 1, 1, 0, 2]","[0, 0, 3, 1, 0]"
22054,,,,
22055,"[1, 2, 9, 10, 5]","[2, 4, 8, 8, 5]","[14, 9, 1, 3, 0]","[0, 1, 15, 6, 5]"
22056,,,,
22057,,,,
22100,,,,
22101,"[2, 2, 5, 13, 21]","[2, 2, 4, 16, 19]","[3, 4, 8, 11, 17]","[1, 2, 17, 17, 6]"
22107,,,,
22110,"[0, 3, 3, 7, 27]","[0, 3, 4, 7, 25]","[2, 2, 7, 11, 17]","[1, 2, 14, 9, 13]"
22111,"[1, 12, 13, 35, 32]","[5, 15, 23, 26, 21]","[9, 16, 21, 26, 18]","[4, 34, 37, 11, 3]"
22112,,,,
22113,,,,
22115,,,,
22117,,,,
22123,,,,
22125,,,,
22126,"[0, 1, 1, 7, 15]","[0, 0, 3, 8, 13]","[1, 2, 5, 6, 10]","[0, 3, 12, 5, 4]"
22140,"[0, 1, 3, 12, 7]","[1, 2, 2, 11, 7]","[1, 3, 5, 9, 5]","[2, 9, 11, 1, 0]"
22145,,,,
22175,,,,
22179,"[0, 0, 0, 1, 8]","[0, 0, 1, 2, 6]","[0, 0, 1, 2, 6]","[0, 1, 4, 2, 2]"
22180,"[0, 5, 7, 17, 17]","[2, 6, 7, 15, 15]","[1, 4, 11, 13, 16]","[2, 16, 20, 7, 0]"
22200,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
22201,,,,
22202,,,,
22203,"[0, 1, 3, 7, 3]","[0, 4, 4, 3, 3]","[1, 2, 2, 5, 3]","[0, 1, 8, 3, 1]"
22205,,,,
22206,,,,
22207,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
22208,"[1, 3, 6, 9, 15]","[2, 7, 11, 10, 4]","[8, 9, 9, 5, 3]","[0, 4, 16, 11, 3]"
22230,,,,
22231,"[3, 3, 4, 13, 4]","[6, 4, 6, 5, 6]","[1, 3, 1, 8, 14]","[1, 9, 9, 4, 4]"
22232,,,,
22235,,,,
22236,,,,
22237,"[0, 1, 3, 14, 10]","[0, 2, 4, 10, 12]","[0, 3, 4, 10, 10]","[0, 4, 15, 6, 3]"
22281,,,,
22282,,,,
22283,"[0, 1, 5, 7, 5]","[2, 2, 2, 8, 4]","[0, 3, 4, 10, 1]","[0, 0, 8, 4, 6]"
22284,,,,
22285,,,,
22400,,,,
22403,,,,
22433,"[2, 11, 15, 17, 12]","[14, 11, 16, 10, 6]","[12, 8, 14, 15, 8]","[1, 6, 16, 20, 14]"
22435,"[2, 6, 8, 12, 6]","[3, 7, 11, 9, 4]","[3, 9, 8, 11, 3]","[3, 1, 25, 5, 0]"
22437,,,,
22446,,,,
22451,"[0, 0, 0, 2, 8]","[0, 0, 0, 6, 4]","[0, 2, 4, 3, 1]","[1, 4, 4, 1, 0]"
22475,"[0, 1, 0, 6, 7]","[0, 0, 0, 7, 7]","[0, 0, 0, 3, 11]","[0, 2, 8, 3, 1]"
22481,"[1, 0, 2, 7, 14]","[1, 2, 0, 7, 14]","[0, 1, 4, 12, 7]","[0, 0, 13, 9, 2]"
22485,"[0, 0, 0, 3, 12]","[0, 0, 0, 6, 9]","[0, 1, 2, 6, 6]","[0, 1, 4, 6, 4]"
22486,,,,
22487,,,,
22506,,,,
22507,"[0, 0, 0, 0, 4]","[0, 0, 0, 2, 2]","[0, 1, 1, 1, 1]","[0, 0, 2, 2, 0]"
22508,,,,
22510,,,,
22511,"[0, 0, 1, 3, 5]","[0, 0, 2, 5, 2]","[0, 0, 0, 5, 4]","[0, 2, 4, 2, 1]"
22512,"[0, 0, 0, 3, 4]","[0, 0, 1, 4, 2]","[0, 0, 0, 2, 5]","[0, 2, 3, 1, 1]"
22513,,,,
22525,"[0, 1, 0, 2, 4]","[1, 0, 1, 1, 4]","[1, 0, 0, 3, 3]","[0, 0, 2, 1, 4]"
22530,"[0, 0, 0, 2, 1]","[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[0, 0, 1, 0, 2]"
22600,"[0, 0, 9, 16, 17]","[3, 4, 12, 15, 4]","[0, 0, 4, 17, 18]","[1, 13, 22, 3, 0]"
22602,,,,
22603,"[0, 0, 1, 2, 8]","[0, 0, 0, 4, 7]","[0, 0, 3, 4, 4]","[0, 0, 7, 3, 1]"
22604,,,,
22652,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22653,,,,
22654,,,,
22655,,,,
22656,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22680,"[0, 0, 0, 3, 7]","[0, 0, 1, 6, 3]","[1, 1, 0, 2, 6]","[0, 2, 6, 2, 0]"
22681,,,,
22800,,,,
23101,"[3, 10, 4, 7, 6]","[3, 6, 5, 11, 5]","[1, 1, 3, 11, 14]","[1, 9, 10, 8, 2]"
23102,,,,
23205,"[0, 1, 4, 6, 8]","[0, 3, 3, 8, 5]","[1, 2, 4, 4, 7]","[0, 4, 8, 5, 1]"
23206,,,,
23210,"[0, 0, 0, 2, 8]","[0, 0, 0, 3, 6]","[0, 0, 1, 7, 1]","[0, 2, 5, 2, 0]"
23211,,,,
23212,,,,
23214,,,,
23220,"[0, 2, 5, 6, 4]","[0, 2, 5, 9, 1]","[0, 1, 4, 11, 1]","[3, 5, 4, 5, 0]"
23255,,,,
23256,,,,
23257,,,,
23258,,,,
23260,"[0, 1, 6, 4, 4]","[0, 4, 3, 7, 1]","[1, 5, 2, 6, 1]","[1, 4, 7, 3, 0]"
23261,,,,
23262,,,,
23263,"[0, 0, 0, 3, 2]","[0, 0, 1, 3, 1]","[0, 0, 0, 4, 1]","[0, 2, 2, 1, 0]"
23272,"[0, 0, 1, 2, 3]","[0, 0, 2, 1, 3]","[0, 0, 0, 4, 2]","[0, 1, 4, 1, 0]"
23301,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 2, 1, 0, 0]"
23302,,,,
23511,"[0, 0, 1, 3, 6]","[0, 0, 1, 4, 5]","[0, 0, 2, 3, 5]","[0, 2, 4, 4, 0]"
23520,,,,
23521,"[1, 4, 9, 9, 2]","[2, 6, 8, 5, 3]","[0, 4, 4, 10, 5]","[3, 6, 12, 2, 1]"
23522,"[0, 0, 2, 2, 4]","[0, 0, 1, 3, 4]","[0, 2, 0, 2, 4]","[0, 1, 7, 0, 0]"
23531,,,,
23532,,,,
23552,,,,
23564,"[1, 1, 0, 6, 5]","[1, 1, 0, 4, 7]","[2, 0, 2, 2, 7]","[1, 0, 2, 8, 2]"
23662,"[0, 0, 1, 3, 9]","[0, 0, 1, 8, 4]","[1, 1, 6, 5, 0]","[0, 4, 6, 3, 0]"
23711,"[0, 1, 5, 5, 1]","[1, 3, 4, 3, 1]","[1, 2, 8, 1, 0]","[1, 2, 5, 0, 2]"
23732,"[0, 0, 3, 18, 17]","[0, 1, 5, 20, 12]","[0, 3, 13, 13, 8]","[0, 3, 27, 6, 1]"
23832,,,,
23837,,,,
23839,,,,
23901,"[0, 0, 4, 9, 3]","[0, 0, 6, 4, 6]","[1, 5, 5, 4, 1]","[0, 2, 10, 4, 0]"
23902,"[0, 2, 4, 2, 3]","[1, 2, 3, 2, 3]","[0, 3, 3, 3, 2]","[1, 1, 7, 1, 1]"
23925,"[0, 1, 3, 4, 4]","[0, 1, 4, 3, 4]","[1, 2, 4, 4, 1]","[0, 1, 4, 6, 0]"
23926,"[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 1, 1, 1, 0]"
23932,"[0, 0, 0, 3, 1]","[0, 2, 0, 1, 1]","[2, 1, 0, 1, 0]","[0, 0, 1, 2, 1]"
23936,,,,
23937,"[1, 0, 2, 3, 0]","[1, 1, 3, 1, 0]","[1, 0, 3, 2, 0]","[0, 0, 2, 3, 1]"
23952,"[1, 0, 3, 7, 6]","[1, 1, 4, 7, 4]","[1, 1, 7, 5, 3]","[0, 1, 7, 6, 2]"
23953,"[0, 2, 1, 2, 2]","[1, 1, 1, 3, 1]","[1, 1, 3, 0, 2]","[0, 1, 3, 3, 0]"
23963,"[0, 1, 5, 11, 1]","[0, 6, 4, 7, 1]","[1, 1, 6, 6, 4]","[0, 7, 7, 4, 0]"
23982,"[0, 0, 0, 4, 6]","[0, 0, 3, 5, 2]","[0, 0, 0, 3, 7]","[0, 1, 6, 1, 2]"
23F11,,,,
23F12,,,,
23F13,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
23F14,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0]"
23F15,,,,
23F16,,,,
25102,,,,
25104,,,,
25105,,,,
25106,"[0, 0, 5, 3, 4]","[1, 2, 2, 3, 4]","[2, 2, 4, 2, 2]","[1, 1, 9, 1, 0]"
25107,,,,
25108,"[0, 1, 1, 2, 2]","[0, 0, 2, 1, 3]","[0, 1, 1, 2, 2]","[0, 4, 2, 0, 0]"
25201,,,,
25202,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0]","[0, 0, 0, 1, 0]"
25203,,,,
25204,"[0, 0, 0, 0, 2]","[0, 0, 0, 2, 0]","[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]"
25205,,,,
25206,,,,
25207,,,,
25208,,,,
25209,,,,
25210,"[0, 1, 1, 1, 1]","[0, 2, 1, 0, 1]","[0, 1, 0, 1, 2]","[0, 2, 2, 0, 0]"
25211,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 0, 2, 1]","[0, 0, 2, 1, 0]"
25212,"[0, 0, 0, 2, 0]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 2, 0, 0]"
25301,"[0, 2, 5, 10, 6]","[0, 6, 6, 8, 3]","[2, 2, 7, 7, 5]","[1, 5, 13, 4, 0]"
25302,"[0, 0, 4, 3, 11]","[0, 1, 4, 8, 5]","[0, 4, 3, 7, 4]","[0, 0, 14, 2, 2]"
25303,"[1, 0, 4, 3, 8]","[1, 0, 4, 3, 8]","[0, 1, 1, 1, 13]","[0, 1, 11, 3, 1]"
25307,,,,
25310,,,,
25311,"[0, 1, 0, 0, 9]","[0, 0, 1, 3, 6]","[0, 0, 0, 0, 10]","[0, 0, 3, 4, 3]"
25312,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 0, 2, 0]"
25313,,,,
25314,,,,
25315,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 1, 2, 0]"
25316,,,,
25317,"[0, 1, 0, 3, 1]","[0, 0, 1, 2, 2]","[0, 0, 1, 3, 1]","[0, 0, 4, 1, 0]"
25318,"[1, 0, 2, 6, 3]","[2, 3, 1, 5, 1]","[1, 1, 2, 4, 4]","[0, 1, 7, 3, 1]"
25320,,,,
25321,,,,
25322,,,,
25323,"[0, 0, 1, 3, 0]","[0, 0, 1, 2, 1]","[0, 0, 3, 1, 0]","[0, 0, 0, 2, 2]"
25324,,,,
25325,"[0, 1, 1, 5, 10]","[0, 0, 4, 5, 8]","[0, 3, 7, 1, 6]","[0, 3, 10, 1, 3]"
25326,,,,
25327,,,,
25328,"[0, 0, 0, 1, 7]","[0, 1, 2, 2, 3]","[0, 0, 0, 4, 4]","[0, 0, 5, 1, 2]"
25331,,,,
25332,"[1, 3, 2, 1, 2]","[2, 2, 1, 2, 2]","[0, 0, 5, 1, 3]","[1, 1, 5, 1, 1]"
25333,,,,
25334,"[1, 0, 0, 1, 1]","[1, 0, 0, 1, 1]","[1, 0, 1, 1, 0]","[0, 0, 1, 1, 1]"
25335,"[0, 0, 1, 1, 1]","[0, 0, 1, 2, 0]","[0, 0, 1, 1, 1]","[0, 0, 2, 1, 0]"
25336,,,,
25616,,,,
25617,,,,
25618,,,,
25619,,,,
25801,,,,
25803,,,,
25805,,,,
25807,,,,
25808,,,,
25809,,,,
25810,,,,
26000,"[0, 4, 9, 16, 16]","[1, 6, 8, 15, 13]","[1, 2, 4, 16, 20]","[2, 10, 22, 5, 4]"
26002,"[0, 0, 0, 0, 3]","[0, 0, 2, 0, 1]","[0, 0, 1, 1, 1]","[0, 0, 0, 2, 1]"
26003,,,,
26004,,,,
26006,"[2, 1, 6, 14, 10]","[5, 5, 9, 7, 7]","[6, 13, 4, 6, 3]","[0, 3, 11, 12, 7]"
26008,"[1, 2, 8, 15, 12]","[1, 2, 6, 15, 13]","[2, 4, 5, 8, 18]","[1, 10, 17, 3, 6]"
26010,"[1, 1, 2, 8, 5]","[2, 2, 4, 6, 3]","[0, 1, 4, 5, 7]","[1, 0, 11, 3, 2]"
26026,,,,
26027,,,,
26028,"[2, 1, 6, 10, 6]","[4, 3, 6, 7, 5]","[8, 5, 6, 5, 0]","[1, 3, 16, 3, 2]"
26030,"[5, 13, 15, 22, 10]","[10, 17, 20, 11, 7]","[12, 14, 20, 14, 5]","[2, 12, 24, 18, 7]"
26050,"[1, 2, 24, 26, 39]","[4, 5, 20, 22, 38]","[4, 6, 16, 27, 36]","[1, 6, 59, 11, 11]"
26124,,,,
26125,,,,
26127,"[0, 0, 1, 0, 3]","[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]","[1, 1, 2, 0, 0]"
26130,"[0, 1, 0, 2, 2]","[0, 0, 2, 2, 1]","[1, 1, 1, 1, 1]","[0, 0, 5, 0, 0]"
26134,"[0, 0, 1, 2, 8]","[0, 1, 1, 3, 6]","[1, 3, 5, 1, 1]","[0, 0, 8, 2, 1]"
26171,"[3, 10, 17, 7, 5]","[9, 14, 10, 7, 2]","[5, 5, 11, 16, 5]","[5, 3, 15, 12, 6]"
26173,"[0, 1, 6, 15, 15]","[0, 2, 8, 16, 11]","[0, 5, 11, 14, 7]","[1, 5, 19, 8, 4]"
26174,"[0, 0, 0, 5, 3]","[0, 0, 2, 2, 4]","[0, 1, 3, 2, 2]","[3, 0, 4, 0, 1]"
26201,,,,
26211,,,,
26222,"[1, 2, 6, 22, 9]","[4, 5, 15, 10, 6]","[0, 0, 5, 10, 25]","[1, 3, 21, 8, 6]"
26225,"[0, 0, 0, 0, 5]","[0, 0, 0, 1, 4]","[0, 0, 0, 0, 5]","[0, 2, 3, 0, 0]"
26231,,,,
26236,"[0, 0, 0, 0, 6]","[0, 0, 0, 1, 5]","[0, 1, 1, 2, 2]","[0, 0, 3, 2, 1]"
26245,,,,
26255,"[0, 0, 1, 2, 3]","[0, 1, 0, 2, 3]","[0, 0, 4, 1, 1]","[0, 0, 3, 3, 0]"
26261,"[0, 0, 0, 0, 6]","[0, 0, 0, 3, 3]","[0, 1, 0, 2, 3]","[0, 1, 4, 0, 1]"
26263,,,,
26271,"[0, 1, 4, 2, 1]","[1, 2, 2, 3, 0]","[0, 2, 2, 1, 3]","[1, 1, 2, 3, 1]"
26290,"[0, 2, 0, 6, 2]","[0, 0, 3, 4, 3]","[0, 0, 1, 3, 6]","[1, 4, 4, 1, 0]"
26301,,,,
26317,,,,
26371,"[1, 1, 4, 14, 9]","[1, 1, 6, 11, 10]","[0, 2, 9, 10, 8]","[1, 4, 14, 9, 1]"
26374,"[0, 0, 0, 3, 0]","[0, 0, 0, 3, 0]","[0, 0, 0, 2, 1]","[0, 0, 1, 2, 0]"
26400,,,,
26407,"[0, 0, 1, 3, 4]","[0, 0, 0, 3, 5]","[0, 2, 3, 1, 2]","[0, 0, 1, 6, 1]"
26411,"[0, 0, 4, 11, 32]","[0, 2, 7, 11, 25]","[0, 0, 4, 15, 26]","[1, 3, 18, 14, 8]"
26416,"[0, 0, 1, 6, 3]","[0, 0, 2, 2, 6]","[0, 1, 0, 5, 4]","[0, 0, 5, 4, 1]"
26422,"[0, 4, 3, 5, 11]","[2, 2, 8, 5, 6]","[2, 3, 4, 7, 7]","[0, 1, 13, 4, 5]"
26426,,,,
26428,,,,
26432,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0]"
26433,"[0, 1, 3, 9, 19]","[0, 1, 9, 7, 15]","[7, 10, 8, 3, 3]","[0, 4, 19, 8, 1]"
26436,"[1, 2, 3, 14, 7]","[3, 3, 7, 9, 5]","[4, 6, 7, 7, 3]","[2, 1, 14, 5, 5]"
26438,"[0, 0, 2, 4, 5]","[1, 0, 0, 4, 6]","[0, 1, 1, 2, 7]","[0, 0, 6, 3, 2]"
26444,,,,
26446,,,,
26455,,,,
26471,"[0, 0, 0, 1, 4]","[1, 0, 0, 1, 3]","[0, 0, 0, 2, 3]","[0, 0, 2, 3, 0]"
26474,"[0, 1, 1, 4, 11]","[1, 1, 3, 3, 9]","[0, 0, 4, 2, 11]","[0, 0, 6, 2, 9]"
26510,,,,
26620,,,,
26701,,,,
26702,,,,
26932,,,,
26933,,,,
26944,,,,
26950,,,,
26960,,,,
26970,,,,
26980,,,,
26991,,,,
27000,"[2, 15, 24, 28, 12]","[8, 16, 28, 22, 7]","[1, 8, 21, 28, 23]","[4, 17, 34, 21, 4]"
27002,"[2, 16, 30, 41, 20]","[4, 25, 34, 34, 12]","[20, 33, 29, 19, 6]","[7, 33, 46, 16, 6]"
27008,,,,
27016,"[1, 6, 13, 39, 24]","[2, 14, 12, 36, 17]","[3, 13, 29, 24, 12]","[4, 11, 45, 15, 6]"
27020,"[34, 30, 25, 17, 11]","[44, 26, 21, 15, 6]","[41, 32, 21, 11, 6]","[15, 20, 59, 16, 1]"
27022,,,,
27024,,,,
27026,"[2, 7, 15, 34, 25]","[13, 14, 20, 26, 10]","[15, 39, 18, 8, 3]","[2, 3, 26, 30, 22]"
27027,"[0, 0, 0, 10, 27]","[0, 1, 0, 8, 28]","[0, 0, 1, 12, 24]","[0, 4, 22, 10, 1]"
27034,,,,
27035,,,,
27051,,,,
27062,,,,
27070,,,,
27075,,,,
27101,,,,
27106,,,,
27220,,,,
27230,"[0, 5, 3, 23, 32]","[2, 4, 11, 21, 25]","[8, 10, 24, 13, 8]","[1, 4, 29, 23, 6]"
27246,"[0, 1, 0, 8, 12]","[0, 1, 2, 7, 11]","[3, 2, 4, 6, 6]","[0, 2, 10, 5, 4]"
27247,"[0, 0, 0, 2, 8]","[0, 0, 0, 2, 7]","[0, 1, 1, 2, 5]","[0, 0, 1, 3, 5]"
27250,"[0, 1, 2, 15, 10]","[1, 3, 3, 12, 9]","[3, 7, 8, 7, 3]","[0, 4, 19, 5, 0]"
27255,,,,
27303,"[0, 0, 3, 9, 7]","[1, 3, 3, 7, 5]","[0, 3, 6, 3, 6]","[0, 2, 8, 6, 3]"
27325,,,,
27330,,,,
27410,"[10, 11, 4, 7, 6]","[12, 7, 10, 4, 4]","[12, 5, 8, 8, 4]","[1, 4, 13, 7, 12]"
27419,,,,
27422,,,,
27423,"[0, 1, 1, 14, 17]","[1, 0, 9, 10, 13]","[0, 3, 3, 12, 15]","[0, 3, 21, 5, 4]"
27430,"[0, 1, 5, 23, 31]","[2, 4, 10, 25, 18]","[11, 15, 13, 9, 11]","[1, 7, 17, 18, 15]"
27432,"[0, 1, 0, 4, 13]","[0, 0, 1, 6, 11]","[0, 1, 4, 5, 8]","[0, 0, 10, 7, 1]"
27455,,,,
27460,"[4, 5, 7, 15, 17]","[1, 8, 9, 13, 17]","[4, 7, 6, 11, 20]","[1, 1, 20, 15, 10]"
27470,"[0, 0, 0, 0, 10]","[0, 0, 1, 3, 6]","[0, 0, 1, 2, 7]","[0, 1, 4, 3, 2]"
27472,"[0, 0, 1, 4, 3]","[0, 0, 0, 3, 5]","[0, 0, 2, 5, 1]","[0, 1, 3, 3, 1]"
27510,,,,
27641,"[3, 4, 11, 17, 10]","[6, 6, 14, 12, 6]","[5, 10, 9, 10, 10]","[2, 7, 25, 7, 3]"
27665,"[0, 0, 2, 1, 2]","[0, 0, 0, 3, 2]","[0, 0, 0, 2, 3]","[0, 0, 4, 1, 0]"
27691,,,,
27692,,,,
27800,,,,
27801,,,,
27815,,,,
27820,,,,
27823,,,,
27828,,,,
27838,,,,
27845,,,,
28001,"[0, 1, 5, 16, 12]","[0, 3, 8, 17, 6]","[0, 0, 4, 11, 19]","[1, 3, 19, 8, 3]"
28012,"[0, 4, 4, 8, 0]","[3, 4, 4, 4, 1]","[0, 3, 5, 5, 3]","[0, 1, 6, 8, 1]"
28016,"[1, 4, 7, 6, 2]","[4, 4, 8, 4, 0]","[1, 5, 6, 5, 3]","[0, 3, 6, 6, 5]"
28020,"[0, 0, 1, 9, 24]","[0, 0, 4, 6, 24]","[0, 0, 1, 10, 23]","[0, 2, 23, 4, 5]"
28022,"[0, 1, 4, 9, 10]","[1, 3, 7, 10, 3]","[5, 4, 3, 7, 5]","[1, 2, 9, 9, 3]"
28025,,,,
28121,,,,
28123,,,,
28125,,,,
28140,"[0, 1, 0, 6, 13]","[0, 1, 2, 11, 6]","[0, 0, 1, 5, 14]","[0, 3, 7, 10, 0]"
28150,"[1, 4, 4, 6, 2]","[5, 4, 2, 5, 1]","[0, 5, 4, 6, 2]","[0, 2, 7, 5, 3]"
28157,"[0, 1, 2, 6, 7]","[0, 0, 3, 6, 7]","[0, 0, 4, 6, 6]","[0, 1, 10, 3, 2]"
28160,,,,
28212,,,,
28213,"[0, 1, 3, 6, 3]","[0, 2, 3, 6, 2]","[0, 3, 8, 1, 1]","[1, 0, 6, 2, 4]"
28214,,,,
28216,,,,
28217,,,,
28221,,,,
28233,"[0, 2, 5, 13, 17]","[1, 2, 5, 17, 12]","[1, 2, 9, 9, 16]","[2, 4, 10, 12, 9]"
28242,"[0, 0, 1, 6, 10]","[2, 1, 2, 7, 5]","[5, 4, 4, 3, 1]","[0, 3, 9, 5, 0]"
28244,"[0, 1, 5, 15, 9]","[0, 1, 2, 12, 14]","[1, 0, 4, 12, 12]","[1, 5, 18, 2, 3]"
28271,,,,
28310,"[0, 5, 3, 9, 2]","[2, 3, 6, 4, 4]","[0, 1, 1, 8, 9]","[2, 6, 10, 0, 1]"
28315,"[0, 0, 1, 4, 14]","[0, 0, 3, 7, 9]","[1, 5, 4, 5, 4]","[0, 3, 7, 6, 3]"
28316,"[0, 0, 0, 0, 4]","[0, 0, 0, 2, 1]","[0, 0, 1, 0, 2]","[1, 0, 0, 1, 1]"
28322,"[2, 1, 5, 6, 7]","[2, 1, 6, 9, 3]","[0, 4, 2, 6, 9]","[0, 1, 9, 7, 4]"
28342,"[0, 2, 2, 5, 1]","[1, 0, 4, 5, 0]","[2, 3, 3, 2, 0]","[0, 1, 4, 3, 2]"
28344,"[0, 0, 1, 3, 0]","[0, 1, 1, 2, 0]","[0, 2, 1, 1, 0]","[0, 1, 1, 1, 1]"
28345,,,,
28346,,,,
28350,,,,
28352,"[0, 0, 2, 4, 7]","[1, 0, 4, 6, 2]","[0, 1, 2, 7, 3]","[0, 2, 4, 6, 1]"
28361,,,,
28415,,,,
28420,"[0, 3, 8, 14, 13]","[1, 3, 16, 13, 5]","[1, 6, 5, 12, 13]","[0, 3, 16, 13, 5]"
28423,,,,
28434,,,,
28443,,,,
28451,,,,
28455,"[1, 1, 1, 16, 9]","[0, 3, 4, 14, 7]","[2, 9, 6, 6, 5]","[1, 2, 17, 5, 3]"
28485,"[4, 8, 28, 37, 18]","[4, 8, 18, 39, 26]","[3, 4, 14, 21, 53]","[4, 26, 51, 8, 6]"
28515,"[0, 0, 0, 2, 2]","[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 2, 2, 0]"
28530,"[1, 3, 1, 8, 8]","[3, 3, 4, 7, 4]","[4, 5, 8, 3, 1]","[2, 0, 7, 4, 8]"
28535,,,,
28811,,,,
28831,"[0, 0, 1, 0, 8]","[0, 0, 0, 1, 8]","[0, 0, 1, 2, 6]","[0, 0, 1, 6, 2]"
28845,"[0, 0, 2, 4, 4]","[0, 0, 2, 2, 6]","[0, 0, 0, 1, 9]","[1, 3, 2, 4, 0]"
28850,,,,
28852,"[2, 4, 4, 8, 8]","[3, 6, 6, 4, 7]","[8, 7, 4, 4, 3]","[1, 2, 14, 4, 5]"
28855,,,,
28857,"[0, 3, 9, 9, 10]","[0, 4, 11, 6, 10]","[0, 3, 3, 10, 15]","[1, 3, 13, 11, 3]"
28864,,,,
28870,"[10, 19, 21, 15, 3]","[17, 18, 12, 17, 3]","[8, 15, 19, 18, 7]","[5, 13, 33, 10, 6]"
28871,,,,
28872,"[1, 0, 2, 8, 8]","[0, 2, 3, 6, 7]","[0, 4, 6, 4, 4]","[0, 3, 7, 5, 3]"
28885,,,,
28905,,,,
28908,,,,
28909,,,,
28917,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 1, 0, 1]","[0, 1, 1, 0, 0]"
28923,,,,
28927,,,,
28928,,,,
28930,,,,
28932,,,,
28933,,,,
28934,,,,
28935,,,,
29900,,,,
29902,,,,
29905,,,,
30010,"[0, 0, 0, 3, 2]","[0, 1, 2, 1, 1]","[0, 0, 0, 5, 0]","[0, 0, 2, 2, 1]"
30015,"[0, 0, 0, 11, 19]","[1, 1, 3, 12, 13]","[0, 1, 3, 10, 16]","[7, 16, 5, 1, 0]"
30020,,,,
30021,"[0, 0, 1, 3, 4]","[0, 1, 2, 2, 3]","[1, 2, 2, 0, 3]","[0, 1, 2, 5, 0]"
30032,"[1, 0, 0, 2, 28]","[1, 0, 1, 4, 25]","[0, 1, 0, 2, 28]","[2, 8, 13, 6, 2]"
30035,"[0, 1, 2, 7, 13]","[0, 2, 3, 11, 7]","[2, 1, 4, 7, 9]","[0, 5, 10, 4, 4]"
30081,"[0, 0, 4, 4, 3]","[1, 2, 3, 5, 0]","[0, 0, 3, 6, 2]","[0, 1, 9, 0, 1]"
30082,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 2, 1, 0]"
30100,"[1, 2, 1, 3, 6]","[2, 2, 4, 0, 5]","[3, 2, 3, 2, 3]","[3, 2, 5, 2, 1]"
30110,,,,
30111,"[2, 6, 7, 16, 4]","[2, 6, 6, 12, 9]","[8, 8, 8, 9, 2]","[4, 12, 12, 6, 1]"
30120,,,,
30131,"[1, 2, 6, 16, 3]","[4, 7, 11, 4, 2]","[7, 13, 8, 0, 0]","[2, 11, 13, 1, 1]"
30142,,,,
30150,,,,
30160,,,,
30202,"[3, 5, 4, 12, 4]","[4, 2, 8, 11, 4]","[0, 1, 8, 8, 12]","[0, 4, 16, 9, 0]"
