COURSE,F23_LEARNING,F23_MOTIVATION,F23_FEEDBACK,F23_WORKLOAD
01621,"[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]"
01622,"[0, 2, 1, 4, 5]","[0, 1, 0, 8, 3]","[0, 1, 0, 4, 7]","[0, 0, 8, 3, 1]"
01666,"[0, 0, 0, 2, 8]","[0, 1, 2, 0, 7]","[1, 0, 2, 0, 7]","[0, 1, 8, 1, 0]"
01715,,,,
01716,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
01901,"[1, 6, 21, 27, 28]","[4, 14, 29, 18, 14]","[7, 10, 20, 24, 18]","[1, 10, 33, 22, 13]"
01904,,,,
01910,"[1, 0, 2, 1, 3]","[1, 2, 1, 3, 0]","[3, 0, 1, 2, 1]","[0, 0, 5, 1, 1]"
01920,"[2, 3, 35, 81, 70]","[9, 26, 51, 66, 39]","[7, 6, 33, 71, 73]","[6, 15, 92, 51, 23]"
02101,,,,
02102,"[1, 1, 3, 14, 8]","[0, 1, 1, 18, 6]","[0, 0, 2, 10, 14]","[2, 4, 13, 6, 1]"
02105,"[0, 6, 20, 37, 37]","[4, 13, 24, 36, 23]","[6, 2, 24, 31, 37]","[6, 18, 47, 23, 5]"
02110,,,,
02121,,,,
02122,"[0, 1, 0, 2, 4]","[0, 1, 0, 4, 2]","[0, 1, 2, 3, 1]","[0, 0, 5, 2, 0]"
02128,"[0, 1, 1, 7, 2]","[0, 1, 2, 4, 4]","[0, 2, 2, 5, 2]","[0, 3, 6, 2, 0]"
02132,,,,
02135,"[3, 6, 7, 10, 5]","[3, 6, 5, 9, 8]","[2, 5, 7, 7, 10]","[2, 5, 16, 7, 1]"
02138,,,,
02139,"[0, 4, 7, 12, 3]","[1, 4, 4, 12, 5]","[2, 8, 8, 5, 3]","[1, 5, 15, 5, 0]"
02141,"[0, 2, 2, 6, 13]","[1, 3, 3, 9, 5]","[0, 1, 5, 7, 8]","[0, 2, 7, 8, 4]"
02148,,,,
02155,,,,
02156,,,,
02157,,,,
02158,,,,
02159,,,,
02160,"[0, 0, 3, 2, 3]","[0, 0, 1, 2, 4]","[0, 0, 1, 2, 4]","[0, 0, 3, 1, 3]"
02161,"[2, 5, 7, 12, 7]","[6, 11, 6, 4, 4]","[8, 9, 7, 6, 2]","[2, 4, 16, 7, 3]"
02162,,,,
02170,"[0, 2, 12, 26, 16]","[0, 7, 19, 16, 13]","[0, 8, 14, 19, 15]","[9, 20, 21, 2, 4]"
02180,"[1, 2, 11, 28, 17]","[2, 3, 16, 14, 22]","[4, 15, 18, 16, 5]","[0, 3, 31, 19, 5]"
02182,"[0, 0, 2, 7, 7]","[0, 1, 4, 4, 6]","[0, 1, 4, 4, 6]","[0, 1, 3, 5, 5]"
02191,,,,
02192,"[1, 2, 4, 6, 5]","[1, 4, 2, 5, 5]","[2, 2, 2, 7, 5]","[1, 1, 11, 2, 3]"
02193,"[1, 2, 1, 3, 7]","[1, 2, 2, 4, 5]","[5, 3, 4, 2, 0]","[1, 2, 2, 6, 2]"
02203,,,,
02204,"[0, 0, 0, 0, 4]","[0, 1, 0, 0, 3]","[0, 1, 0, 0, 3]","[0, 0, 2, 1, 1]"
02205,"[0, 1, 1, 1, 3]","[0, 2, 1, 1, 2]","[0, 1, 2, 0, 3]","[0, 1, 1, 2, 2]"
02209,,,,
02211,"[0, 1, 2, 5, 3]","[1, 1, 0, 6, 3]","[1, 1, 8, 0, 1]","[0, 2, 6, 2, 1]"
02217,,,,
02221,"[5, 4, 10, 18, 22]","[12, 3, 12, 17, 15]","[12, 5, 14, 14, 14]","[1, 9, 30, 13, 6]"
02223,,,,
02224,"[0, 0, 1, 1, 1]","[0, 0, 1, 1, 1]","[0, 0, 0, 0, 3]","[0, 1, 1, 1, 0]"
02229,,,,
02232,,,,
02233,"[2, 3, 5, 16, 11]","[3, 3, 8, 12, 10]","[4, 4, 9, 12, 7]","[2, 3, 22, 6, 3]"
02234,,,,
02238,"[1, 0, 1, 2, 7]","[1, 0, 2, 2, 6]","[1, 1, 4, 1, 4]","[0, 0, 3, 3, 5]"
02239,,,,
02242,,,,
02244,"[1, 5, 7, 12, 8]","[2, 5, 8, 10, 7]","[2, 3, 5, 9, 14]","[2, 5, 14, 5, 7]"
02245,,,,
02246,,,,
02247,"[0, 1, 0, 6, 10]","[0, 3, 1, 5, 8]","[2, 3, 4, 5, 3]","[0, 0, 3, 5, 9]"
02249,,,,
02255,"[1, 4, 5, 5, 3]","[2, 4, 4, 6, 3]","[3, 5, 2, 6, 2]","[1, 5, 9, 2, 2]"
02256,"[0, 0, 0, 2, 2]","[0, 0, 1, 2, 1]","[0, 0, 0, 2, 2]","[0, 1, 0, 2, 1]"
02257,"[0, 0, 1, 1, 1]","[1, 0, 1, 0, 1]","[0, 3, 0, 0, 0]","[0, 0, 3, 0, 0]"
02258,,,,
02263,,,,
02266,,,,
02267,,,,
02268,"[0, 1, 2, 9, 9]","[1, 0, 1, 9, 10]","[0, 0, 1, 6, 14]","[0, 1, 8, 10, 2]"
02269,,,,
02282,"[1, 1, 4, 7, 12]","[4, 4, 4, 4, 9]","[0, 7, 2, 7, 9]","[0, 0, 8, 10, 7]"
02285,"[0, 0, 3, 9, 30]","[0, 0, 5, 11, 26]","[0, 2, 8, 13, 19]","[0, 0, 10, 12, 20]"
02287,,,,
02289,,,,
02291,"[4, 9, 16, 21, 19]","[3, 6, 18, 21, 21]","[2, 4, 12, 22, 28]","[2, 10, 38, 12, 7]"
02312,,,,
02314,,,,
02318,"[0, 4, 1, 7, 3]","[3, 5, 4, 2, 1]","[1, 1, 6, 3, 4]","[1, 2, 4, 4, 4]"
02320,"[0, 1, 6, 5, 2]","[4, 6, 0, 4, 0]","[5, 4, 5, 0, 0]","[0, 1, 1, 0, 12]"
02321,,,,
02322,"[1, 1, 4, 10, 6]","[2, 4, 3, 6, 5]","[1, 5, 3, 7, 5]","[2, 2, 6, 6, 5]"
02323,"[0, 0, 7, 11, 8]","[1, 1, 8, 9, 7]","[0, 0, 8, 11, 6]","[0, 5, 12, 6, 2]"
02324,"[1, 2, 3, 3, 4]","[3, 1, 4, 0, 4]","[3, 2, 2, 1, 4]","[0, 1, 5, 3, 3]"
02326,"[0, 5, 6, 16, 10]","[3, 5, 11, 7, 10]","[8, 12, 5, 7, 4]","[1, 5, 15, 10, 5]"
02327,"[0, 1, 4, 8, 13]","[1, 1, 8, 7, 9]","[2, 1, 7, 8, 7]","[0, 3, 13, 7, 3]"
02332,,,,
02346,"[9, 4, 5, 2, 2]","[11, 6, 1, 1, 2]","[8, 5, 1, 3, 4]","[1, 2, 9, 3, 6]"
02362,"[0, 1, 3, 6, 1]","[2, 2, 4, 2, 1]","[1, 2, 2, 4, 2]","[0, 1, 1, 3, 6]"
02363,"[0, 0, 1, 8, 0]","[0, 0, 2, 3, 3]","[0, 0, 1, 3, 4]","[0, 1, 3, 3, 1]"
02369,,,,
02393,,,,
02402,"[0, 2, 9, 17, 30]","[2, 5, 14, 26, 11]","[0, 4, 11, 25, 18]","[1, 11, 29, 13, 4]"
02403,"[1, 1, 5, 14, 16]","[1, 8, 7, 10, 11]","[2, 2, 9, 12, 12]","[0, 2, 16, 12, 7]"
02405,,,,
02407,,,,
02409,,,,
02411,"[2, 5, 14, 19, 15]","[10, 8, 12, 14, 11]","[15, 8, 12, 11, 9]","[3, 7, 27, 13, 5]"
02413,,,,
02417,"[3, 6, 10, 21, 31]","[12, 7, 13, 18, 21]","[3, 7, 13, 27, 21]","[1, 1, 12, 19, 37]"
02418,,,,
02421,"[0, 0, 0, 2, 3]","[0, 0, 1, 3, 1]","[1, 2, 2, 0, 0]","[0, 0, 0, 1, 4]"
02424,"[0, 1, 0, 4, 4]","[1, 0, 2, 3, 3]","[0, 0, 1, 5, 3]","[0, 0, 2, 5, 2]"
02425,,,,
02427,,,,
02429,,,,
02431,,,,
02435,"[0, 0, 5, 5, 13]","[0, 1, 6, 8, 8]","[1, 5, 6, 5, 5]","[0, 3, 11, 6, 2]"
02441,,,,
02443,"[1, 3, 2, 11, 8]","[3, 2, 8, 6, 6]","[3, 2, 7, 7, 6]","[1, 0, 10, 7, 7]"
02445,,,,
02450,"[0, 6, 10, 35, 46]","[2, 16, 15, 36, 26]","[0, 3, 25, 37, 30]","[0, 1, 26, 44, 24]"
02455,,,,
02456,,,,
02458,,,,
02461,,,,
02462,"[4, 2, 4, 21, 10]","[7, 6, 9, 13, 6]","[0, 6, 6, 21, 8]","[2, 7, 24, 7, 1]"
02463,"[0, 0, 1, 12, 21]","[0, 0, 5, 9, 20]","[0, 1, 6, 13, 13]","[0, 4, 23, 4, 2]"
02464,"[2, 4, 6, 16, 7]","[3, 7, 7, 11, 6]","[1, 4, 5, 12, 12]","[2, 8, 20, 2, 2]"
02465,"[1, 4, 6, 9, 13]","[5, 5, 5, 13, 5]","[0, 3, 5, 16, 9]","[0, 0, 3, 7, 23]"
02466,"[0, 0, 1, 11, 26]","[2, 5, 10, 13, 8]","[2, 3, 12, 10, 11]","[1, 5, 10, 17, 5]"
02467,"[0, 5, 4, 7, 1]","[6, 4, 2, 4, 1]","[0, 4, 6, 3, 4]","[0, 3, 8, 5, 1]"
02471,,,,
02476,,,,
02477,"[1, 1, 3, 5, 14]","[1, 2, 2, 8, 11]","[0, 1, 6, 8, 9]","[1, 1, 9, 11, 2]"
02492,,,,
02502,"[0, 0, 11, 29, 33]","[1, 5, 16, 13, 37]","[9, 18, 16, 14, 15]","[3, 14, 41, 12, 1]"
02504,"[1, 1, 10, 12, 19]","[2, 5, 8, 9, 19]","[14, 7, 15, 4, 3]","[2, 3, 23, 12, 3]"
02506,"[0, 0, 1, 9, 9]","[0, 1, 5, 6, 7]","[0, 5, 5, 4, 5]","[0, 4, 10, 2, 3]"
02507,,,,
02509,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 1, 0, 0, 2]","[0, 0, 0, 2, 1]"
02510,"[0, 1, 0, 2, 2]","[0, 1, 1, 1, 2]","[1, 0, 0, 3, 1]","[0, 0, 3, 1, 1]"
02514,"[1, 0, 0, 6, 11]","[1, 0, 1, 7, 9]","[4, 0, 4, 3, 6]","[0, 0, 2, 7, 8]"
02525,,,,
02526,"[1, 11, 10, 4, 3]","[2, 6, 11, 4, 6]","[1, 1, 7, 11, 9]","[0, 4, 15, 8, 2]"
02561,,,,
02562,,,,
02563,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 2, 1, 0, 0]"
02566,"[0, 1, 0, 1, 2]","[1, 0, 0, 1, 2]","[0, 1, 1, 0, 2]","[0, 0, 4, 0, 0]"
02580,"[0, 0, 1, 4, 9]","[0, 0, 2, 3, 9]","[0, 0, 1, 2, 11]","[1, 1, 8, 4, 0]"
02582,"[2, 4, 7, 11, 11]","[4, 5, 9, 12, 5]","[12, 11, 7, 5, 0]","[0, 2, 8, 13, 12]"
02586,,,,
02601,"[0, 4, 2, 16, 15]","[3, 1, 9, 11, 13]","[0, 1, 6, 12, 18]","[2, 6, 24, 2, 3]"
02610,,,,
02612,"[0, 4, 5, 8, 2]","[6, 4, 5, 1, 3]","[10, 2, 6, 0, 1]","[1, 0, 5, 6, 7]"
02614,,,,
02616,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 0, 3, 0]"
02619,,,,
02623,,,,
02624,,,,
02631,"[0, 5, 12, 24, 23]","[3, 8, 17, 16, 19]","[3, 7, 16, 20, 17]","[2, 10, 29, 13, 9]"
02632,"[0, 0, 4, 11, 10]","[0, 2, 7, 6, 9]","[0, 3, 3, 8, 10]","[1, 3, 14, 5, 0]"
02633,"[0, 2, 6, 12, 18]","[2, 2, 8, 12, 14]","[0, 8, 9, 9, 12]","[5, 8, 16, 5, 4]"
02634,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
02635,,,,
02686,"[2, 1, 4, 6, 6]","[4, 0, 4, 5, 6]","[4, 4, 6, 2, 3]","[1, 0, 10, 3, 5]"
02687,"[0, 0, 0, 2, 3]","[0, 0, 0, 1, 4]","[0, 1, 0, 1, 3]","[0, 0, 2, 1, 2]"
02689,,,,
02805,,,,
02806,"[0, 1, 4, 10, 20]","[0, 0, 9, 4, 21]","[0, 0, 7, 6, 21]","[0, 0, 16, 9, 9]"
02807,,,,
02808,"[0, 2, 4, 2, 4]","[0, 1, 2, 3, 6]","[0, 1, 2, 4, 5]","[0, 1, 5, 4, 2]"
02809,,,,
02830,,,,
02840,,,,
02841,,,,
02901,,,,
02910,,,,
02913,"[0, 0, 0, 2, 0]","[0, 1, 0, 0, 1]","[0, 0, 0, 0, 2]","[0, 1, 0, 0, 1]"
02935,,,,
02940,,,,
02941,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
02946,,,,
02949,,,,
02952,,,,
02953,"[0, 0, 2, 3, 5]","[0, 0, 1, 5, 4]","[0, 0, 4, 2, 4]","[0, 1, 6, 2, 1]"
02955,,,,
02960,,,,
02969,,,,
02975,,,,
02976,,,,
02979,,,,
02980,,,,
02981,,,,
02G01,,,,
02G02,,,,
02G03,,,,
02G04,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
02G05,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
02G06,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
02G07,,,,
02G08,,,,
02G09,,,,
02G10,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10018,"[2, 5, 15, 18, 16]","[6, 8, 19, 13, 8]","[5, 13, 16, 14, 6]","[1, 10, 22, 10, 9]"
10020,"[3, 19, 29, 19, 6]","[21, 22, 21, 9, 3]","[8, 24, 24, 16, 4]","[5, 15, 35, 16, 5]"
10022,"[5, 12, 20, 52, 31]","[12, 20, 29, 43, 15]","[11, 32, 35, 27, 14]","[6, 13, 47, 38, 14]"
10024,"[4, 3, 11, 17, 16]","[7, 6, 11, 22, 5]","[1, 10, 10, 14, 16]","[3, 8, 27, 12, 0]"
10031,"[0, 1, 3, 10, 15]","[1, 2, 5, 11, 10]","[0, 3, 4, 12, 10]","[0, 1, 12, 13, 3]"
10033,,,,
10034,"[2, 5, 17, 27, 6]","[4, 17, 20, 14, 2]","[12, 24, 9, 11, 1]","[1, 11, 35, 10, 0]"
10036,,,,
10041,,,,
10050,"[1, 0, 6, 17, 12]","[3, 4, 9, 13, 5]","[2, 7, 11, 7, 7]","[0, 3, 20, 10, 1]"
10054,"[0, 1, 2, 4, 2]","[1, 0, 3, 4, 1]","[0, 2, 1, 4, 2]","[0, 0, 5, 2, 2]"
10102,"[0, 0, 1, 7, 19]","[1, 0, 5, 9, 12]","[1, 3, 6, 11, 6]","[0, 4, 11, 6, 5]"
10104,"[0, 0, 1, 4, 7]","[1, 2, 2, 2, 5]","[0, 2, 3, 3, 4]","[0, 1, 2, 6, 3]"
10112,,,,
10122,,,,
10200,,,,
10209,"[0, 0, 0, 2, 2]","[0, 0, 0, 1, 3]","[0, 0, 1, 2, 1]","[0, 0, 2, 2, 0]"
10240,"[3, 4, 2, 3, 2]","[4, 3, 2, 4, 1]","[2, 4, 2, 3, 3]","[0, 2, 8, 3, 1]"
10255,"[0, 0, 0, 1, 3]","[0, 0, 0, 2, 1]","[0, 0, 1, 1, 1]","[0, 0, 2, 1, 0]"
10260,"[0, 0, 1, 2, 3]","[1, 2, 2, 1, 0]","[0, 1, 0, 3, 2]","[0, 0, 3, 2, 1]"
10302,"[0, 2, 3, 5, 2]","[0, 3, 3, 4, 2]","[3, 2, 2, 4, 1]","[0, 4, 5, 3, 0]"
10303,"[0, 1, 0, 1, 5]","[0, 1, 0, 3, 2]","[1, 0, 2, 2, 1]","[0, 2, 3, 1, 0]"
10304,"[0, 0, 0, 5, 10]","[0, 1, 1, 8, 5]","[1, 0, 1, 6, 7]","[0, 0, 3, 7, 5]"
10306,,,,
10314,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]","[0, 0, 3, 0, 0]"
10315,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0]"
10316,,,,
10317,,,,
10318,,,,
10321,,,,
10325,,,,
10326,,,,
10331,,,,
10333,,,,
10337,,,,
10339,,,,
10346,"[0, 0, 1, 3, 4]","[0, 1, 0, 3, 3]","[0, 0, 0, 3, 4]","[1, 0, 0, 4, 2]"
10350,,,,
10380,,,,
10384,"[0, 0, 3, 3, 13]","[0, 2, 1, 6, 10]","[0, 3, 4, 8, 4]","[0, 0, 13, 6, 0]"
10385,,,,
10386,"[0, 0, 1, 3, 0]","[0, 0, 1, 2, 1]","[0, 0, 2, 2, 0]","[0, 0, 3, 0, 1]"
10400,,,,
10401,"[0, 1, 0, 10, 4]","[0, 2, 1, 5, 7]","[0, 0, 1, 4, 10]","[0, 0, 10, 5, 0]"
10402,"[0, 0, 0, 8, 14]","[0, 0, 2, 10, 10]","[0, 3, 1, 12, 6]","[0, 7, 15, 0, 0]"
10405,,,,
10411,"[0, 0, 2, 4, 10]","[0, 0, 2, 8, 6]","[0, 4, 6, 5, 1]","[2, 2, 9, 2, 1]"
10420,"[0, 0, 2, 6, 2]","[0, 0, 1, 2, 7]","[0, 2, 2, 2, 4]","[0, 1, 7, 2, 0]"
10506,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
10507,,,,
10508,,,,
10509,,,,
10511,,,,
10512,,,,
10514,,,,
10515,,,,
10520,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10521,"[0, 1, 0, 3, 4]","[0, 1, 1, 1, 5]","[0, 0, 0, 2, 6]","[0, 0, 7, 1, 0]"
10530,,,,
10540,,,,
10550,,,,
10590,,,,
10603,"[0, 0, 0, 2, 2]","[0, 0, 0, 1, 3]","[1, 0, 0, 2, 1]","[0, 2, 2, 0, 0]"
10605,,,,
10610,,,,
10720,,,,
10721,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
10722,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
10730,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 2, 0, 0]"
10731,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
10732,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10750,,,,
10850,"[0, 0, 0, 1, 2]","[0, 1, 0, 1, 1]","[0, 0, 1, 1, 1]","[0, 0, 2, 0, 1]"
10851,,,,
10852,"[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[0, 0, 1, 0, 2]","[0, 0, 2, 1, 0]"
10855,,,,
10859,,,,
10862,"[0, 0, 1, 4, 1]","[0, 0, 2, 2, 2]","[0, 0, 0, 3, 3]","[0, 0, 4, 2, 0]"
10916,"[0, 0, 0, 4, 2]","[0, 0, 0, 3, 3]","[0, 0, 1, 2, 3]","[0, 2, 3, 1, 0]"
10935,,,,
12000,,,,
12003,"[1, 0, 0, 5, 10]","[1, 0, 0, 1, 14]","[0, 1, 2, 4, 9]","[0, 1, 11, 1, 3]"
12100,,,,
12102,,,,
12104,,,,
12109,,,,
12110,"[1, 1, 1, 11, 2]","[3, 2, 7, 3, 1]","[0, 4, 4, 5, 3]","[0, 0, 2, 2, 12]"
12111,,,,
12121,"[0, 0, 0, 4, 4]","[0, 0, 0, 2, 6]","[0, 1, 0, 1, 6]","[0, 0, 3, 4, 1]"
12122,,,,
12124,,,,
12130,,,,
12132,,,,
12134,,,,
12138,,,,
12139,,,,
12143,"[0, 1, 2, 12, 29]","[0, 2, 1, 13, 26]","[0, 1, 0, 6, 36]","[0, 1, 23, 12, 7]"
12145,,,,
12202,,,,
12203,"[0, 0, 0, 3, 3]","[0, 1, 1, 3, 1]","[0, 0, 1, 2, 3]","[0, 0, 5, 1, 0]"
12205,"[3, 9, 14, 35, 12]","[6, 20, 15, 23, 7]","[2, 11, 23, 27, 8]","[0, 7, 30, 17, 17]"
12210,,,,
12227,"[1, 2, 5, 9, 8]","[2, 2, 5, 8, 8]","[1, 1, 9, 11, 3]","[0, 7, 14, 2, 2]"
12228,,,,
12231,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12237,"[0, 1, 3, 13, 25]","[0, 1, 5, 13, 23]","[2, 2, 17, 12, 9]","[0, 8, 25, 8, 1]"
12238,"[0, 0, 0, 3, 11]","[0, 0, 2, 5, 6]","[0, 1, 5, 4, 3]","[0, 3, 5, 2, 3]"
12240,,,,
12245,,,,
12320,"[0, 0, 1, 3, 8]","[0, 1, 1, 1, 9]","[0, 0, 1, 4, 7]","[1, 1, 5, 2, 2]"
12330,"[0, 0, 0, 9, 11]","[0, 1, 2, 9, 8]","[0, 1, 5, 9, 5]","[0, 0, 12, 6, 2]"
12331,"[0, 1, 0, 5, 6]","[0, 1, 0, 4, 7]","[1, 0, 1, 3, 7]","[0, 2, 4, 5, 1]"
12336,,,,
12345,"[0, 0, 0, 0, 10]","[0, 0, 0, 1, 9]","[0, 0, 0, 1, 9]","[0, 0, 1, 3, 6]"
12350,,,,
12360,"[0, 3, 4, 9, 32]","[2, 3, 5, 16, 22]","[3, 1, 5, 11, 28]","[1, 6, 25, 15, 1]"
12361,,,,
12362,,,,
12363,"[0, 0, 1, 4, 19]","[1, 0, 0, 5, 18]","[1, 1, 3, 9, 10]","[0, 6, 13, 3, 2]"
12410,,,,
12411,"[1, 6, 7, 5, 4]","[3, 9, 5, 4, 2]","[3, 8, 5, 7, 0]","[0, 1, 16, 3, 2]"
12412,,,,
12415,"[0, 0, 0, 1, 2]","[0, 0, 0, 2, 1]","[0, 0, 1, 1, 1]","[0, 1, 1, 1, 0]"
12420,,,,
12421,,,,
12422,"[0, 2, 3, 6, 5]","[2, 0, 4, 7, 3]","[3, 4, 1, 7, 1]","[0, 0, 5, 8, 3]"
12423,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12430,,,,
12431,,,,
12432,,,,
12440,,,,
12441,,,,
12442,"[0, 1, 1, 0, 1]","[0, 2, 0, 1, 0]","[0, 0, 2, 1, 0]","[0, 1, 0, 1, 1]"
12443,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12444,,,,
12451,,,,
12452,"[0, 0, 0, 2, 6]","[0, 1, 1, 4, 2]","[0, 0, 4, 3, 1]","[0, 0, 3, 2, 3]"
12550,"[5, 8, 15, 6, 5]","[7, 10, 12, 5, 3]","[8, 11, 8, 5, 4]","[0, 4, 10, 16, 6]"
12551,"[4, 0, 3, 12, 6]","[2, 3, 10, 6, 4]","[12, 2, 5, 5, 1]","[1, 0, 13, 5, 6]"
12552,"[1, 3, 7, 8, 6]","[3, 4, 5, 8, 4]","[5, 7, 5, 5, 3]","[1, 4, 9, 9, 2]"
12601,"[0, 2, 6, 21, 6]","[1, 3, 12, 16, 2]","[4, 7, 10, 8, 5]","[0, 5, 21, 8, 0]"
12603,"[0, 2, 9, 9, 13]","[1, 9, 8, 9, 6]","[3, 5, 11, 9, 4]","[1, 2, 18, 11, 1]"
12604,"[0, 1, 5, 3, 6]","[0, 5, 2, 5, 3]","[1, 3, 4, 7, 0]","[0, 0, 5, 6, 4]"
12605,,,,
12611,,,,
12612,,,,
12701,"[0, 6, 5, 11, 9]","[0, 6, 8, 7, 10]","[2, 1, 3, 12, 12]","[1, 4, 16, 7, 3]"
12771,,,,
12772,,,,
12773,"[0, 4, 4, 17, 21]","[1, 3, 12, 15, 15]","[1, 3, 13, 17, 12]","[1, 8, 30, 5, 2]"
12774,"[1, 0, 2, 13, 24]","[0, 2, 5, 13, 20]","[1, 0, 3, 13, 23]","[0, 0, 14, 21, 5]"
12821,,,,
12831,,,,
12832,,,,
12836,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
12854,"[0, 0, 0, 2, 6]","[0, 0, 0, 3, 5]","[0, 1, 1, 3, 3]","[0, 1, 3, 1, 3]"
12859,"[3, 4, 3, 4, 2]","[4, 6, 4, 0, 2]","[1, 3, 3, 6, 3]","[0, 2, 9, 3, 2]"
12902,,,,
12911,,,,
12933,"[1, 1, 4, 3, 11]","[1, 2, 1, 5, 11]","[3, 2, 0, 2, 13]","[0, 1, 12, 4, 3]"
12936,,,,
12950,,,,
12951,,,,
12952,,,,
12953,"[0, 0, 0, 1, 3]","[0, 0, 2, 1, 1]","[0, 0, 0, 2, 2]","[0, 0, 2, 1, 0]"
12954,,,,
22000,,,,
22001,,,,
22002,,,,
