COURSE,F22_LEARNING,F22_MOTIVATION,F22_FEEDBACK,F22_WORKLOAD
28271,"[0, 0, 0, 2, 1]","[0, 0, 0, 2, 1]","[0, 0, 1, 1, 1]","[0, 0, 2, 1, 0]"
28310,,,,
28315,,,,
28316,,,,
28322,"[2, 1, 4, 4, 1]","[2, 4, 5, 0, 1]","[3, 4, 2, 2, 1]","[1, 0, 8, 1, 2]"
28342,"[0, 0, 0, 1, 4]","[0, 0, 1, 1, 3]","[0, 0, 1, 0, 4]","[0, 1, 4, 0, 0]"
28344,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0]"
28345,"[0, 3, 6, 31, 17]","[0, 4, 14, 20, 18]","[0, 1, 8, 13, 34]","[2, 8, 37, 5, 4]"
28346,"[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
28350,"[1, 7, 6, 13, 5]","[4, 6, 10, 9, 4]","[7, 8, 6, 9, 3]","[0, 3, 16, 6, 7]"
28352,"[0, 1, 0, 4, 3]","[0, 0, 1, 3, 4]","[0, 0, 1, 5, 2]","[0, 0, 4, 3, 1]"
28361,"[1, 3, 5, 11, 9]","[1, 6, 3, 11, 8]","[0, 1, 2, 15, 11]","[1, 0, 7, 2, 19]"
28415,"[0, 0, 0, 0, 7]","[0, 0, 0, 0, 7]","[0, 0, 0, 1, 6]","[0, 0, 5, 1, 1]"
28420,,,,
28423,"[0, 0, 2, 6, 6]","[0, 0, 1, 6, 7]","[0, 1, 1, 3, 9]","[0, 0, 0, 9, 5]"
28434,"[0, 0, 0, 9, 11]","[0, 1, 1, 6, 12]","[2, 1, 4, 6, 7]","[1, 1, 10, 5, 2]"
28443,"[1, 0, 2, 6, 11]","[1, 0, 2, 5, 11]","[0, 0, 0, 5, 14]","[0, 0, 3, 8, 8]"
28451,"[0, 0, 2, 10, 10]","[0, 0, 2, 10, 10]","[0, 3, 1, 9, 9]","[0, 1, 10, 9, 2]"
28455,,,,
28485,,,,
28515,,,,
28530,,,,
28535,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
28811,,,,
28831,,,,
28845,,,,
28850,"[0, 0, 4, 25, 28]","[0, 2, 11, 14, 30]","[0, 0, 3, 9, 45]","[1, 8, 41, 5, 2]"
28852,,,,
28855,"[0, 6, 12, 23, 10]","[6, 7, 10, 14, 13]","[4, 9, 19, 13, 5]","[1, 5, 24, 12, 7]"
28857,,,,
28864,,,,
28870,,,,
28871,"[0, 0, 1, 5, 5]","[0, 1, 3, 5, 2]","[0, 1, 5, 3, 2]","[0, 1, 8, 1, 1]"
28872,,,,
28885,"[0, 0, 2, 1, 4]","[0, 0, 2, 2, 3]","[0, 1, 1, 1, 4]","[0, 0, 4, 2, 1]"
28891,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28892,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28904,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
28905,,,,
28908,,,,
28909,,,,
28917,,,,
28923,,,,
28927,,,,
28928,,,,
28930,,,,
28932,,,,
28933,,,,
28934,,,,
29900,,,,
29902,"[0, 1, 2, 5, 10]","[0, 1, 2, 6, 9]","[0, 4, 4, 4, 6]","[0, 0, 7, 7, 4]"
29903,,,,
29905,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
30010,"[0, 0, 0, 4, 5]","[0, 1, 0, 5, 3]","[0, 2, 4, 1, 2]","[0, 0, 3, 4, 2]"
30020,"[2, 8, 11, 10, 3]","[1, 10, 10, 9, 4]","[0, 4, 9, 13, 8]","[2, 10, 19, 3, 0]"
30021,,,,
30032,"[1, 0, 1, 1, 15]","[0, 0, 1, 3, 14]","[0, 0, 0, 2, 16]","[0, 3, 8, 4, 3]"
30081,"[0, 0, 2, 5, 5]","[1, 0, 3, 3, 5]","[0, 1, 5, 4, 2]","[0, 1, 8, 3, 0]"
30082,"[0, 0, 0, 3, 2]","[0, 0, 0, 4, 1]","[0, 0, 1, 1, 3]","[0, 0, 3, 1, 1]"
30100,,,,
30110,"[0, 0, 1, 0, 4]","[0, 0, 0, 1, 4]","[0, 0, 1, 1, 3]","[0, 1, 3, 1, 0]"
30120,"[3, 2, 6, 14, 12]","[5, 4, 10, 13, 5]","[1, 6, 4, 16, 10]","[0, 10, 17, 9, 1]"
30131,,,,
30142,"[0, 5, 6, 9, 1]","[2, 7, 6, 5, 1]","[6, 10, 4, 1, 0]","[1, 11, 8, 1, 0]"
30150,"[0, 1, 1, 9, 9]","[0, 2, 4, 8, 6]","[1, 1, 4, 7, 7]","[0, 3, 12, 4, 1]"
30160,"[1, 1, 0, 10, 10]","[1, 1, 4, 10, 5]","[0, 4, 4, 6, 7]","[0, 2, 13, 6, 0]"
30202,,,,
30220,"[0, 0, 0, 4, 6]","[0, 0, 1, 1, 8]","[0, 0, 0, 3, 7]","[0, 0, 6, 3, 1]"
30230,,,,
30300,,,,
30310,"[0, 1, 0, 4, 3]","[0, 1, 1, 3, 3]","[0, 0, 2, 3, 3]","[0, 0, 5, 2, 1]"
30320,"[0, 0, 2, 2, 10]","[1, 1, 1, 2, 9]","[0, 0, 0, 2, 12]","[0, 0, 3, 2, 9]"
30330,,,,
30340,"[0, 1, 1, 4, 19]","[0, 0, 5, 2, 18]","[1, 4, 2, 9, 9]","[0, 2, 13, 8, 2]"
30350,,,,
30510,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30530,"[0, 1, 4, 4, 8]","[0, 0, 3, 4, 10]","[0, 0, 1, 3, 13]","[0, 5, 7, 4, 1]"
30532,,,,
30535,,,,
30540,,,,
30545,,,,
30552,,,,
30554,"[0, 2, 1, 4, 3]","[0, 2, 0, 6, 2]","[0, 1, 1, 5, 3]","[0, 1, 4, 4, 1]"
30560,,,,
30564,,,,
30574,"[0, 0, 0, 2, 7]","[0, 0, 1, 4, 4]","[0, 2, 0, 6, 1]","[0, 0, 6, 3, 0]"
30710,"[0, 0, 0, 2, 3]","[0, 0, 0, 3, 2]","[0, 1, 1, 2, 1]","[0, 0, 1, 0, 4]"
30720,,,,
30745,"[0, 0, 0, 1, 6]","[0, 0, 0, 2, 5]","[0, 0, 1, 1, 5]","[0, 0, 3, 4, 0]"
30752,"[0, 0, 1, 7, 3]","[0, 0, 1, 8, 2]","[0, 0, 0, 2, 9]","[0, 3, 6, 1, 1]"
30755,"[0, 0, 1, 5, 1]","[0, 0, 3, 2, 1]","[0, 0, 1, 3, 2]","[0, 2, 0, 3, 1]"
30760,"[0, 1, 1, 3, 11]","[1, 0, 1, 1, 12]","[1, 0, 1, 3, 10]","[0, 0, 3, 9, 3]"
30787,"[0, 1, 1, 1, 3]","[2, 0, 1, 1, 2]","[2, 1, 0, 2, 1]","[0, 2, 1, 1, 2]"
30788,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 0, 1]","[0, 0, 0, 0, 2]"
30790,,,,
30794,"[1, 0, 2, 2, 3]","[1, 1, 3, 0, 3]","[3, 1, 0, 0, 4]","[0, 0, 4, 1, 3]"
30911,,,,
30930,,,,
31001,,,,
31003,"[1, 1, 5, 13, 21]","[3, 7, 5, 12, 14]","[8, 6, 11, 10, 6]","[0, 0, 13, 17, 11]"
31011,,,,
31012,"[0, 0, 0, 1, 14]","[0, 0, 0, 2, 13]","[0, 0, 2, 1, 12]","[0, 1, 10, 3, 1]"
31015,"[0, 0, 1, 1, 3]","[1, 0, 1, 1, 2]","[0, 1, 2, 1, 1]","[0, 1, 2, 2, 0]"
31035,,,,
31039,"[0, 1, 4, 6, 8]","[0, 1, 4, 5, 9]","[0, 0, 5, 5, 9]","[0, 1, 12, 3, 3]"
31070,"[1, 1, 1, 5, 11]","[0, 0, 2, 4, 13]","[1, 1, 4, 3, 10]","[1, 3, 14, 0, 1]"
31200,,,,
31205,"[0, 0, 0, 1, 1]","[0, 0, 1, 0, 1]","[0, 0, 0, 0, 2]","[0, 0, 2, 0, 0]"
31220,,,,
31221,,,,
31240,"[0, 2, 6, 13, 11]","[1, 3, 4, 14, 10]","[0, 2, 5, 11, 14]","[0, 2, 15, 10, 5]"
31241,,,,
31245,,,,
31250,"[0, 1, 2, 5, 8]","[0, 1, 1, 3, 11]","[1, 0, 1, 1, 13]","[0, 0, 13, 1, 2]"
31260,"[0, 0, 1, 7, 25]","[0, 2, 2, 6, 23]","[0, 0, 2, 5, 26]","[0, 1, 17, 7, 7]"
31265,,,,
31270,,,,
31280,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
31290,"[0, 0, 0, 1, 3]","[0, 0, 0, 3, 1]","[0, 0, 0, 2, 2]","[0, 0, 2, 1, 1]"
31300,"[0, 5, 7, 23, 7]","[5, 5, 12, 17, 3]","[2, 4, 18, 12, 6]","[0, 4, 16, 16, 6]"
31301,"[3, 0, 11, 15, 17]","[2, 3, 11, 22, 7]","[3, 12, 15, 8, 7]","[1, 2, 13, 21, 8]"
31310,,,,
31320,"[1, 1, 3, 8, 7]","[1, 1, 3, 9, 5]","[3, 1, 4, 6, 5]","[0, 1, 12, 6, 0]"
31321,,,,
31340,,,,
31342,"[0, 0, 2, 5, 8]","[0, 0, 1, 7, 5]","[3, 3, 2, 0, 5]","[0, 0, 10, 2, 1]"
31343,,,,
31351,"[0, 0, 1, 7, 9]","[1, 0, 2, 5, 9]","[2, 1, 2, 9, 3]","[0, 2, 8, 6, 1]"
31352,,,,
31353,,,,
31354,,,,
31357,,,,
31372,"[0, 2, 4, 4, 2]","[1, 3, 1, 6, 1]","[0, 1, 1, 6, 4]","[0, 1, 7, 3, 0]"
31375,"[2, 3, 3, 3, 4]","[1, 4, 1, 4, 4]","[3, 3, 3, 2, 3]","[0, 2, 9, 2, 1]"
31377,,,,
31383,,,,
31385,,,,
31386,"[2, 11, 11, 20, 9]","[2, 6, 8, 17, 17]","[6, 7, 15, 14, 8]","[1, 2, 27, 12, 8]"
31388,"[3, 12, 6, 11, 2]","[9, 7, 5, 7, 3]","[8, 10, 7, 2, 4]","[1, 3, 22, 4, 1]"
31389,,,,
31390,"[1, 5, 3, 11, 8]","[2, 2, 5, 9, 10]","[3, 5, 10, 5, 5]","[0, 2, 18, 7, 1]"
31391,,,,
31392,"[0, 1, 6, 10, 20]","[0, 2, 7, 13, 15]","[5, 8, 10, 7, 7]","[0, 1, 23, 7, 6]"
31400,,,,
31405,"[1, 0, 4, 7, 18]","[1, 4, 6, 8, 11]","[0, 2, 5, 11, 12]","[0, 1, 7, 13, 8]"
31415,,,,
31417,,,,
31418,,,,
31420,"[0, 0, 0, 1, 7]","[0, 1, 0, 2, 4]","[2, 2, 2, 0, 1]","[0, 1, 5, 1, 0]"
31428,"[0, 0, 0, 4, 5]","[0, 0, 2, 2, 5]","[0, 0, 1, 2, 6]","[0, 0, 4, 3, 1]"
31430,,,,
31435,,,,
31445,,,,
31470,,,,
31631,,,,
31632,"[0, 0, 0, 0, 6]","[0, 0, 0, 1, 5]","[0, 0, 0, 2, 4]","[0, 0, 2, 4, 0]"
31633,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 2, 0, 0]"
31634,,,,
31710,"[0, 0, 7, 3, 2]","[0, 1, 5, 4, 2]","[0, 0, 2, 3, 7]","[0, 1, 6, 4, 1]"
31711,,,,
31713,"[0, 0, 6, 7, 3]","[0, 2, 2, 7, 4]","[0, 0, 3, 8, 4]","[0, 1, 12, 2, 0]"
31715,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
31725,"[1, 1, 1, 14, 5]","[2, 6, 6, 6, 2]","[5, 9, 7, 1, 0]","[0, 0, 9, 7, 6]"
31728,,,,
31730,,,,
31735,,,,
31742,"[2, 3, 6, 9, 5]","[5, 2, 4, 8, 6]","[6, 3, 2, 7, 7]","[0, 2, 15, 6, 2]"
31745,,,,
31750,,,,
31756,"[1, 2, 3, 3, 6]","[0, 4, 2, 4, 4]","[0, 0, 2, 5, 8]","[0, 1, 5, 6, 3]"
31761,"[0, 0, 2, 17, 33]","[0, 1, 8, 15, 28]","[1, 1, 12, 17, 21]","[0, 0, 18, 19, 15]"
31762,"[1, 2, 1, 16, 8]","[1, 2, 12, 9, 3]","[2, 3, 4, 15, 3]","[0, 1, 12, 10, 3]"
31765,,,,
31770,"[0, 1, 2, 3, 16]","[0, 1, 1, 4, 16]","[0, 0, 0, 5, 16]","[1, 3, 13, 3, 1]"
31773,,,,
31776,"[0, 0, 1, 4, 3]","[0, 1, 1, 6, 0]","[2, 1, 2, 3, 0]","[1, 1, 4, 1, 1]"
31778,"[1, 2, 3, 18, 24]","[3, 1, 7, 15, 22]","[0, 2, 8, 18, 19]","[0, 2, 32, 9, 4]"
31782,"[0, 2, 6, 3, 2]","[1, 3, 4, 3, 2]","[3, 4, 1, 3, 2]","[0, 4, 3, 6, 0]"
31783,,,,
31787,,,,
31789,,,,
31790,"[0, 0, 0, 2, 1]","[0, 0, 0, 1, 2]","[0, 1, 0, 2, 0]","[0, 0, 2, 1, 0]"
31792,,,,
31795,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
31940,,,,
34019,,,,
34020,"[0, 1, 7, 12, 3]","[2, 2, 7, 10, 2]","[1, 4, 7, 8, 3]","[0, 11, 12, 0, 0]"
34021,"[0, 0, 2, 3, 5]","[0, 1, 3, 5, 1]","[0, 0, 1, 4, 5]","[0, 2, 7, 1, 0]"
34022,,,,
34029,,,,
34031,"[0, 0, 0, 0, 12]","[0, 0, 0, 4, 8]","[0, 0, 1, 0, 11]","[0, 0, 1, 3, 8]"
34032,,,,
34034,,,,
34038,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34041,"[0, 0, 1, 0, 7]","[0, 0, 3, 2, 3]","[2, 0, 3, 0, 3]","[0, 0, 3, 3, 2]"
34042,,,,
34043,"[0, 0, 0, 1, 4]","[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 1, 2, 2, 0]"
34046,,,,
34051,"[0, 0, 0, 3, 5]","[0, 1, 0, 3, 4]","[0, 2, 1, 2, 3]","[0, 1, 2, 2, 3]"
34052,,,,
34053,"[0, 1, 1, 1, 3]","[0, 1, 1, 2, 2]","[0, 0, 0, 3, 3]","[0, 0, 0, 5, 1]"
34060,"[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 1, 1, 2]","[0, 0, 4, 0, 0]"
34091,,,,
34092,,,,
34094,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34120,"[0, 1, 0, 0, 1]","[0, 1, 1, 0, 0]","[0, 1, 1, 0, 0]","[0, 1, 1, 0, 0]"
34121,"[0, 0, 2, 2, 1]","[1, 0, 2, 1, 1]","[1, 0, 3, 0, 1]","[0, 1, 0, 1, 3]"
34126,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
34127,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 1, 2, 0]","[0, 1, 2, 0, 0]"
34129,"[0, 0, 0, 0, 4]","[0, 0, 0, 1, 2]","[0, 0, 1, 0, 2]","[0, 1, 1, 1, 0]"
34130,,,,
34153,,,,
34156,"[0, 0, 1, 0, 1]","[0, 0, 1, 0, 1]","[0, 0, 1, 0, 1]","[0, 0, 2, 0, 0]"
34190,,,,
34192,,,,
34193,,,,
34194,,,,
34210,"[0, 1, 0, 1, 1]","[0, 1, 0, 1, 1]","[0, 1, 0, 0, 2]","[0, 1, 1, 1, 0]"
34220,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
34229,"[0, 1, 0, 2, 4]","[1, 0, 0, 3, 3]","[0, 0, 2, 1, 4]","[1, 0, 3, 2, 1]"
34230,,,,
34240,"[0, 0, 0, 1, 5]","[0, 0, 0, 1, 5]","[0, 0, 0, 1, 5]","[0, 0, 5, 0, 1]"
34241,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 0, 1]","[0, 0, 2, 0, 0]"
34249,"[0, 0, 1, 0, 1]","[0, 0, 1, 0, 1]","[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]"
34250,,,,
34251,,,,
34269,"[0, 2, 0, 2, 1]","[0, 1, 2, 1, 1]","[1, 0, 1, 1, 2]","[0, 0, 2, 3, 0]"
34290,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34302,,,,
34313,,,,
34315,"[3, 5, 7, 12, 8]","[0, 3, 7, 14, 11]","[2, 7, 15, 7, 4]","[3, 8, 19, 4, 1]"
34318,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]"
34322,"[0, 1, 2, 5, 6]","[0, 1, 4, 4, 4]","[0, 0, 3, 6, 4]","[0, 1, 8, 2, 2]"
34323,,,,
34331,,,,
34332,,,,
34333,"[1, 1, 1, 16, 4]","[1, 4, 5, 8, 5]","[7, 2, 9, 4, 1]","[1, 5, 11, 5, 1]"
34334,,,,
34338,,,,
34339,,,,
34343,"[0, 0, 2, 5, 2]","[0, 0, 1, 5, 3]","[0, 1, 1, 3, 4]","[0, 2, 5, 2, 0]"
34345,,,,
34346,"[0, 4, 1, 2, 6]","[0, 3, 1, 4, 5]","[1, 3, 3, 1, 5]","[0, 2, 7, 4, 0]"
34347,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34348,,,,
34349,"[0, 0, 1, 5, 8]","[0, 1, 3, 2, 7]","[1, 2, 2, 2, 6]","[0, 0, 5, 3, 5]"
34351,,,,
34352,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
34357,,,,
34359,"[0, 1, 1, 3, 6]","[0, 1, 2, 4, 4]","[1, 4, 2, 1, 3]","[0, 0, 8, 2, 1]"
34360,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
34362,,,,
34363,,,,
34365,,,,
34366,,,,
34367,,,,
34368,,,,
34369,,,,
34370,"[0, 1, 2, 5, 14]","[0, 1, 4, 4, 13]","[0, 0, 1, 5, 16]","[0, 0, 9, 10, 3]"
34371,,,,
34372,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34373,"[0, 0, 0, 6, 4]","[0, 0, 2, 2, 5]","[0, 1, 2, 3, 4]","[0, 1, 6, 3, 0]"
34390,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
34393,,,,
34430,"[1, 0, 1, 5, 5]","[1, 0, 3, 5, 3]","[1, 1, 1, 3, 6]","[0, 3, 5, 1, 3]"
34440,,,,
34451,,,,
34492,,,,
34495,,,,
34539,"[0, 0, 1, 1, 3]","[0, 1, 0, 1, 3]","[0, 0, 1, 2, 2]","[0, 0, 5, 0, 0]"
34540,,,,
34541,,,,
34551,,,,
34552,"[0, 0, 0, 7, 11]","[0, 0, 1, 9, 8]","[0, 0, 1, 10, 7]","[0, 0, 9, 7, 2]"
34553,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]"
34590,,,,
34591,,,,
38798,,,,
38799,,,,
41000,,,,
41011,,,,
41012,,,,
41013,,,,
41015,,,,
41020,"[0, 0, 1, 4, 5]","[0, 0, 5, 2, 3]","[1, 1, 2, 3, 3]","[0, 0, 7, 2, 1]"
41028,"[2, 2, 5, 9, 18]","[2, 1, 2, 11, 18]","[6, 5, 7, 11, 5]","[0, 4, 25, 3, 2]"
41029,"[0, 1, 1, 1, 0]","[0, 0, 1, 1, 1]","[1, 1, 0, 1, 0]","[0, 0, 2, 1, 0]"
41031,"[2, 3, 5, 5, 2]","[2, 1, 6, 5, 3]","[0, 0, 3, 7, 7]","[0, 0, 8, 5, 4]"
41045,,,,
41051,,,,
41061,"[0, 1, 5, 11, 9]","[0, 0, 5, 18, 3]","[0, 0, 1, 4, 21]","[0, 4, 17, 4, 1]"
41073,,,,
41083,"[5, 4, 7, 7, 18]","[3, 6, 8, 10, 14]","[0, 1, 5, 17, 18]","[0, 4, 15, 19, 3]"
41084,,,,
41102,,,,
41107,"[1, 0, 11, 15, 10]","[1, 2, 7, 17, 10]","[1, 4, 10, 13, 9]","[0, 3, 25, 7, 2]"
41111,,,,
41112,,,,
41113,,,,
41117,,,,
41126,"[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 0, 0, 1, 4]","[0, 0, 4, 1, 0]"
41129,,,,
41201,,,,
41203,"[0, 0, 1, 9, 32]","[0, 0, 3, 21, 18]","[0, 5, 8, 17, 12]","[0, 9, 23, 6, 4]"
41216,,,,
41222,,,,
41226,"[0, 0, 0, 3, 7]","[0, 0, 2, 5, 3]","[0, 0, 3, 3, 4]","[0, 0, 4, 4, 2]"
41236,"[0, 4, 8, 5, 2]","[3, 6, 5, 2, 2]","[4, 5, 6, 1, 3]","[0, 1, 6, 11, 1]"
41237,"[0, 0, 3, 19, 18]","[0, 3, 5, 16, 16]","[0, 2, 1, 13, 24]","[0, 0, 5, 16, 19]"
41270,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
41271,"[0, 1, 0, 2, 1]","[1, 0, 0, 2, 1]","[0, 0, 2, 2, 0]","[0, 0, 1, 0, 3]"
41275,,,,
41280,,,,
41312,"[0, 0, 1, 4, 3]","[1, 0, 2, 2, 3]","[0, 1, 0, 2, 5]","[0, 0, 4, 3, 1]"
41315,"[0, 0, 0, 6, 5]","[0, 0, 0, 6, 5]","[1, 1, 4, 2, 3]","[0, 1, 7, 2, 1]"
41316,,,,
41317,"[1, 1, 6, 10, 13]","[3, 1, 7, 8, 12]","[3, 5, 4, 8, 11]","[0, 2, 12, 14, 3]"
41320,,,,
41321,"[0, 0, 3, 5, 5]","[0, 2, 1, 4, 6]","[0, 1, 0, 7, 5]","[0, 0, 4, 7, 2]"
41341,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
41342,"[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 1, 0, 0, 1]","[0, 0, 1, 1, 0]"
41343,"[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 1, 0, 2]","[0, 0, 3, 0, 0]"
41346,"[0, 0, 1, 4, 3]","[0, 0, 2, 2, 4]","[0, 2, 1, 2, 3]","[0, 0, 6, 1, 1]"
41347,,,,
41391,,,,
41392,,,,
41401,"[0, 0, 1, 3, 1]","[0, 0, 2, 3, 0]","[0, 0, 0, 3, 2]","[0, 1, 1, 3, 0]"
41402,,,,
41416,"[4, 4, 6, 16, 8]","[5, 7, 8, 13, 5]","[5, 11, 9, 6, 5]","[1, 0, 9, 14, 13]"
41417,,,,
41418,"[1, 2, 3, 6, 5]","[1, 3, 7, 1, 5]","[0, 3, 8, 2, 4]","[0, 4, 13, 0, 0]"
41420,,,,
41422,,,,
41490,,,,
41491,,,,
41501,"[3, 1, 2, 21, 15]","[4, 5, 9, 18, 5]","[3, 17, 6, 11, 4]","[0, 3, 14, 18, 6]"
41502,,,,
41511,"[0, 1, 8, 11, 4]","[1, 5, 10, 5, 3]","[5, 6, 10, 3, 0]","[0, 2, 13, 8, 1]"
41512,"[1, 4, 4, 8, 3]","[2, 6, 6, 5, 1]","[5, 6, 5, 2, 2]","[0, 0, 10, 8, 2]"
41514,"[0, 0, 3, 8, 29]","[0, 1, 3, 14, 21]","[1, 5, 6, 9, 18]","[0, 1, 5, 20, 13]"
41515,,,,
41516,,,,
41517,"[1, 0, 0, 7, 6]","[1, 0, 1, 9, 2]","[1, 0, 5, 4, 2]","[1, 0, 2, 4, 4]"
41522,"[0, 0, 0, 11, 11]","[0, 0, 3, 11, 8]","[0, 3, 9, 6, 4]","[0, 1, 8, 7, 5]"
41524,,,,
41525,,,,
41526,,,,
41528,"[0, 2, 2, 9, 5]","[0, 2, 5, 8, 3]","[1, 2, 3, 7, 5]","[1, 0, 12, 5, 0]"
41533,"[1, 1, 6, 11, 16]","[1, 4, 7, 11, 11]","[9, 9, 10, 3, 2]","[1, 4, 14, 13, 1]"
41534,"[0, 1, 1, 5, 1]","[0, 0, 1, 5, 1]","[0, 1, 6, 1, 0]","[0, 2, 5, 1, 0]"
41561,"[1, 0, 0, 3, 1]","[0, 1, 4, 0, 0]","[0, 2, 3, 0, 0]","[0, 0, 1, 3, 1]"
41563,"[0, 1, 4, 18, 11]","[2, 2, 9, 10, 10]","[2, 10, 4, 10, 7]","[0, 1, 7, 15, 10]"
41564,,,,
41571,"[0, 0, 3, 4, 5]","[0, 2, 3, 5, 2]","[0, 0, 2, 5, 5]","[0, 0, 3, 5, 3]"
41591,,,,
41603,,,,
41612,,,,
41615,"[2, 1, 9, 13, 15]","[3, 8, 4, 10, 15]","[11, 8, 7, 6, 8]","[0, 7, 19, 10, 4]"
41628,,,,
41635,"[0, 8, 15, 18, 15]","[1, 9, 17, 16, 11]","[2, 18, 18, 9, 7]","[0, 7, 34, 12, 2]"
41651,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
41653,,,,
41656,"[0, 3, 7, 9, 13]","[0, 3, 10, 10, 8]","[1, 1, 11, 7, 12]","[0, 3, 19, 7, 3]"
41658,"[1, 0, 0, 1, 8]","[0, 1, 2, 2, 4]","[1, 2, 1, 3, 2]","[0, 1, 5, 2, 1]"
41659,"[0, 2, 2, 10, 4]","[1, 5, 5, 7, 0]","[2, 4, 3, 7, 2]","[1, 4, 11, 2, 0]"
41661,,,,
41662,,,,
41667,,,,
41668,"[0, 0, 0, 2, 2]","[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]","[0, 0, 2, 1, 1]"
41669,"[0, 1, 1, 6, 18]","[1, 1, 9, 6, 9]","[1, 5, 12, 5, 3]","[0, 3, 17, 4, 2]"
41680,"[1, 0, 5, 9, 9]","[2, 2, 5, 9, 6]","[1, 3, 6, 9, 5]","[2, 2, 14, 6, 0]"
41681,"[1, 4, 2, 5, 1]","[2, 5, 3, 2, 1]","[5, 4, 3, 1, 0]","[1, 3, 6, 3, 0]"
41684,"[0, 0, 2, 6, 7]","[1, 1, 2, 8, 3]","[0, 4, 5, 4, 2]","[0, 0, 12, 2, 1]"
