COURSE,E20_LEARNING,E20_MOTIVATION,E20_FEEDBACK,E20_WORKLOAD
11821,"[0, 0, 2, 5, 5]","[0, 1, 4, 5, 2]","[0, 2, 2, 4, 4]","[0, 0, 6, 3, 3]"
11823,"[1, 2, 1, 1, 1]","[1, 1, 3, 0, 1]","[1, 1, 4, 0, 0]","[0, 0, 4, 1, 1]"
11825,,,,
11829,"[0, 0, 0, 4, 2]","[0, 1, 1, 4, 0]","[0, 0, 0, 1, 5]","[0, 0, 3, 3, 0]"
11831,"[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
11832,"[1, 2, 1, 1, 1]","[0, 2, 1, 2, 1]","[1, 0, 2, 2, 1]","[0, 1, 3, 2, 0]"
11833,"[0, 1, 0, 3, 1]","[0, 1, 1, 2, 1]","[1, 0, 1, 1, 0]","[0, 0, 5, 0, 0]"
11834,,,,
11835,"[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
11836,,,,
11853,,,,
11854,,,,
11857,,,,
11858,,,,
11859,,,,
11880,,,,
11900,"[9, 5, 11, 3, 0]","[7, 11, 4, 5, 1]","[3, 3, 2, 12, 8]","[1, 0, 19, 6, 2]"
11909,,,,
11911,"[3, 8, 9, 17, 4]","[4, 11, 15, 10, 1]","[12, 19, 6, 3, 1]","[2, 10, 12, 12, 5]"
11936,,,,
11937,,,,
11946,,,,
11951,"[0, 0, 5, 20, 13]","[0, 3, 11, 10, 14]","[6, 14, 9, 5, 3]","[2, 3, 21, 9, 3]"
11952,,,,
11953,,,,
11954,"[5, 6, 7, 5, 0]","[4, 5, 7, 7, 0]","[9, 8, 2, 4, 0]","[0, 3, 10, 6, 4]"
11955,"[2, 2, 4, 8, 2]","[2, 4, 4, 6, 2]","[1, 1, 4, 9, 3]","[0, 0, 11, 4, 3]"
11956,,,,
11957,,,,
11961,,,,
11968,,,,
11990,"[0, 1, 3, 5, 4]","[2, 0, 4, 4, 3]","[7, 3, 2, 1, 0]","[0, 2, 4, 6, 1]"
11993,,,,
11994,,,,
11995,"[1, 5, 8, 2, 0]","[8, 4, 2, 2, 0]","[1, 2, 7, 5, 1]","[0, 2, 9, 4, 1]"
11996,,,,
11997,"[0, 0, 2, 9, 7]","[0, 1, 4, 7, 6]","[3, 5, 3, 5, 2]","[0, 3, 13, 1, 1]"
11B01,,,,
11B02,,,,
11B03,,,,
11B04,,,,
11B05,,,,
11B12,,,,
11B13,,,,
11B24,,,,
11B25,,,,
11B27,,,,
11E16,"[0, 0, 0, 0, 8]","[0, 0, 0, 1, 7]","[0, 0, 2, 0, 6]","[0, 1, 5, 0, 2]"
11MIB,,,,
12000,"[0, 0, 6, 19, 21]","[0, 2, 7, 23, 14]","[0, 0, 10, 22, 14]","[0, 10, 29, 6, 1]"
12003,,,,
12102,"[1, 0, 2, 14, 15]","[1, 1, 4, 15, 11]","[2, 2, 2, 12, 14]","[0, 2, 15, 11, 4]"
12104,"[0, 3, 3, 25, 21]","[2, 2, 8, 21, 19]","[1, 10, 15, 20, 6]","[0, 0, 16, 24, 12]"
12108,,,,
12109,"[0, 0, 2, 7, 1]","[0, 0, 3, 5, 2]","[0, 0, 1, 5, 4]","[0, 3, 6, 1, 0]"
12110,,,,
12111,"[1, 0, 1, 1, 0]","[0, 1, 2, 0, 0]","[0, 1, 0, 2, 0]","[1, 0, 2, 0, 0]"
12121,,,,
12122,"[0, 0, 2, 4, 10]","[0, 1, 3, 5, 7]","[0, 4, 5, 4, 3]","[0, 2, 7, 5, 2]"
12124,"[0, 0, 0, 2, 12]","[0, 1, 0, 4, 9]","[0, 2, 3, 4, 5]","[0, 0, 0, 7, 7]"
12130,"[0, 0, 0, 5, 17]","[0, 0, 1, 11, 10]","[1, 7, 8, 5, 1]","[0, 0, 12, 8, 2]"
12132,"[0, 0, 0, 3, 12]","[0, 0, 2, 5, 8]","[0, 2, 1, 3, 9]","[0, 1, 8, 4, 2]"
12134,"[3, 5, 6, 11, 5]","[9, 5, 7, 5, 4]","[2, 4, 10, 8, 6]","[0, 8, 16, 6, 0]"
12135,,,,
12138,,,,
12139,"[0, 3, 4, 14, 19]","[1, 2, 2, 15, 19]","[1, 2, 2, 11, 24]","[1, 8, 29, 2, 0]"
12140,"[0, 0, 0, 0, 8]","[0, 0, 0, 2, 6]","[0, 0, 0, 0, 8]","[0, 1, 2, 3, 2]"
12142,"[0, 1, 8, 7, 3]","[0, 3, 5, 7, 4]","[0, 0, 1, 2, 16]","[0, 2, 13, 3, 1]"
12143,,,,
12145,"[0, 0, 2, 4, 6]","[0, 2, 3, 4, 3]","[0, 0, 0, 8, 4]","[0, 1, 4, 5, 2]"
12202,"[0, 2, 4, 26, 16]","[0, 4, 8, 23, 13]","[0, 1, 2, 13, 32]","[0, 7, 29, 11, 1]"
12203,,,,
12205,,,,
12210,,,,
12227,,,,
12228,"[0, 0, 1, 3, 8]","[0, 1, 0, 3, 8]","[1, 0, 2, 4, 5]","[0, 2, 8, 2, 0]"
12231,,,,
12233,"[0, 0, 2, 11, 5]","[0, 2, 4, 7, 5]","[0, 1, 6, 7, 4]","[0, 5, 10, 3, 0]"
12237,,,,
12238,,,,
12240,"[0, 2, 4, 19, 27]","[0, 2, 5, 32, 13]","[0, 0, 2, 23, 27]","[0, 1, 8, 27, 16]"
12320,,,,
12326,,,,
12330,,,,
12331,,,,
12333,,,,
12336,"[0, 0, 0, 9, 7]","[0, 1, 1, 8, 6]","[0, 1, 0, 7, 8]","[0, 1, 10, 3, 2]"
12342,,,,
12344,"[1, 3, 2, 6, 4]","[1, 4, 4, 5, 2]","[1, 4, 6, 4, 1]","[0, 0, 5, 6, 5]"
12701,,,,
12813,,,,
12902,,,,
12909,,,,
12911,,,,
12919,,,,
12920,,,,
12925,,,,
12933,,,,
22000,"[0, 1, 3, 4, 12]","[1, 1, 4, 7, 7]","[1, 1, 3, 8, 7]","[1, 3, 9, 4, 3]"
22001,"[1, 2, 2, 6, 9]","[3, 1, 3, 4, 9]","[1, 2, 2, 6, 9]","[2, 0, 6, 4, 8]"
22002,"[0, 0, 0, 3, 5]","[0, 0, 0, 4, 4]","[0, 0, 1, 1, 6]","[0, 0, 0, 3, 5]"
22003,,,,
22004,"[0, 0, 2, 5, 10]","[0, 0, 1, 3, 13]","[0, 5, 1, 6, 5]","[0, 1, 12, 3, 1]"
22005,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
22050,,,,
22051,"[0, 2, 3, 16, 24]","[3, 2, 9, 12, 19]","[1, 2, 6, 10, 26]","[1, 2, 25, 12, 5]"
22052,,,,
22053,"[0, 0, 0, 2, 7]","[0, 0, 0, 0, 9]","[0, 0, 2, 3, 4]","[0, 0, 6, 3, 0]"
22054,,,,
22055,"[0, 0, 0, 7, 11]","[0, 0, 1, 6, 11]","[0, 2, 3, 5, 8]","[0, 0, 9, 8, 1]"
22056,,,,
22100,,,,
22104,"[2, 8, 6, 11, 3]","[2, 3, 9, 7, 9]","[11, 8, 9, 1, 1]","[10, 10, 9, 1, 0]"
22107,,,,
22110,"[0, 0, 2, 6, 23]","[1, 0, 1, 9, 20]","[0, 2, 3, 6, 20]","[1, 0, 12, 10, 8]"
22111,,,,
22112,,,,
22115,,,,
22117,,,,
22125,,,,
22126,"[0, 1, 0, 4, 17]","[0, 1, 2, 9, 10]","[0, 4, 5, 8, 5]","[0, 0, 7, 12, 3]"
22136,"[0, 0, 0, 3, 1]","[0, 0, 0, 3, 1]","[0, 1, 0, 1, 2]","[0, 1, 2, 0, 1]"
22140,"[0, 0, 5, 5, 5]","[0, 1, 3, 7, 4]","[0, 1, 2, 3, 8]","[0, 4, 10, 1, 0]"
22141,,,,
22145,"[0, 1, 0, 7, 10]","[0, 1, 5, 7, 5]","[2, 4, 6, 4, 2]","[0, 2, 7, 7, 2]"
22175,,,,
22179,"[1, 0, 1, 2, 9]","[1, 0, 0, 3, 9]","[0, 0, 1, 1, 11]","[0, 0, 11, 0, 2]"
22200,"[0, 2, 0, 1, 1]","[0, 2, 1, 0, 1]","[0, 0, 2, 0, 1]","[0, 0, 2, 0, 2]"
22201,,,,
22202,,,,
22203,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0]"
22204,,,,
22205,,,,
22206,,,,
22207,"[0, 0, 0, 1, 2]","[0, 0, 0, 0, 3]","[0, 0, 0, 2, 1]","[0, 1, 2, 0, 0]"
22208,"[0, 3, 7, 15, 11]","[3, 10, 7, 10, 6]","[15, 8, 8, 4, 1]","[2, 2, 24, 6, 2]"
22230,,,,
22231,"[0, 2, 2, 7, 5]","[1, 2, 3, 8, 2]","[0, 0, 1, 6, 9]","[0, 1, 12, 1, 2]"
22232,,,,
22235,,,,
22236,,,,
22237,"[0, 1, 1, 3, 6]","[0, 1, 2, 3, 5]","[0, 1, 3, 3, 4]","[0, 1, 8, 2, 0]"
22281,,,,
22282,,,,
22283,"[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 1]"
22284,,,,
22400,,,,
22403,,,,
22433,"[1, 8, 11, 19, 5]","[4, 14, 14, 10, 2]","[5, 21, 9, 9, 0]","[0, 2, 10, 16, 16]"
22434,,,,
22435,"[1, 1, 5, 5, 11]","[3, 1, 4, 8, 7]","[1, 5, 3, 7, 7]","[0, 2, 14, 4, 3]"
22437,,,,
22446,,,,
22448,,,,
22451,"[0, 0, 0, 4, 6]","[0, 0, 2, 1, 7]","[0, 0, 0, 2, 8]","[0, 1, 4, 2, 3]"
22452,,,,
22453,,,,
22455,,,,
22475,"[0, 0, 1, 2, 6]","[0, 0, 2, 1, 6]","[0, 0, 0, 1, 8]","[0, 0, 1, 7, 1]"
22481,"[0, 0, 8, 20, 11]","[0, 7, 13, 10, 9]","[0, 5, 6, 13, 15]","[0, 2, 15, 15, 7]"
22485,"[1, 0, 0, 0, 8]","[0, 1, 0, 3, 5]","[0, 0, 3, 4, 2]","[0, 0, 4, 4, 1]"
22486,,,,
22487,,,,
22506,,,,
22507,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]"
22508,,,,
22510,"[0, 1, 0, 2, 4]","[0, 0, 1, 2, 4]","[0, 3, 0, 1, 3]","[0, 3, 3, 0, 1]"
22511,"[0, 0, 1, 3, 2]","[0, 0, 1, 2, 3]","[0, 0, 2, 1, 3]","[0, 0, 5, 1, 0]"
22512,"[0, 1, 1, 3, 3]","[0, 1, 1, 2, 4]","[0, 1, 0, 2, 5]","[0, 2, 4, 2, 0]"
22513,,,,
22525,"[0, 1, 2, 2, 4]","[0, 3, 1, 2, 3]","[0, 5, 1, 2, 1]","[0, 2, 1, 3, 3]"
22530,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]"
22600,"[0, 0, 3, 9, 4]","[0, 4, 4, 6, 2]","[0, 2, 1, 7, 6]","[1, 0, 12, 2, 1]"
22601,,,,
22602,,,,
22620,,,,
22650,,,,
22651,"[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 1, 3, 0]"
22652,"[0, 0, 0, 1, 6]","[0, 0, 0, 1, 6]","[0, 0, 0, 2, 5]","[0, 0, 5, 0, 2]"
22653,,,,
22654,,,,
22655,,,,
22656,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
22680,"[0, 3, 1, 2, 2]","[3, 1, 2, 1, 1]","[0, 0, 1, 3, 4]","[0, 1, 3, 2, 2]"
22681,,,,
22700,"[0, 1, 1, 6, 2]","[0, 0, 2, 5, 3]","[0, 0, 1, 0, 9]","[0, 0, 2, 7, 1]"
23101,"[2, 9, 6, 19, 6]","[1, 2, 10, 16, 13]","[1, 2, 4, 13, 22]","[1, 4, 21, 15, 1]"
23102,,,,
23151,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[1, 0, 1, 1, 0]","[0, 0, 2, 0, 1]"
23152,"[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 1, 1, 2]","[0, 0, 2, 1, 1]"
23154,"[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 2, 1, 1]"
23155,"[0, 0, 0, 3, 3]","[0, 0, 1, 2, 3]","[1, 0, 0, 2, 3]","[0, 0, 5, 1, 0]"
23205,"[0, 1, 4, 5, 6]","[0, 3, 4, 5, 4]","[2, 2, 3, 4, 5]","[0, 3, 11, 0, 2]"
23206,,,,
23208,,,,
23209,,,,
23210,"[0, 0, 1, 8, 4]","[0, 1, 2, 6, 4]","[1, 4, 2, 2, 4]","[0, 0, 8, 4, 1]"
23211,,,,
23212,,,,
23213,,,,
23220,"[0, 0, 0, 3, 10]","[0, 0, 0, 5, 8]","[0, 0, 0, 3, 10]","[0, 1, 12, 0, 0]"
23255,,,,
23256,,,,
23257,,,,
23258,,,,
23259,,,,
23272,"[2, 0, 0, 4, 4]","[2, 1, 0, 3, 4]","[2, 1, 2, 1, 4]","[0, 0, 5, 4, 1]"
23281,,,,
23301,"[0, 2, 6, 2, 0]","[2, 1, 6, 1, 0]","[0, 2, 2, 5, 1]","[0, 2, 8, 0, 0]"
23302,,,,
23511,"[0, 0, 3, 5, 5]","[0, 0, 3, 4, 6]","[1, 3, 2, 3, 4]","[0, 2, 6, 3, 2]"
23520,,,,
23521,"[0, 7, 3, 18, 9]","[3, 8, 8, 12, 6]","[1, 5, 9, 11, 11]","[1, 10, 17, 7, 2]"
23522,"[0, 0, 1, 8, 5]","[0, 1, 3, 5, 5]","[0, 0, 3, 3, 8]","[1, 0, 4, 4, 5]"
23531,,,,
23532,,,,
23534,"[0, 3, 0, 5, 2]","[2, 0, 1, 3, 4]","[0, 0, 3, 0, 7]","[1, 2, 6, 0, 1]"
23552,,,,
23564,"[0, 0, 5, 2, 5]","[0, 0, 5, 1, 6]","[0, 0, 4, 3, 5]","[0, 0, 9, 3, 0]"
23662,"[0, 2, 1, 1, 3]","[0, 1, 3, 1, 2]","[1, 1, 1, 3, 1]","[2, 0, 5, 0, 0]"
23711,"[0, 3, 9, 11, 2]","[2, 8, 5, 7, 3]","[7, 7, 4, 6, 1]","[0, 5, 13, 4, 2]"
23732,"[0, 0, 1, 15, 15]","[0, 0, 11, 8, 12]","[4, 5, 9, 9, 4]","[0, 3, 15, 11, 3]"
23832,,,,
23837,,,,
23839,,,,
23901,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]","[0, 0, 1, 1, 0]"
23902,"[0, 1, 3, 6, 4]","[0, 1, 3, 5, 5]","[1, 1, 2, 5, 5]","[1, 2, 9, 1, 1]"
23921,"[0, 2, 1, 2, 6]","[1, 1, 2, 3, 4]","[1, 2, 3, 1, 4]","[1, 1, 8, 1, 0]"
23924,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 1, 0, 1]"
23932,"[0, 0, 1, 6, 4]","[0, 0, 4, 4, 3]","[0, 2, 4, 3, 2]","[0, 1, 6, 4, 0]"
23936,,,,
23937,,,,
23951,"[2, 1, 3, 6, 5]","[3, 0, 4, 7, 3]","[5, 3, 4, 3, 2]","[0, 2, 13, 0, 2]"
23952,,,,
23953,,,,
23962,"[0, 0, 1, 3, 5]","[0, 0, 1, 5, 3]","[0, 1, 1, 3, 4]","[1, 3, 0, 3, 2]"
23981,"[1, 4, 6, 7, 4]","[4, 4, 6, 5, 3]","[1, 5, 5, 7, 4]","[0, 2, 11, 8, 1]"
23982,,,,
25102,,,,
25104,,,,
25105,,,,
25106,"[1, 1, 3, 4, 8]","[1, 2, 3, 2, 9]","[1, 3, 4, 2, 7]","[1, 4, 9, 2, 1]"
25107,,,,
25201,"[0, 0, 2, 1, 3]","[0, 0, 2, 2, 2]","[0, 0, 3, 1, 1]","[0, 0, 5, 0, 1]"
25202,"[0, 0, 0, 2, 4]","[0, 0, 0, 2, 4]","[0, 0, 0, 2, 4]","[0, 0, 3, 0, 3]"
25203,,,,
25204,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]"
25205,,,,
25206,,,,
25207,,,,
25208,,,,
25209,,,,
25301,"[1, 3, 3, 9, 4]","[1, 1, 7, 8, 3]","[3, 2, 3, 9, 3]","[0, 6, 12, 1, 1]"
25302,"[0, 0, 1, 2, 7]","[0, 0, 3, 2, 5]","[1, 1, 4, 2, 2]","[0, 1, 6, 2, 1]"
25303,"[0, 1, 1, 4, 5]","[1, 0, 1, 2, 7]","[0, 0, 0, 1, 10]","[0, 1, 2, 5, 3]"
25307,,,,
25310,,,,
25311,"[0, 0, 0, 3, 6]","[0, 0, 0, 4, 5]","[0, 0, 0, 1, 8]","[0, 0, 4, 5, 0]"
25312,"[1, 1, 2, 0, 1]","[2, 0, 1, 1, 1]","[1, 3, 0, 1, 0]","[0, 0, 2, 3, 0]"
25313,,,,
25314,,,,
25315,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25316,,,,
25317,"[1, 0, 1, 2, 1]","[1, 1, 1, 2, 0]","[1, 1, 2, 0, 0]","[0, 0, 4, 1, 0]"
25318,"[0, 1, 6, 5, 2]","[0, 3, 5, 3, 3]","[0, 3, 2, 8, 1]","[0, 1, 12, 1, 0]"
25320,,,,
25321,,,,
25322,,,,
25323,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
25324,,,,
25325,"[0, 0, 2, 5, 1]","[0, 0, 1, 6, 1]","[1, 2, 1, 2, 2]","[1, 2, 2, 3, 0]"
25326,,,,
25327,,,,
25328,"[0, 0, 1, 5, 5]","[0, 0, 4, 2, 5]","[0, 0, 0, 1, 10]","[0, 0, 1, 5, 5]"
25331,,,,
25332,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 1, 1, 1]","[0, 0, 3, 0, 0]"
25333,,,,
25334,"[0, 0, 0, 0, 5]","[0, 0, 0, 3, 2]","[0, 1, 1, 0, 3]","[0, 1, 3, 0, 1]"
25616,,,,
25617,,,,
25618,,,,
25619,,,,
25620,,,,
25801,,,,
25803,,,,
25805,,,,
25807,,,,
25808,,,,
25809,,,,
26000,"[0, 5, 18, 27, 10]","[2, 9, 20, 21, 8]","[0, 1, 12, 19, 28]","[2, 15, 29, 11, 2]"
26002,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]"
26003,,,,
26004,,,,
26006,"[0, 1, 1, 15, 11]","[0, 2, 8, 13, 5]","[2, 14, 7, 2, 3]","[0, 4, 18, 5, 1]"
26008,"[0, 1, 6, 22, 26]","[0, 2, 8, 21, 22]","[1, 8, 12, 12, 22]","[1, 10, 30, 11, 3]"
26010,"[0, 0, 4, 3, 4]","[4, 2, 2, 2, 1]","[0, 2, 3, 3, 3]","[0, 1, 8, 1, 1]"
26026,,,,
26027,,,,
26028,"[0, 4, 12, 13, 3]","[5, 5, 11, 7, 3]","[5, 11, 8, 6, 1]","[3, 15, 14, 0, 0]"
26030,"[1, 8, 21, 27, 25]","[6, 18, 19, 23, 16]","[18, 14, 28, 12, 10]","[6, 12, 46, 13, 5]"
26050,"[5, 18, 31, 54, 28]","[14, 25, 33, 45, 19]","[10, 18, 45, 42, 21]","[4, 36, 66, 23, 7]"
26124,,,,
26125,,,,
26127,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
26130,"[0, 0, 3, 0, 5]","[0, 2, 0, 1, 5]","[0, 1, 2, 3, 2]","[1, 2, 3, 2, 0]"
26134,"[0, 0, 0, 5, 5]","[0, 0, 3, 6, 1]","[3, 1, 4, 2, 0]","[1, 2, 6, 0, 1]"
26171,"[9, 16, 7, 13, 5]","[14, 15, 10, 8, 3]","[9, 9, 17, 10, 5]","[0, 5, 16, 15, 14]"
26173,"[1, 1, 6, 8, 15]","[0, 2, 6, 13, 10]","[1, 3, 6, 9, 12]","[0, 4, 17, 8, 2]"
26174,"[0, 0, 1, 6, 6]","[0, 0, 3, 5, 5]","[1, 0, 4, 6, 2]","[1, 0, 11, 1, 0]"
26199,,,,
26201,,,,
26202,,,,
26222,"[0, 0, 5, 17, 10]","[0, 5, 9, 12, 6]","[0, 0, 3, 10, 19]","[0, 3, 18, 9, 1]"
26225,"[0, 0, 2, 3, 1]","[0, 0, 2, 4, 0]","[0, 0, 0, 1, 5]","[0, 2, 4, 0, 0]"
26231,,,,
26236,"[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 1, 3, 0]","[0, 0, 3, 0, 1]"
26245,,,,
26255,,,,
26261,"[0, 0, 1, 2, 5]","[0, 1, 1, 3, 3]","[3, 2, 1, 2, 0]","[0, 1, 6, 0, 1]"
26263,,,,
26265,,,,
26271,"[0, 0, 3, 8, 3]","[0, 1, 7, 4, 2]","[0, 2, 3, 6, 3]","[1, 2, 5, 6, 0]"
26290,"[0, 1, 3, 2, 2]","[0, 1, 2, 5, 0]","[0, 1, 1, 3, 3]","[0, 0, 6, 0, 2]"
26299,,,,
26301,,,,
26317,,,,
26325,,,,
26330,"[0, 0, 1, 4, 4]","[0, 0, 1, 3, 5]","[0, 1, 0, 3, 5]","[0, 1, 5, 3, 0]"
26371,"[2, 0, 7, 11, 10]","[1, 1, 5, 10, 13]","[0, 2, 4, 6, 18]","[2, 3, 15, 7, 2]"
26374,"[0, 0, 2, 3, 1]","[0, 2, 2, 1, 1]","[0, 0, 1, 4, 1]","[0, 0, 3, 2, 1]"
26400,,,,
26407,"[0, 0, 0, 1, 3]","[0, 1, 0, 1, 2]","[0, 0, 0, 1, 3]","[0, 0, 2, 2, 0]"
26411,"[0, 0, 1, 10, 27]","[0, 0, 6, 13, 19]","[0, 0, 1, 12, 23]","[0, 3, 22, 11, 2]"
26416,"[0, 0, 0, 5, 13]","[0, 0, 1, 6, 11]","[0, 1, 2, 3, 12]","[0, 0, 15, 2, 1]"
26422,"[0, 0, 4, 6, 7]","[1, 1, 3, 6, 4]","[0, 0, 2, 7, 8]","[0, 0, 12, 4, 1]"
26426,,,,
26428,,,,
26432,"[0, 0, 0, 4, 1]","[0, 0, 2, 1, 2]","[0, 0, 1, 4, 0]","[0, 0, 2, 3, 0]"
26433,"[0, 0, 1, 7, 15]","[0, 0, 2, 16, 5]","[3, 5, 7, 5, 3]","[1, 1, 13, 4, 4]"
26436,"[2, 1, 7, 10, 16]","[3, 4, 8, 11, 10]","[7, 3, 10, 6, 10]","[0, 8, 16, 10, 2]"
26438,"[1, 1, 0, 4, 5]","[1, 0, 1, 1, 7]","[1, 0, 0, 4, 6]","[0, 0, 6, 3, 2]"
26444,,,,
26446,,,,
26455,,,,
26471,"[0, 0, 1, 3, 3]","[0, 0, 3, 3, 1]","[0, 0, 0, 5, 2]","[0, 0, 3, 4, 0]"
26474,"[1, 2, 0, 9, 5]","[1, 2, 2, 7, 5]","[3, 0, 3, 6, 5]","[0, 0, 9, 7, 1]"
26499,,,,
26510,,,,
26610,,,,
26701,,,,
26702,,,,
26920,,,,
26925,,,,
26932,,,,
26933,,,,
26944,,,,
26950,,,,
26960,,,,
26970,,,,
26980,,,,
26991,,,,
27001,"[0, 2, 1, 14, 11]","[1, 1, 6, 13, 7]","[1, 2, 8, 7, 10]","[4, 10, 13, 1, 0]"
27002,"[5, 9, 35, 69, 39]","[9, 18, 35, 61, 33]","[26, 47, 46, 25, 13]","[10, 33, 79, 27, 8]"
27007,"[1, 9, 17, 14, 10]","[6, 7, 15, 15, 8]","[2, 5, 6, 23, 15]","[3, 11, 29, 4, 3]"
27008,,,,
27015,"[0, 0, 6, 11, 23]","[2, 3, 10, 13, 11]","[3, 5, 6, 14, 12]","[1, 3, 22, 10, 4]"
27016,"[1, 3, 11, 35, 27]","[2, 3, 19, 30, 23]","[0, 5, 12, 36, 24]","[1, 8, 43, 20, 5]"
27020,"[0, 4, 6, 4, 1]","[0, 5, 3, 5, 2]","[2, 6, 3, 4, 0]","[2, 5, 7, 1, 0]"
27022,,,,
27023,,,,
27026,"[1, 5, 11, 26, 26]","[6, 11, 17, 19, 16]","[15, 26, 13, 8, 7]","[1, 3, 20, 24, 22]"
27028,"[0, 0, 0, 11, 27]","[0, 0, 1, 5, 33]","[0, 1, 10, 9, 19]","[1, 7, 23, 7, 1]"
27034,,,,
27035,,,,
27051,,,,
27101,,,,
27102,,,,
27106,,,,
27220,,,,
27230,"[0, 2, 6, 15, 18]","[1, 6, 15, 11, 8]","[4, 11, 18, 3, 5]","[0, 1, 13, 20, 7]"
27246,"[1, 1, 3, 6, 7]","[1, 2, 3, 6, 6]","[4, 3, 3, 3, 5]","[0, 1, 11, 3, 3]"
27247,"[0, 0, 0, 3, 8]","[0, 0, 1, 3, 7]","[0, 1, 0, 2, 8]","[0, 0, 2, 6, 3]"
27250,"[0, 0, 1, 7, 12]","[0, 0, 2, 8, 10]","[0, 1, 3, 12, 4]","[1, 2, 14, 2, 1]"
27255,,,,
27302,,,,
27303,"[0, 1, 7, 10, 6]","[1, 6, 10, 7, 0]","[2, 5, 7, 9, 1]","[0, 0, 11, 12, 1]"
27322,,,,
27410,"[0, 2, 4, 20, 18]","[0, 5, 6, 19, 14]","[0, 3, 6, 17, 18]","[0, 2, 7, 22, 13]"
27419,,,,
27422,,,,
27423,"[3, 8, 10, 11, 15]","[7, 7, 13, 11, 9]","[6, 7, 7, 13, 14]","[2, 5, 30, 10, 0]"
27430,"[2, 1, 3, 15, 37]","[3, 9, 11, 13, 22]","[12, 8, 17, 10, 11]","[0, 3, 16, 21, 17]"
27432,"[1, 0, 1, 4, 8]","[0, 0, 2, 3, 9]","[0, 2, 1, 4, 7]","[0, 4, 7, 3, 0]"
27455,,,,
27460,"[3, 5, 10, 12, 11]","[2, 9, 9, 12, 9]","[5, 5, 14, 10, 7]","[0, 0, 18, 12, 11]"
27510,,,,
27641,"[2, 6, 19, 27, 17]","[5, 16, 19, 20, 11]","[14, 22, 17, 10, 8]","[3, 13, 45, 9, 1]"
27691,"[0, 1, 0, 1, 3]","[0, 1, 1, 0, 3]","[1, 1, 0, 0, 3]","[0, 1, 3, 0, 1]"
27692,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
27800,,,,
27801,,,,
27815,,,,
27820,,,,
27823,,,,
27827,,,,
27830,,,,
28001,"[0, 3, 11, 9, 2]","[0, 6, 7, 8, 4]","[0, 2, 6, 11, 6]","[3, 4, 14, 4, 0]"
28012,"[3, 2, 6, 9, 5]","[5, 6, 2, 9, 2]","[4, 4, 5, 7, 5]","[2, 5, 9, 3, 6]"
28016,"[1, 3, 9, 7, 4]","[3, 4, 6, 6, 5]","[1, 2, 7, 7, 7]","[1, 2, 11, 8, 2]"
28020,"[0, 0, 0, 9, 25]","[1, 0, 4, 10, 19]","[0, 0, 0, 10, 24]","[0, 2, 18, 13, 1]"
28022,"[1, 1, 7, 5, 3]","[1, 3, 8, 2, 2]","[3, 1, 4, 6, 3]","[0, 0, 5, 9, 3]"
28025,,,,
