COURSE,E25_LEARNING,E25_MOTIVATION,E25_FEEDBACK,E25_WORKLOAD
12920,,,,
12926,,,,
12936,"[0, 0, 1, 1, 0]","[0, 0, 1, 1, 0]","[0, 1, 1, 0, 0]","[0, 0, 2, 0, 0]"
12950,,,,
12951,,,,
12952,,,,
12953,,,,
12954,,,,
12958,,,,
12B1B,,,,
22001,"[1, 2, 7, 13, 10]","[2, 2, 9, 11, 8]","[1, 2, 10, 8, 11]","[0, 1, 17, 8, 5]"
22002,"[0, 0, 0, 0, 5]","[0, 1, 0, 0, 4]","[0, 0, 0, 1, 4]","[0, 0, 5, 0, 0]"
22003,,,,
22005,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22006,"[0, 0, 3, 8, 26]","[0, 0, 4, 11, 22]","[0, 1, 12, 9, 15]","[0, 11, 22, 3, 1]"
22007,"[0, 0, 0, 8, 17]","[0, 0, 1, 10, 12]","[0, 0, 0, 7, 16]","[0, 2, 15, 4, 2]"
22050,,,,
22051,"[0, 2, 5, 19, 50]","[1, 3, 8, 21, 42]","[2, 2, 6, 17, 48]","[0, 8, 40, 18, 9]"
22052,"[0, 0, 1, 6, 17]","[1, 0, 2, 9, 11]","[0, 0, 0, 6, 17]","[0, 2, 3, 9, 9]"
22053,"[0, 0, 0, 2, 9]","[0, 1, 1, 2, 7]","[0, 1, 0, 4, 6]","[0, 0, 3, 6, 2]"
22054,,,,
22058,,,,
22059,,,,
22060,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
22061,"[0, 0, 0, 2, 3]","[0, 0, 0, 2, 3]","[0, 0, 0, 3, 2]","[0, 0, 2, 2, 1]"
22062,"[0, 1, 0, 5, 5]","[0, 1, 3, 2, 5]","[2, 4, 0, 2, 3]","[2, 3, 5, 1, 0]"
22100,"[0, 0, 1, 3, 9]","[0, 0, 0, 8, 5]","[0, 2, 2, 1, 8]","[0, 2, 5, 5, 1]"
22102,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
22107,,,,
22111,"[3, 10, 27, 34, 14]","[14, 19, 18, 17, 13]","[11, 17, 23, 23, 6]","[7, 23, 41, 7, 3]"
22112,"[0, 1, 1, 5, 11]","[0, 1, 2, 6, 7]","[0, 2, 3, 6, 5]","[0, 2, 6, 4, 3]"
22115,,,,
22116,"[0, 0, 1, 4, 6]","[0, 1, 0, 4, 6]","[0, 1, 2, 3, 5]","[0, 2, 7, 0, 2]"
22117,,,,
22118,,,,
22123,,,,
22125,,,,
22126,"[0, 1, 2, 7, 8]","[0, 2, 1, 8, 7]","[1, 4, 4, 2, 7]","[1, 4, 8, 3, 2]"
22140,"[0, 0, 2, 9, 4]","[0, 3, 3, 5, 4]","[1, 4, 5, 4, 1]","[0, 0, 13, 2, 0]"
22145,"[1, 1, 4, 9, 3]","[2, 2, 4, 4, 6]","[2, 3, 5, 4, 4]","[0, 0, 10, 6, 2]"
22150,"[0, 1, 5, 12, 9]","[1, 2, 6, 14, 4]","[1, 5, 9, 8, 4]","[1, 4, 13, 6, 3]"
22160,"[1, 0, 6, 16, 37]","[0, 3, 5, 17, 34]","[0, 1, 5, 17, 36]","[0, 3, 32, 18, 6]"
22166,"[0, 0, 2, 10, 18]","[0, 0, 5, 9, 16]","[0, 4, 2, 10, 14]","[0, 1, 11, 10, 8]"
22168,,,,
22172,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22175,,,,
22179,,,,
22180,"[0, 0, 3, 9, 6]","[0, 2, 4, 9, 3]","[0, 1, 1, 8, 8]","[1, 4, 8, 3, 2]"
22201,,,,
22203,"[2, 4, 1, 4, 4]","[3, 4, 3, 3, 2]","[1, 6, 4, 1, 3]","[0, 1, 9, 3, 2]"
22205,,,,
22206,,,,
22207,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22208,"[0, 1, 4, 11, 26]","[1, 1, 14, 14, 11]","[0, 6, 7, 17, 11]","[1, 2, 13, 15, 10]"
22210,"[0, 2, 1, 18, 21]","[1, 1, 5, 19, 16]","[1, 3, 16, 11, 10]","[0, 3, 15, 12, 10]"
22211,,,,
22212,,,,
22213,,,,
22230,,,,
22231,"[6, 4, 12, 16, 7]","[7, 5, 10, 16, 7]","[3, 10, 11, 11, 10]","[1, 3, 27, 7, 7]"
22232,,,,
22235,,,,
22236,,,,
22237,"[0, 2, 6, 18, 10]","[1, 4, 6, 15, 9]","[2, 5, 7, 9, 12]","[0, 1, 23, 8, 3]"
22238,"[0, 2, 1, 1, 3]","[1, 2, 1, 1, 2]","[3, 1, 1, 0, 2]","[0, 1, 5, 0, 1]"
22239,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22281,,,,
22282,,,,
22283,"[0, 2, 4, 10, 8]","[2, 3, 5, 8, 6]","[2, 2, 3, 6, 11]","[0, 2, 7, 5, 10]"
22284,,,,
22285,"[0, 1, 2, 12, 6]","[2, 0, 5, 11, 3]","[1, 2, 3, 9, 6]","[0, 5, 11, 5, 0]"
22400,,,,
22403,,,,
22439,"[1, 2, 7, 16, 12]","[4, 3, 9, 7, 15]","[4, 8, 12, 10, 3]","[0, 1, 20, 14, 2]"
22449,"[3, 10, 18, 16, 15]","[9, 14, 13, 14, 12]","[14, 12, 15, 12, 9]","[5, 12, 32, 8, 4]"
22450,,,,
22460,"[3, 12, 14, 23, 16]","[3, 9, 13, 19, 23]","[0, 3, 9, 20, 35]","[7, 22, 30, 4, 4]"
22461,,,,
22462,,,,
22475,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22476,,,,
22481,"[0, 2, 4, 7, 9]","[2, 3, 1, 6, 8]","[3, 1, 5, 3, 7]","[0, 3, 9, 6, 1]"
22485,"[0, 0, 1, 1, 9]","[0, 0, 1, 1, 8]","[0, 0, 1, 3, 7]","[0, 1, 2, 3, 5]"
22486,,,,
22487,,,,
22506,,,,
22507,,,,
22508,,,,
22511,"[0, 0, 2, 2, 7]","[0, 1, 1, 3, 6]","[1, 1, 0, 1, 8]","[0, 0, 5, 3, 3]"
22513,,,,
22525,"[0, 0, 0, 13, 8]","[0, 3, 0, 11, 7]","[0, 1, 0, 8, 12]","[0, 1, 6, 10, 4]"
22530,"[0, 0, 0, 2, 2]","[0, 0, 0, 1, 3]","[0, 0, 0, 3, 1]","[0, 1, 2, 1, 0]"
22600,"[1, 0, 0, 9, 10]","[0, 1, 2, 10, 7]","[0, 0, 0, 6, 14]","[2, 2, 10, 5, 1]"
22602,,,,
22603,"[0, 0, 1, 7, 4]","[0, 3, 0, 8, 1]","[0, 1, 4, 4, 3]","[0, 0, 9, 2, 1]"
22604,,,,
22605,,,,
22610,"[0, 0, 0, 3, 4]","[0, 0, 3, 1, 3]","[2, 2, 1, 1, 1]","[0, 1, 3, 2, 1]"
22611,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
22612,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
22680,,,,
22681,,,,
22800,,,,
23101,"[1, 5, 10, 15, 6]","[0, 6, 10, 8, 13]","[1, 2, 4, 12, 18]","[0, 4, 16, 14, 3]"
23102,,,,
23205,"[0, 3, 2, 12, 6]","[0, 3, 5, 9, 6]","[0, 4, 6, 6, 7]","[2, 4, 6, 5, 6]"
23206,,,,
23210,,,,
23212,,,,
23214,"[0, 0, 4, 18, 34]","[0, 0, 2, 9, 45]","[0, 0, 0, 12, 44]","[5, 15, 29, 3, 4]"
23216,,,,
23220,"[0, 3, 2, 7, 1]","[1, 2, 3, 2, 5]","[1, 4, 2, 3, 3]","[0, 2, 9, 2, 0]"
23255,,,,
23256,,,,
23257,,,,
23258,,,,
23260,"[0, 0, 4, 6, 8]","[0, 1, 3, 8, 6]","[3, 3, 5, 2, 5]","[0, 5, 10, 3, 0]"
23261,,,,
23262,,,,
23263,"[0, 0, 0, 2, 2]","[0, 0, 1, 1, 2]","[0, 0, 0, 2, 2]","[0, 0, 3, 1, 0]"
23272,"[0, 1, 1, 1, 3]","[0, 1, 1, 1, 3]","[0, 1, 1, 0, 4]","[0, 0, 2, 1, 3]"
23301,"[0, 0, 0, 1, 4]","[0, 0, 0, 3, 2]","[0, 1, 0, 2, 2]","[0, 0, 2, 3, 0]"
23302,,,,
23360,"[0, 0, 0, 1, 4]","[0, 0, 0, 4, 1]","[0, 0, 0, 3, 2]","[0, 0, 2, 2, 1]"
23511,"[0, 1, 0, 4, 6]","[0, 1, 1, 5, 4]","[0, 4, 1, 2, 4]","[0, 0, 6, 4, 1]"
23513,,,,
23520,,,,
23521,"[0, 5, 6, 11, 12]","[1, 6, 8, 13, 6]","[0, 3, 9, 6, 16]","[3, 5, 13, 9, 4]"
23522,"[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 1, 0, 2, 2]","[0, 0, 4, 1, 0]"
23531,,,,
23532,,,,
23552,,,,
23564,"[0, 3, 6, 8, 3]","[0, 3, 7, 7, 3]","[1, 4, 5, 6, 4]","[0, 1, 12, 4, 3]"
23662,"[0, 0, 0, 2, 17]","[0, 0, 0, 4, 15]","[0, 1, 2, 5, 11]","[0, 3, 9, 4, 3]"
23711,"[0, 1, 3, 5, 3]","[0, 1, 5, 4, 2]","[0, 3, 3, 4, 1]","[0, 0, 9, 2, 1]"
23732,"[0, 0, 1, 5, 10]","[0, 1, 5, 5, 5]","[0, 1, 5, 6, 4]","[0, 3, 7, 4, 2]"
23832,,,,
23837,,,,
23839,,,,
23841,,,,
23842,,,,
23851,,,,
23903,"[0, 0, 0, 4, 6]","[0, 0, 0, 5, 4]","[0, 0, 2, 5, 2]","[0, 1, 4, 2, 2]"
23904,"[0, 0, 0, 3, 5]","[0, 0, 1, 4, 3]","[0, 1, 3, 2, 1]","[0, 1, 2, 4, 0]"
23925,"[0, 0, 0, 3, 4]","[0, 0, 0, 3, 4]","[1, 0, 2, 2, 2]","[0, 0, 4, 2, 1]"
23926,"[0, 0, 0, 0, 6]","[0, 0, 0, 0, 6]","[1, 0, 2, 1, 2]","[0, 0, 2, 0, 4]"
23932,,,,
23936,,,,
23937,"[0, 2, 0, 3, 2]","[4, 0, 0, 1, 2]","[0, 0, 2, 2, 3]","[0, 0, 4, 2, 1]"
23952,"[0, 0, 0, 3, 4]","[0, 2, 2, 1, 2]","[0, 1, 1, 3, 2]","[0, 0, 0, 1, 6]"
23953,"[0, 0, 2, 8, 5]","[0, 1, 5, 6, 2]","[0, 1, 4, 4, 5]","[0, 0, 8, 6, 0]"
23954,"[0, 0, 1, 1, 1]","[0, 1, 0, 2, 0]","[0, 1, 0, 0, 2]","[0, 1, 0, 1, 1]"
23963,"[0, 0, 0, 0, 6]","[0, 0, 1, 1, 4]","[0, 0, 0, 2, 4]","[0, 1, 2, 2, 1]"
23982,"[0, 1, 0, 4, 3]","[0, 0, 3, 1, 4]","[0, 1, 0, 1, 6]","[0, 1, 3, 1, 3]"
23F11,,,,
23F12,,,,
23F13,,,,
23F14,,,,
23F15,,,,
23F16,,,,
25102,,,,
25104,,,,
25105,,,,
25106,"[2, 4, 2, 7, 1]","[1, 2, 7, 4, 2]","[2, 3, 2, 8, 1]","[0, 0, 10, 5, 1]"
25107,,,,
25108,"[0, 0, 0, 4, 8]","[0, 0, 0, 2, 10]","[0, 1, 0, 3, 8]","[0, 1, 7, 0, 4]"
25109,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 2, 0, 0]"
25201,,,,
25202,,,,
25203,,,,
25204,,,,
25205,,,,
25206,,,,
25207,,,,
25208,,,,
25209,,,,
25210,"[0, 0, 1, 1, 2]","[0, 0, 1, 1, 2]","[0, 0, 1, 1, 2]","[0, 0, 1, 0, 3]"
25211,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 0, 1]"
25212,,,,
25213,,,,
25214,,,,
25215,,,,
25217,,,,
25218,,,,
25302,"[0, 0, 5, 4, 10]","[0, 0, 4, 8, 7]","[0, 2, 5, 6, 6]","[0, 4, 12, 2, 1]"
25303,"[0, 0, 0, 1, 8]","[0, 0, 0, 3, 6]","[0, 0, 0, 0, 8]","[0, 0, 6, 2, 0]"
25310,,,,
25311,"[0, 0, 0, 3, 2]","[0, 0, 0, 3, 2]","[0, 0, 0, 2, 3]","[0, 0, 4, 0, 1]"
25312,"[0, 0, 0, 3, 0]","[0, 0, 0, 2, 1]","[0, 0, 0, 0, 3]","[0, 0, 2, 1, 0]"
25313,,,,
25314,,,,
25315,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
25316,,,,
25317,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
25318,"[0, 0, 0, 1, 3]","[1, 0, 0, 1, 2]","[0, 0, 2, 0, 2]","[0, 0, 4, 0, 0]"
25321,,,,
25322,,,,
25323,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
25324,,,,
25325,"[0, 2, 6, 13, 14]","[0, 2, 9, 12, 12]","[1, 6, 8, 12, 8]","[3, 7, 20, 2, 3]"
25326,,,,
25327,,,,
25328,"[0, 3, 2, 3, 2]","[2, 2, 3, 2, 1]","[0, 1, 4, 1, 4]","[0, 0, 1, 2, 7]"
25331,,,,
25335,,,,
25336,,,,
25340,,,,
25341,,,,
25342,,,,
25343,,,,
25344,"[0, 0, 2, 11, 6]","[0, 1, 5, 9, 3]","[0, 1, 4, 10, 3]","[0, 4, 11, 3, 0]"
25345,"[0, 1, 1, 3, 5]","[0, 1, 4, 0, 5]","[0, 0, 1, 1, 7]","[0, 0, 7, 2, 1]"
25346,"[0, 0, 3, 1, 2]","[0, 1, 2, 1, 2]","[0, 0, 1, 1, 4]","[0, 0, 2, 3, 1]"
25347,,,,
25348,,,,
25349,,,,
25350,"[0, 0, 2, 0, 5]","[0, 1, 0, 3, 3]","[0, 1, 4, 1, 1]","[0, 0, 7, 0, 0]"
25351,,,,
25352,"[1, 2, 5, 9, 0]","[1, 2, 6, 7, 1]","[0, 0, 4, 11, 2]","[1, 1, 13, 1, 1]"
25353,,,,
25354,,,,
25355,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25356,,,,
25357,,,,
25616,,,,
25619,,,,
25621,,,,
25623,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25624,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
25625,,,,
25626,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
25627,,,,
25628,,,,
25801,,,,
25811,,,,
25812,,,,
25813,,,,
25823,,,,
25824,,,,
25825,,,,
25826,,,,
25827,,,,
25829,,,,
25830,,,,
25831,,,,
25832,,,,
25833,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
25834,,,,
25835,,,,
26001,"[2, 2, 8, 17, 18]","[7, 8, 16, 9, 6]","[0, 1, 8, 20, 17]","[2, 6, 24, 12, 2]"
26002,"[0, 0, 1, 1, 1]","[0, 2, 1, 0, 0]","[0, 1, 2, 0, 0]","[0, 0, 1, 2, 0]"
26003,,,,
26004,,,,
26008,"[0, 1, 3, 19, 23]","[0, 0, 3, 20, 21]","[0, 1, 3, 21, 19]","[1, 16, 23, 4, 1]"
26010,"[0, 0, 1, 7, 6]","[0, 1, 6, 3, 4]","[0, 0, 1, 4, 8]","[0, 1, 7, 3, 3]"
26020,"[10, 37, 37, 26, 16]","[27, 29, 29, 28, 12]","[17, 28, 43, 23, 15]","[7, 20, 53, 23, 22]"
26021,,,,
26022,,,,
26050,"[1, 6, 13, 38, 39]","[3, 3, 18, 36, 37]","[0, 0, 9, 30, 58]","[7, 19, 47, 18, 6]"
26124,,,,
26127,"[0, 0, 0, 3, 5]","[0, 0, 1, 1, 6]","[0, 0, 1, 2, 5]","[0, 2, 5, 0, 1]"
26128,"[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 1, 3, 0, 0]"
26130,"[0, 0, 0, 7, 3]","[0, 1, 1, 7, 1]","[0, 0, 2, 5, 3]","[0, 2, 5, 3, 0]"
26134,"[0, 1, 0, 3, 4]","[1, 1, 0, 2, 4]","[2, 2, 2, 1, 1]","[1, 1, 4, 2, 0]"
26171,"[0, 1, 9, 19, 13]","[0, 7, 9, 19, 7]","[2, 6, 10, 13, 11]","[2, 5, 23, 9, 3]"
26173,"[0, 0, 1, 13, 16]","[0, 0, 1, 13, 16]","[0, 1, 1, 18, 10]","[1, 2, 16, 10, 1]"
26174,"[0, 0, 0, 2, 5]","[0, 0, 0, 3, 4]","[0, 0, 1, 2, 4]","[0, 0, 4, 3, 0]"
26200,"[0, 1, 4, 15, 5]","[1, 4, 9, 8, 3]","[0, 0, 1, 7, 17]","[0, 3, 13, 8, 1]"
26211,,,,
26220,,,,
26225,"[0, 1, 0, 1, 2]","[0, 1, 0, 1, 2]","[1, 0, 0, 1, 2]","[0, 0, 4, 0, 0]"
26231,,,,
26236,"[0, 0, 0, 0, 3]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 2, 1, 0]"
26241,"[0, 0, 6, 8, 8]","[1, 2, 3, 9, 7]","[0, 4, 5, 8, 5]","[0, 3, 13, 3, 2]"
26245,,,,
26255,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
26261,"[0, 0, 1, 1, 1]","[0, 0, 0, 3, 0]","[0, 1, 1, 1, 0]","[0, 0, 2, 1, 0]"
26263,,,,
26271,,,,
26280,,,,
26300,"[0, 1, 4, 19, 9]","[2, 3, 7, 16, 5]","[1, 5, 4, 15, 8]","[0, 2, 17, 7, 7]"
26317,,,,
26325,,,,
26371,"[0, 1, 4, 14, 15]","[0, 1, 3, 14, 15]","[0, 1, 5, 11, 16]","[2, 6, 14, 10, 1]"
26374,,,,
26400,,,,
26407,"[0, 0, 0, 1, 5]","[0, 0, 3, 0, 3]","[0, 0, 0, 0, 6]","[0, 0, 0, 0, 6]"
26411,"[1, 0, 0, 7, 45]","[1, 0, 4, 12, 36]","[1, 1, 0, 9, 42]","[1, 4, 23, 18, 7]"
26416,"[0, 0, 0, 5, 4]","[0, 0, 2, 3, 4]","[0, 1, 1, 1, 6]","[0, 0, 2, 6, 1]"
26422,"[0, 0, 1, 5, 9]","[0, 4, 2, 6, 2]","[2, 2, 4, 5, 1]","[0, 1, 7, 3, 3]"
26426,,,,
26428,,,,
26433,"[0, 0, 5, 7, 11]","[0, 2, 5, 11, 5]","[0, 2, 3, 11, 7]","[1, 3, 6, 8, 4]"
26438,"[1, 0, 0, 4, 12]","[1, 1, 0, 8, 7]","[0, 0, 2, 4, 12]","[0, 1, 7, 7, 3]"
26444,,,,
26446,,,,
26455,,,,
26471,,,,
26474,"[0, 0, 2, 1, 5]","[0, 1, 2, 4, 1]","[0, 1, 4, 2, 1]","[1, 1, 3, 0, 3]"
26510,,,,
26620,,,,
26800,"[0, 1, 1, 4, 1]","[0, 5, 0, 2, 0]","[0, 2, 1, 3, 1]","[0, 1, 4, 2, 0]"
26805,"[0, 0, 1, 0, 2]","[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 3, 0, 0]"
26820,"[0, 0, 1, 1, 0]","[0, 0, 1, 1, 0]","[0, 0, 2, 0, 0]","[0, 0, 2, 0, 0]"
26840,,,,
26932,,,,
26933,,,,
26944,,,,
26960,,,,
26970,,,,
26991,,,,
27002,"[0, 7, 22, 43, 23]","[0, 4, 28, 41, 21]","[10, 22, 39, 18, 5]","[13, 28, 35, 10, 8]"
27003,"[0, 0, 3, 19, 16]","[0, 1, 8, 11, 18]","[0, 4, 8, 14, 12]","[0, 7, 21, 8, 2]"
27016,"[1, 2, 7, 29, 33]","[1, 6, 7, 27, 30]","[1, 2, 8, 26, 34]","[4, 15, 34, 11, 7]"
27020,"[75, 49, 46, 22, 11]","[109, 40, 29, 17, 5]","[68, 51, 38, 34, 6]","[22, 29, 105, 29, 14]"
27021,,,,
27022,,,,
27023,,,,
27026,"[0, 0, 5, 27, 55]","[1, 2, 19, 34, 31]","[1, 10, 25, 26, 25]","[0, 3, 34, 32, 16]"
27027,"[2, 1, 7, 29, 21]","[1, 2, 11, 19, 28]","[2, 11, 12, 20, 16]","[1, 16, 32, 7, 5]"
27030,,,,
27034,,,,
27035,,,,
27051,,,,
27062,"[1, 1, 2, 8, 12]","[2, 1, 7, 9, 5]","[0, 1, 10, 8, 5]","[0, 0, 10, 8, 6]"
27063,"[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 2, 1, 1]"
27070,,,,
27075,,,,
27101,,,,
27220,,,,
27230,"[1, 2, 2, 17, 16]","[0, 4, 7, 15, 11]","[1, 8, 6, 13, 10]","[0, 3, 22, 9, 4]"
27246,"[0, 1, 3, 13, 10]","[1, 2, 5, 10, 8]","[4, 5, 7, 6, 4]","[0, 7, 13, 4, 2]"
27247,"[0, 0, 0, 2, 5]","[0, 0, 1, 1, 5]","[0, 0, 3, 1, 3]","[0, 1, 3, 2, 1]"
27255,,,,
27325,,,,
27330,,,,
27419,,,,
27422,,,,
27423,"[0, 6, 15, 22, 19]","[2, 10, 18, 20, 11]","[3, 13, 17, 21, 8]","[0, 6, 37, 12, 7]"
27430,,,,
27432,,,,
27436,"[1, 5, 13, 31, 22]","[4, 13, 23, 20, 12]","[11, 14, 22, 12, 12]","[3, 8, 42, 9, 9]"
27455,,,,
27460,"[0, 6, 12, 22, 30]","[1, 15, 9, 21, 20]","[4, 7, 17, 19, 20]","[0, 3, 20, 24, 20]"
27470,,,,
27472,,,,
27510,,,,
27665,"[0, 0, 2, 4, 7]","[0, 0, 1, 5, 7]","[0, 0, 1, 8, 4]","[0, 1, 0, 4, 8]"
27666,,,,
27800,,,,
27802,,,,
27803,,,,
27804,,,,
27805,,,,
27820,,,,
27823,,,,
27828,,,,
27832,,,,
27833,,,,
27838,,,,
27839,,,,
27840,,,,
27845,,,,
28010,"[0, 0, 2, 8, 8]","[0, 2, 0, 8, 8]","[0, 2, 1, 6, 9]","[0, 1, 12, 3, 2]"
28012,"[0, 2, 7, 9, 14]","[0, 1, 13, 7, 11]","[0, 1, 3, 13, 14]","[0, 2, 14, 7, 8]"
28016,"[0, 3, 5, 9, 3]","[1, 6, 6, 6, 1]","[1, 5, 2, 11, 1]","[1, 2, 3, 12, 2]"
28020,"[0, 0, 0, 8, 17]","[0, 0, 1, 9, 15]","[0, 0, 0, 6, 19]","[0, 0, 18, 5, 2]"
28021,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
28022,"[0, 1, 2, 4, 7]","[1, 5, 1, 4, 3]","[3, 2, 2, 3, 4]","[0, 0, 4, 5, 5]"
28025,,,,
28121,,,,
28123,,,,
28125,"[0, 0, 0, 1, 7]","[1, 0, 0, 4, 3]","[1, 1, 0, 2, 4]","[0, 0, 2, 2, 4]"
28140,"[0, 0, 1, 5, 12]","[0, 1, 2, 5, 10]","[0, 0, 0, 6, 12]","[0, 0, 11, 6, 1]"
28145,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
28150,"[0, 0, 0, 11, 13]","[0, 4, 2, 9, 9]","[1, 6, 9, 5, 3]","[1, 0, 10, 10, 2]"
28155,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
28157,,,,
28160,,,,
28165,,,,
28212,,,,
28213,"[1, 1, 3, 5, 2]","[1, 2, 1, 7, 1]","[2, 1, 3, 5, 1]","[0, 2, 7, 2, 1]"
28214,,,,
28216,,,,
28217,,,,
28221,,,,
28233,"[0, 2, 9, 20, 31]","[2, 2, 6, 23, 27]","[2, 4, 23, 14, 16]","[0, 5, 31, 11, 11]"
28242,"[0, 0, 6, 5, 10]","[0, 2, 5, 5, 9]","[1, 3, 6, 9, 2]","[0, 5, 8, 7, 1]"
28244,"[0, 0, 3, 5, 10]","[0, 0, 3, 5, 10]","[0, 1, 2, 5, 10]","[0, 0, 8, 6, 4]"
28271,,,,
28311,"[1, 1, 7, 7, 8]","[1, 4, 3, 7, 6]","[2, 2, 4, 2, 11]","[0, 6, 11, 2, 2]"
28315,"[0, 1, 3, 4, 9]","[1, 0, 4, 7, 5]","[3, 1, 7, 4, 2]","[0, 0, 15, 1, 1]"
28316,"[0, 1, 2, 6, 2]","[0, 1, 5, 3, 2]","[0, 0, 0, 1, 10]","[0, 2, 8, 0, 1]"
28322,"[1, 3, 3, 8, 3]","[3, 3, 5, 5, 2]","[0, 1, 7, 5, 4]","[0, 1, 4, 8, 5]"
28342,,,,
28344,,,,
28345,,,,
28346,"[0, 0, 1, 5, 5]","[0, 0, 1, 4, 6]","[0, 0, 1, 3, 7]","[0, 4, 3, 2, 2]"
28350,,,,
28352,,,,
28361,,,,
28412,"[0, 1, 0, 4, 0]","[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 1, 1, 2, 1]"
28420,"[0, 0, 6, 23, 14]","[0, 3, 10, 17, 13]","[0, 5, 11, 15, 12]","[0, 1, 21, 14, 6]"
28423,,,,
28434,,,,
28443,,,,
28451,,,,
28455,"[3, 2, 1, 10, 10]","[1, 3, 3, 7, 10]","[6, 5, 4, 5, 4]","[0, 6, 10, 4, 4]"
28485,"[20, 18, 15, 14, 5]","[19, 19, 14, 10, 9]","[17, 11, 11, 22, 11]","[5, 15, 32, 14, 5]"
28530,"[0, 3, 3, 11, 14]","[4, 2, 9, 6, 9]","[2, 6, 7, 11, 5]","[1, 2, 7, 10, 11]"
28720,"[0, 1, 0, 7, 2]","[0, 2, 2, 5, 1]","[4, 1, 1, 3, 1]","[0, 1, 7, 1, 1]"
28725,"[0, 0, 0, 2, 1]","[0, 0, 0, 2, 1]","[0, 0, 0, 2, 1]","[0, 0, 1, 1, 1]"
28730,,,,
28737,,,,
28745,"[0, 1, 4, 5, 4]","[0, 0, 2, 5, 7]","[0, 1, 0, 6, 7]","[0, 0, 6, 6, 2]"
28747,,,,
28750,,,,
28751,,,,
28755,"[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
28761,"[1, 2, 2, 5, 4]","[0, 4, 3, 5, 2]","[0, 1, 1, 6, 6]","[1, 0, 5, 6, 2]"
28777,,,,
28811,,,,
28831,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
